,Unnamed: 0.1,Unnamed: 0,statement,is_toxic,len_text,label
505,419,5052,"This is a little ugly, but will help get soong enabled with USE_SOONG=true and can go away as soong as we have prebuilt support in soong and can put an Android.bp file in libc/zoneinfo",1,184,toxic
506,378,1634,"heh, because dash sucks and allows you to do this kind of crap.  yes, this should be fixed.",1,91,toxic
507,172,4593,"Suggest to remove the loop, just assign motion_sensors[0].addr and motion_sensors[1].addr individually.",0,103,healthy
508,367,4459,"So the comment here is to avoid kerning between 'P' and 'A'. The ref does this between all characters. Perhaps do the same here, instead of assuming that painting 'A', 'S', 'S' separately will always be the same as painting ""ASS"" in one go.",1,240,toxic
509,60,3572,note: the 'Daemon' suffix is kinda redundant and unnecessary,0,60,healthy
510,359,2003,"I realize that some of these are silly (lol at my terrible libc dependencies in the past), but are these other deps really unnecessary?",1,135,toxic
511,295,4940,This can be done by the transaction itself before calling ResetPartialNetworkTransaction. Doing so would avoid cyclic behavior and make this method clearer.,0,156,healthy
512,483,1886,"I don't want to mention GC in here.. this API shouldn't be here anyway, if you're using it and you're an idiot you deserve to be burnt.",1,135,toxic
513,316,3446,Nitpick: blank before comma is ugly ;-),1,39,toxic
514,349,6155,"Yeah, MX_CPRNG_DRAW_MAX_LEN is just #define X 256, not 256u. Stupid language. Maybe the cast there is better anyway.

Fixed read_len location.",1,142,toxic
515,187,4009,rcomp_targets = StrenghtenedRcompTarget;,0,40,healthy
516,73,3577,Nothing.  Copy-Pasted garbage from original fimd_wait_for_vblank().,0,67,healthy
517,428,527,"And what was the decision around the try/catch-all done in a clinit? I know -1 sucks, but that's probably the less error-prone..",1,128,toxic
518,522,1779,"I agree with you, btw.

Tor - can you think of any alternative ways?

I wonder if the JB would be willing to clean it up so that Native.POINTER_SIZE and its side effects are performed via a different method than this ugly hack.",1,227,toxic
519,560,6001,"Why on earth does a class called ""client logger"" have anything to do with packaging stuff and installing stuff on a device??

Friggin' autotest...",1,146,toxic
520,309,3646,"Oh, I screwed this up when I took out not_darwin.  This is a case where we want one set of files for darwin, but a different set for both android and linux.",1,156,toxic
521,545,3487,"no, but I also could find no way to get an array initialisation in to a parameter of a constructor that did not suck far worse",1,126,toxic
522,528,4192,saving two letters makes this look ugly.  please just use BOARD_USER_PREFIX.,1,76,toxic
523,342,3722,"On second thought, adding a factory for a single function seems a bit messy. I'm merging this back to startup_utils.sh.",1,119,toxic
524,206,2707,"it's a bug that it doesn't error out when the generation fails though

this line should be:

 $(QUIET)$(SRC)/gen_syscalls.sh $@",0,127,healthy
525,287,5630,Use some less silly variable name that is longer than 1 character and that matches some naming conventions ... aBitmap for example,0,130,healthy
526,224,4344,"should this be myZipOutputStream.write(bytes), or does super end up calling write(int) for each byte or something?",0,114,healthy
527,493,2733,"it's not that i was ignoring identity, it was that i forgot that people could pass in stupid stuff like non-functions",1,117,toxic
528,57,2502,"IMHO, trailing whitespace should be eliminated.",0,47,healthy
529,563,2122,I think this macro confuses more than it helps... token concatenation is pretty ugly.,1,85,toxic
530,137,1423,"event_log should be eliminated by testlog, so let's do the migration now.",0,73,healthy
531,21,1676,"hmm, because I'm idiot and forget it's automatically loaded...",0,62,healthy
532,599,494,ALL_CHAPS_WITH_UNDERSCORES is ugly :),1,37,toxic
533,242,3410,nit: use std::string() instead of raw empty strings.,0,52,healthy
534,105,2935,"Lint is OK with this? Why did it choke on `*im = InlineMethod{opcode, flags, data};` in the original CL then, saying that the ';' after '}' is unnecessary!",0,155,healthy
535,65,4849,These are incorrect for sklrvp and should probably be removed.,0,62,healthy
536,304,6513,"Yuck, don't know how that slipped through. Thanks!",1,50,toxic
537,252,4054,"Remove operator ?:, useless here.",0,33,healthy
538,58,5088,"This is checking cur != NULL but there is free(cur) in the loop, does this work as expected?  Should it be checking next instead?",0,129,healthy
539,506,4964,This comment is very silly. Consider revising or removing it.,1,61,toxic
540,472,4314,"Should really be moved to using unittest... This crap was already here, so no need for this CL, but it would be nice to cleanup eventually.",1,139,toxic
541,357,1220,Done -- I have now modified java.util.logging.SocketHandler (didn't even know there was such a crazy class). You're analysis of DatagramSocket and Posix API is correct. We're letting them be.,1,191,toxic
542,251,2333,"If it is actually useless, it's fine by me.",0,43,healthy
543,465,4402,silly me. I was xref-ing without your patch.,1,44,toxic
544,534,3550,"Not reverting this line to 
CHECK(!callback.is_null());
because that is just silly.",1,83,toxic
545,71,3108,"My bad, need to start constant with a 'k', kRenewalTimePercentage. Same for below.",0,82,healthy
546,51,1385,"else /*current_method == nullptr*/ { // Abstract method masks all defaults
  if (vtable_impl->IsAbstract() &&
      !vtable_impl->IsDefaultConflicting()) {
    ...
  }
  // else don't need do anything
}",0,202,healthy
547,536,4784,"The PrivateKey.toString() method doesn't do anything stupid, does it?",1,69,toxic
548,337,743,"CamelCase, how ugly. But has nothing to do with the patch.",1,58,toxic
549,183,5621,Use posixpath and then you don't need the next two lines.,0,57,healthy
550,420,4163,"s/notice/notify/?

s/make/take/ (no good reason why you can't say ""make""; just a stupid English rule)",1,101,toxic
551,319,4398,sigh. Apple's shenanigans with clang versioning _suck_. This is ridiculous.,1,75,toxic
552,75,1554,"getIsReplyTransaction() should imply you are not expecting a reply, i.e. you shouldn't need !trans.getExceptReply",0,113,healthy
553,391,1753,How the crap did this even compile? Done.,1,41,toxic
554,115,3962,Probably should add your S-o-B here.,0,36,healthy
555,279,6313,You can use the ANGLE_GL_PROGRAM and add a GLShader type in gl_raii.h to not need this.,0,87,healthy
556,11,5405,"This won't force sync/flush.

As I mentioned before, I think you can just put a hwid_bundle_vm.sh in srcdir folder.",0,115,healthy
557,463,522,"and not caught by the upload scripts, damn their eyes.",1,54,toxic
558,326,486,"All the names we've thought of for this suck, unfortunately. :(",1,63,toxic
559,511,2765,json doesn't allow trailing commas because it is dumb (also a bunch of lines below),1,83,toxic
560,498,416,"Ah crap, I didn't. IntelliJ magic FTW. (It did this in other places but I removed it)",1,85,toxic
561,230,559,"are we going to move existing -ftrapv users like libpng over to this? i suspect an abort will be a lot less painful to debug that the current SIGILLs, which always end up on cferris' desk because of their non-obviousness.",0,221,healthy
562,532,4198,"SCOPED_TRACE was still ugly, added <<",1,37,toxic
563,492,966,"Crap. I turned if off to check something, and forgot to turn it back on. That explains why it 'passed' when PerformStage was wrong.",1,131,toxic
564,286,1622,"Has lint gone mad? ""Single-argument constructors should be marked explicit."" I'm very explicitly constructing a copy here! And an explicit copy constructor would be useless.",0,173,healthy
565,70,1894,I find the internal ids quite ugly. It was just a quick groovy hack at first... Feel free to find something better. Maybe they should just be integers after all?,0,161,healthy
566,154,4430,sizeof (struct FwdLockFile_DeriveKeys_Data) instead of sizeof *pData,0,68,healthy
567,278,6260,"You already git depend on that, so this shouldn't be necessary.",0,63,healthy
568,594,2947,Look who just caught a (very darned unlikely) potential leak of b64_password?,1,77,toxic
569,475,5177,This is ugly but can all go away after cblume@'s next patch. Same in RenderFrameProxy.,1,86,toxic
570,135,5635,Use this.mHandler.removeCallbacksAndMessages(null) instead.,0,59,healthy
571,205,6393,You need at least two buckets in a metric.  The second can be a dummy value.,0,76,healthy
572,491,2301,"I'd probably put the common deps here into a seperate var, than do

RDEPEND=""gdmwimax? ( $COMMON )
DEPEND=""gwdmwimax? ( $COMMON blah )""

But that's just me being overly anal about it; what's there is fine.",1,205,toxic
573,373,5918,Why are you creating the HBoundType then? It seems useless.,1,59,toxic
574,452,3731,one day we should get rid of these gotos...,1,43,toxic
575,268,1802,I am wondering if it is not an iterator here and below.,0,55,healthy
576,566,1144,"dirname seems to work, but I'm marginally happy with the way the code turned out. Seems kind of ugly.",1,101,toxic
577,339,4200,"scratch that, making chown do it would be sucky and ugly.

Is there a way we can just do a ""restorecon_all"" at the end of the init process (before remounting root ro, and then after setting up /data) to just restore the context of everything?",1,242,toxic
578,398,4932,"This block is rather lame, what about using some triple ? operator :",1,68,toxic
579,25,3662,"Oh, shoot, thanks. I misread and thought this was calling the same-named function above that's OS_ANDROID-only.",0,111,healthy
580,90,6503,You've already included these keylayouts in the device git.,0,59,healthy
581,80,5675,"using. And it needs a better name, e.g., like ParseCompleteCB",0,61,healthy
582,564,3574,"note: this URL is going to be dead/broken in less than a month, so listing it isn't terribly useful",1,99,toxic
583,593,993,"dammit python... a compiled language wouldn't have allowed this

thx",1,68,toxic
584,462,5087,This is cheating! Maybe put the small one-liner of offending code into a static function inside the cc file that's annotated NO_THREAD...,1,137,toxic
585,29,4173,"same as the other file, kill those with fire...",0,47,healthy
586,500,6203,"Yes, I found out it happens, and it sucks. The templates need to change to allow project-level files that do not change when adding modules. gradle.properties and local.properties are the use case.",1,197,toxic
587,186,2472,I'm not following this part: why is this codepath needed?,0,57,healthy
588,422,3126,"Nah, if you set the data pointer in the constructor and still expect the vector to do anything useful, good luck. I don't see the point in adding run time tests for such idiocy :)",1,179,toxic
589,439,1454,"Fair enough. But I think that if we're running into this case, we've got bigger problems. Also, std::string isn't _that_ dumb.",1,126,toxic
590,109,6007,"Why store this as a bool, rather than using something like the `WebContentSecurityPolicyType` enum?",0,99,healthy
591,176,2857,kill yet by then -> already terminated,0,38,healthy
592,212,748,"Can encoder work without VPU? If not, we should remove these ifdef CONFIG_MEDIATEK_VPU.",0,87,healthy
593,381,4688,that's not a new issue but mixing here RO and RW data is sucking useless SRAM (RO part should be in flash only),1,111,toxic
594,408,6110,"yea, this kinda sucks. I'll think about how we can improve this.",1,64,toxic
595,382,5140,"This is pretty ugly.  Maybe we could instead identify SLCG clocks by a name prefix instead?  e.g. all SLCG clocks are named ""slcg_*"".",1,133,toxic
596,14,2204,i thought SELinux had killed bootchart. should we just remove it?,0,65,healthy
597,159,703,"Boop boop, this is the white-space police again. This is strike two, failure to comply will lead to unpleasant consequences.",0,124,healthy
598,195,1324,"Downside to this, as I mentioned in the other file is that now you have error-prone string literals.",0,100,healthy
599,364,4724,The deeply nested 'with' crap I'll do something about shortly....,1,65,toxic
