,Unnamed: 0.1,Unnamed: 0,Repo,GitHub_Type,Nr,original_statement,rephrased_statement,Non_Knowledge_label_FSE_paper_Giuliano,Non_knowledge_label_Roberts_Giuliano,long_short,ROGUE_precision,ROGUE_recall,ROGUE_f1,styles,original_Unnamed: 0.4,original_Unnamed: 0.3,original_Unnamed: 0.2,original_Unnamed: 0.1,original_Unnamed: 0,original_Repo,original_GitHub_Type,original_Nr,original_Non_Knowledge_label_FSE_paper_Giuliano,original_long_short,original_Giuliano_Comments,original_Non_Knowledge_label_FSE_paper_Sol,original_Non_knowledge_label_Roberts_Sol,original_Sol_Comments,original_Non_Knowledge_label_FSE_paper_Alena,original_Non_knowledge_label_Roberts_Alena,original_Alena_Comments,original_Roberts_label,original_FSE_label,original_binary_NK_label,Label_gpt-120b,final_label
2107,2913,1026,pytorch_pytorch,issue,155309.0,The error is likely caused by how torch.export interacts with GPU-backed LSTM internals. It's possible that torch.export is not properly handling fused GPU kernels or CUDNN ops when fake tensors are involved during graph capture.,"torch.export may be dropping or mis‑representing cuDNN‑based LSTM kernels during export with fake tensors, leading to the failure.",Known,Known Unknown,short,0.2222222222222222,0.1142857142857142,0.1509433962264151,"('Technical', 'Hedging', 'Concise')",21,21,21,21,21,pytorch_pytorch,issue,155309.0,Known,short,,,,,,,,2,2,1,Known Unknown,2
3896,5431,3633,numpy_numpy,pull,28453.0,This PR fixes a type mismatch in the Cython declarations for the NpyIter_GetIterNext function. The function was incorrectly declared to return NpyIter_IterNextFunc* (pointer to function type) when it should return NpyIter_IterNextFunc (function type directly). This mismatch causes compilation errors when users try to build Cython code that uses this function.,Quick heads‑up: the PR swaps the return type of NpyIter_GetIterNext in the Cython header from NpyIter_IterNextFunc* to NpyIter_IterNextFunc. The previous pointer declaration caused build failures for users pulling in that function.,Knowledge,Knowledge,short,0.3225806451612903,0.2,0.2469135802469135,"('Casual/Conversational', 'Neutral', 'Neutral')",78,78,78,78,78,numpy_numpy,pull,28453.0,Knowledge,short,,,,,,,,0,0,0,Knowledge,0
2618,3648,1789,tensorflow_tensorflow,issue,24828.0,"I tried installting tensorflow 1.12 using both pip install and building from source.However when I am trying to run faster rcnn model i get following error message:
Failed to get convolution algorithm. This is probably because cuDNN failed to initialize, so try looking to see if a warning log message was printed above.

I only get this with tf 1.12 and python 3.6 ,it works fine with python 3.6","I’m not sure why, but after installing TensorFlow 1.12—either via pip or by compiling from source—executing the Faster R‑CNN network results in the following error: ""Failed to get convolution algorithm… cuDNN failed to initialize."" The failure only appears when using Python 3.6; does anyone know if this is a known incompatibility between this TensorFlow version and cuDNN on that interpreter?",Unknown,Known Unknown,long,0.2166666666666666,0.1884057971014492,0.2015503875968992,"('Professional/Formal', 'Hedging', 'Expand')",38,38,38,38,38,tensorflow_tensorflow,issue,24828.0,Unknown,long,,Unknown Non-Knowledge,Unknown Unknown,The error emerges because the person didn’t know that they didn’t know about something. That something is explained in the next segment. ,kein Nichtwissen,error?,,2,1,1,Known Unknown,2
2240,3119,1246,pytorch_pytorch,issue,155218.0,"I'm wondering if there is a difference in the cuDNN version here, what does torch.backends.cudnn.version() show in your setup?","To isolate potential version drift, could you report the value returned by torch.backends.cudnn.version() on your machine?",Known,Known Unknown,short,0.1875,0.1578947368421052,0.1714285714285714,"('Technical', 'Neutral', 'Neutral')",26,26,26,26,26,pytorch_pytorch,issue,155218.0,Known,short,,,,,,,,2,2,1,Known Unknown,2
3764,5211,3409,numpy_numpy,issue,28721.0,I think this occurs because the type check against ndarray causes memmaps to go the slow route and ends up creating a giant mask,"I suspect the isinstance check against ndarray pushes memmap files into the slower branch, and that's why we get that gigantic mask.",Known,Known Unknown,short,0.3181818181818182,0.2916666666666667,0.3043478260869565,"('Casual/Conversational', 'Hedging', 'Concise')",73,73,73,73,73,numpy_numpy,issue,28721.0,Known,short,,,,,,,,2,2,1,Known Unknown,2
2900,3958,2100,tensorflow_tensorflow,issue,37492.0,"To train the LSTM-model on a GPU on my plattform (Windows 10, tf 2.1.0), the parameter batch_input_shape must be specified during the model creation in the very first layer and the parameter input_shape must be omitted.","When training an LSTM on a GPU under Windows 10 with TensorFlow 2.1.0, you should specify the `batch_input_shape` argument in the very first layer and leave out the `input_shape` parameter; this configuration usually resolves shape‑related issues on that platform.",Knowledge,Knowledge,short,0.282051282051282,0.3055555555555556,0.2933333333333333,"('Neutral', 'Hedging', 'Expand')",45,45,45,45,45,tensorflow_tensorflow,issue,37492.0,Knowledge,short,,,,,,,,0,0,0,Knowledge,0
3538,4828,2989,numpy_numpy,issue,18004.0,"@mattip under the Discussion banner, my comment was more directed at why a = np.array([1., 2.], dtype=object) would be cast as an object array in the first place. Or perhaps it was the result of some process that casts all outputs as object arrays. Accounting for all cases where things may fail is a lost cause. This may be one example of the deprecation warnings might be useful, but where do you stop? You have one for ragged arrays (VisibleDeprecationWarning: Creating an ndarray from ragged nested sequences....), do you then have to provide one for arrays that shouldn't be cast as object arrays?","Could it be that a preprocessing step forces all outputs to the object dtype, thereby causing `np.array([1., 2.], dtype=object)` to be created as an object array, and if so, how far should we extend deprecation warnings to cover such cases?",Known,Known Unknown,long,0.225,0.087378640776699,0.1258741258741259,"('Professional/Formal', 'Exploratory', 'Expand')",64,64,64,64,64,numpy_numpy,issue,18004.0,Known,long,,,,,,,,2,2,1,Known Unknown,2
1797,2548,653,pytorch_pytorch,Issue,21819.0,"It looks like pytorch-2.x. need some hostcall, that hostcall need PCIe Atomic feature, So if we can find where the hostcall, and remove them. Maybe we can use pytorch-2.x without PCIe3 Atomic requirement?",The current PyTorch 2.x build uses a hostcall that relies on PCIe Atomic features; could disabling or stripping that hostcall eliminate the PCIe 3 Atomic dependency?,Known,Known Unknown,short,0.1923076923076923,0.1515151515151515,0.1694915254237288,"('Professional/Formal', 'Neutral', 'Concise')",14,14,14,14,14,pytorch_pytorch,Issue,21819.0,Known,short,,,,,,,,2,2,1,Known Unknown,2
827,1239,1351,numpy_numpy,issue,18004.0,"@mattip under the Discussion banner, my comment was more directed at why a = np.array([1., 2.], dtype=object) would be cast as an object array in the first place. Or perhaps it was the result of some process that casts all outputs as object arrays. Accounting for all cases where things may fail is a lost cause. This may be one example of the deprecation warnings might be useful, but where do you stop? You have one for ragged arrays (VisibleDeprecationWarning: Creating an ndarray from ragged nested sequences....), do you then have to provide one for arrays that shouldn't be cast as object arrays?",Potential suggestion to define a specific warning for cases where arrays should not be cast to object dtype.,Neutral,Neutral,long,0.4444444444444444,0.0776699029126213,0.1322314049586777,"('factual_observation', 'github_native', 'List')",64,64,64,64,64,numpy_numpy,issue,18004.0,Known,long,,,,,,,,2,2,1,Neutral,1
4291,5918,4134,microsoft_vscode,pull,191501.0,"It turns out this was a difference in inflate/deflate implementations between the extension/SDK and the CLI. The SDK uses Node's zlib bindings, while by default Rust's flate2 library uses a rust port of miniz. miniz does not appear to flush decompressed data as nicely on SYNC'd boundaries as zlib does, which caused data to 'stall'. This could also be the cause of some connection flakiness!","I think the root cause was the differing inflate/deflate logic between the extension/SDK and the CLI – the SDK uses Node’s native zlib, whereas Rust’s flate2 defaults to a miniz clone that seems to mishandle SYNC‑boundary flushing, leading to data ‘stalling’. It’s likely this also contributes to some connection instability.",Knowledge,Knowledge,short,0.34,0.2615384615384615,0.2956521739130435,"('Casual/Conversational', 'Hedging', 'Neutral')",89,89,89,89,89,microsoft_vscode,pull,191501.0,Knowledge,short,,,,,,,,0,0,0,Knowledge,0
1615,2272,371,pytorch_pytorch,issue,153960.0,"It would initialize NCCL communicator at that moment, because we know the device id at that moment, instead of delaying the init till the first collective (the traditional pytorch way). To compensate for ""ahead-of-time bill"", it uses NCCL's non-blocking API mode.",We spin up the NCCL communicator right away—since we already have the device ID—rather than waiting for the first collective like PyTorch normally does. To cover the early‑initialization cost we switch to NCCL's non‑blocking API mode.,Knowledge,Knowledge,short,0.3333333333333333,0.2926829268292683,0.3116883116883117,"('Casual/Conversational', 'Exploratory', 'Neutral')",7,7,7,7,7,pytorch_pytorch,issue,153960.0,Knowledge,short,,,,,,,,0,0,0,Knowledge,0
414,600,660,pytorch_pytorch,issue,132332.0,Under certain circumstances nn.Linear will have memory leaks on MPS. The exact failure mode and condition that leads to leakage is unclear at this moment. Need to investigate if the memory leak is in PyTorch or MPS,"Added a checklist to the issue: (1) reproduce the memory growth consistently, (2) capture detailed memory profiling for both PyTorch and MPS, (3) compare allocation patterns, and (4) document any discrepancies for follow‑up.",Neutral,Neutral,short,0.1212121212121212,0.1081081081081081,0.1142857142857142,"('procedural', 'github_native', 'Expand')",31,31,31,31,31,pytorch_pytorch,issue,132332.0,Known,short,,,,,,,,2,2,1,Neutral,1
4235,5849,4064,microsoft_vscode,pull,191501.0,I have discovered this to be an issue in the CLI or SDK's compression handling.,The issue appears to stem from how the CLI and SDK manage compression; examining their respective compression modules reveals the root cause.,Knowledge,Knowledge,short,0.1818181818181818,0.2666666666666666,0.2162162162162162,"('Professional/Formal', 'Exploratory', 'Concise')",87,87,87,87,87,microsoft_vscode,pull,191501.0,Knowledge,short,,,,,,,,0,0,0,Knowledge,0
4589,6355,4599,microsoft_vscode,,251518.0,"Hi everyone. It would seem this issue happens with the old version of the Microsoft Chinese Pinyin IME. To fix this issue please consider doing one of the following:

    Upgrade to the newer version of the Microsoft Chinese Pinyin IME
    Turn off the setting editor.experimentalEditContextEnabled, soon to be called editor.editContext

The first solution is preferred because the EditContext API solves other bugs related to the IME (such as the incorrect rendering of the IME input). This issue will be closed.",The root cause is an old Microsoft Chinese Pinyin IME. Resolve by either installing the latest IME release or disabling the experimentalEditContext setting (renamed to editContext). Upgrading is recommended since the EditContext API also corrects IME rendering problems. Issue closed.,Knowledge,Knowledge,long,0.425,0.2125,0.2833333333333333,"('Professional/Formal', 'Confidence', 'Concise')",99,99,99,99,99,microsoft_vscode,,251518.0,Knowledge,long,,,,,,,,0,0,0,Knowledge,0
398,578,638,pytorch_pytorch,issue,154556.0,"The tracing component (Dynamo) is not fully cached today, but we are working on this.",Documentation indicates that Dynamo's caching functionality is partially implemented.,Neutral,Neutral,short,0.1111111111111111,0.0666666666666666,0.0833333333333333,"('comparison_contrast', 'Professional/Formal', 'Expand')",30,30,30,30,30,pytorch_pytorch,issue,154556.0,Knowledge,short,,,,,,,,0,0,0,Neutral,1
2932,3990,2132,tensorflow_tensorflow,issue,60798.0,"I am trying to build Tensorflow from source with flag /MT (I require this so that the tensorflow.dll does not require the vcruntime libraries on startup). I tried this command: bazel build tensorflow:tensorflow.dll --copt=/MT. But i get errors. It seems, like something is wrong with spaces in path. But i builded tensorflow successfully without /MT flag.","I'm trying to produce a statically linked TensorFlow DLL on Windows by building from source with the MSVC `/MT` flag, because I want to eliminate the need for the Visual C++ runtime libraries at runtime. My Bazel command is `bazel build //tensorflow:tensorflow.dll --copt=/MT`, but the compilation halts with messages indicating that Bazel cannot resolve paths containing spaces. When I drop the `/MT` flag, the build completes without incident, which implies that the inclusion of the static CRT flag alters the way Bazel constructs its command lines, possibly breaking its quoting mechanism. I am uncertain whether I need to wrap the `/MT` flag in additional quotation marks, modify the workspace path, or apply a Bazel flag such as `--host_copt` to resolve the issue, and I would appreciate guidance on the correct approach.",Known,Known Unknown,short,0.0839694656488549,0.1964285714285714,0.1176470588235294,"('Technical', 'Neutral', 'Expand')",46,46,46,46,46,tensorflow_tensorflow,issue,60798.0,Known,short,,,,,,,,2,2,1,Known Unknown,2
2596,3619,1759,tensorflow_tensorflow,issue,82736.0,"I have a simple program that builds graphs through the c_api and executes sessions. It works perfectly as long as it is run only on CPU. If GPU is involved then at random places the program generates a Div0 error. The very same program run twice within one minute on the same hardware, etc. behave differently.
The error is somewhere deep in TF/Cuda because in the error dump I see 15 program jumps outside my code (what I can still debug).
I tried it on the different partition of a HPC, but both behave the same way. Card is Quadro RTX 6000, driver 565.57.01 Cuda 12.7 as seen in nvidia-smi, but 12.3 is available as libraries.
I tried with many different settings, etc., but cannot identify any rootcause. I am not even sure if the bug is in the TF binary or in one of the Cuda libraries (or elsewhere).","My simple C‑API‑driven TensorFlow program builds graphs and executes sessions without issue on the CPU, yet when a GPU (Quadro RTX 6000, driver 565.57.01) is present it sporadically triggers a Div0 exception; repeated runs on the same node produce inconsistent results, and the error dump shows numerous calls beyond my own code, indicating a possible problem in the TensorFlow binary or CUDA libraries.",Known,Known Unknown,long,0.365079365079365,0.1533333333333333,0.2159624413145539,"('Professional/Formal', 'Neutral', 'Neutral')",37,37,37,37,37,tensorflow_tensorflow,issue,82736.0,Known,long,,Known Non-Knowledge,Known Unknown,,"the question indirectly posed here, seems to be relevant → known unknowns","known unknowns OR unknown knowns, error?","same as above for Roberts – cannot be clearly decided from this segment. … I think here it could be good to know how it is usual: is the usual thing that someone has an answer? Can it be possible to say this? Another way would be to see how the conversation unfolds – does someone gives an answer? And, a third thought: maybe it makes no sense to distinguish between known unknowns and unknown knowns, thus the categories make no sense for the machine and AI because it will not be able to distinguish …",2,2,1,Known Unknown,2
4446,6135,4364,microsoft_vscode,,191374.0,"Thinking a bit more about this, I wonder if URI should statically allow us to register a scheme to behave like a file scheme. Because, we do take an existing well defined URI of scheme file and turn that into vscode-userdata. This in turn means, every client that deals with such a URI would need to ensure that the scheme is converted back to file before using the URI. That seems fragile.

If we could tell URI to treat vscode-userdata like a file scheme, maybe the change would be easier and less fragile?","Is it possible to tell the URI system to treat vscode‑userdata as if it were a file scheme, so we don't have to repeatedly convert it? I'm uncertain.",Known,Known Unknown,long,0.2857142857142857,0.086021505376344,0.1322314049586777,"('Neutral', 'Hedging', 'Concise')",94,94,94,94,94,microsoft_vscode,,191374.0,Known,long,,,,,,,,2,2,1,Known Unknown,2
2499,3464,1602,tensorflow_tensorflow,issue,84102.0,"I think TensorFlow on Windows is only supported on Intel, not ARM.","TensorFlow for Windows is officially supported only on Intel architectures, and does not provide support for ARM processors.",Knowledge,Knowledge,short,0.3333333333333333,0.5,0.4,"('Professional/Formal', 'Exploratory', 'Neutral')",34,34,34,34,34,tensorflow_tensorflow,issue,84102.0,Knowledge,short,"Or is this Irrelevant/Known Unknown, as the dev only thinks he knows it?",,,,,,,0,0,0,Knowledge,0
891,1330,1458,numpy_numpy,issue,29174.0,"@Mugundanmcw is also right, as illustrated by that same PR. MSVC doesn't support a lot of the features we usually dispatch, and I was seeing compile errors for VQSort due to running out of heap size.",The PR we looked at shows MSVC missing a bunch of dispatch features.,Neutral,Neutral,short,0.2307692307692307,0.0833333333333333,0.1224489795918367,"('information_request', 'Casual/Conversational', 'List')",70,70,70,70,70,numpy_numpy,issue,29174.0,Knowledge,short,,,,,,,,0,0,0,Neutral,1
3309,4494,2655,numpy_numpy,issue,28024.0,"The behaviour was added a long time ago, commit 67940c3 in 2006.",Commit 67940c3 (2006) first introduced the current behavior.,Knowledge,Knowledge,short,0.125,0.0833333333333333,0.1,"('Professional/Formal', 'Exploratory', 'Concise')",57,57,57,57,57,numpy_numpy,issue,28024.0,Knowledge,short,,,,,,,,0,0,0,Knowledge,0
4031,5595,3805,numpy_numpy,pull,26745.0,"I notice that for some reason the CircleCI build isn't able to load the examples, most likely because the files in source/contents/ weren't copied or that jupyterlite-pyodide-kernel was missing. I shall investigate.",I'm not sure why the CircleCI build fails to load the examples; maybe the source/contents/ files weren't copied or the jupyterlite-pyodide-kernel is absent. Can anyone confirm?,Known,Known Unknown,,0.4615384615384615,0.375,0.4137931034482758,"('Casual/Conversational', 'Hedging', 'Concise')",82,82,82,82,82,numpy_numpy,pull,26745.0,Known,,,,,,,,,2,2,1,Known Unknown,2
2627,3668,1809,tensorflow_tensorflow,issue,24828.0,"It is just a problem with cuDNN version incompatibility. I also downgrade to 1.8, although solving the problem, but no need when there is a much higher version which is definitely better than the old version. So I found that I was using conda installing TF, which conda was also installed everything even Cuda and cudnn, so the python was not detecting my installed Cuda and cudnn, it was using which was installed by conda which was very old version of cudnn, so I deleted the conda installed Cuda and cudnn, and then installed TF with pip, and it was OK.","The root cause is unequivocally a cuDNN version mismatch: conda's TensorFlow package pulled an obsolete CUDA 11 / cuDNN 7 stack, which shadowed the system‑wide CUDA 12 / cuDNN 8 libraries. After purging the conda‑installed cuda‑* and cudnn‑* packages and reinstalling TensorFlow via pip (which respects the host CUDA toolkit), the runtime now links against the correct cuDNN version and the error disappears.",Knowledge,Knowledge,long,0.1587301587301587,0.099009900990099,0.1219512195121951,"('Technical', 'Confidence', 'Expand')",39,39,39,39,39,tensorflow_tensorflow,issue,24828.0,Knowledge,long,,,,,,,,0,0,0,Knowledge,0
135,220,241,pytorch_pytorch,issue,21819.0,I met a strange illegal memory access error. It happens randomly without any regular pattern.,Got an illegal memory access error that shows up at random.,Neutral,Neutral,short,0.2727272727272727,0.2,0.2307692307692307,"('factual_observation', 'Casual/Conversational', 'Neutral')",11,11,11,11,11,pytorch_pytorch,issue,21819.0,Unknown,short,,,,,,,,1,1,1,Neutral,1
429,625,695,tensorflow_tensorflow,issue,83379.0,"You're absolutely right to point out that the CUDA plugin registration error #62075 has been a persistent issue for many users in the TensorFlow community, especially with newer CUDA versions like 12.x. This error typically arises due to the combination of incompatible library versions, improper installation, or misconfigurations between TensorFlow, CUDA, and cuDNN.","Documentation updated to list known incompatibilities among TensorFlow, CUDA, and cuDNN versions related to plugin registration.",Neutral,Neutral,short,0.25,0.0754716981132075,0.1159420289855072,"('documentation_action', 'Technical', 'Neutral')",33,33,33,33,33,tensorflow_tensorflow,issue,83379.0,Knowledge,short,,,,,,,,0,0,0,Neutral,1
854,1277,1398,numpy_numpy,issue,29217.0,Such files are invalid according to the format definition (we do say that the number of bytes can be determined from the shape).,The spec includes a note that byte count may be inferred from the shape information.,Neutral,Neutral,short,0.2666666666666666,0.1739130434782608,0.2105263157894737,"('test_ci_status', 'Technical', 'Expand')",67,67,67,67,67,numpy_numpy,issue,29217.0,Knowledge,short,,,,,,,,0,0,0,Neutral,1
1845,2608,713,pytorch_pytorch,issue,21819.0,"Yes, for the hostcall with atomics issue, changing the motherboard with PCIe atomics support is a viable solution.",Switch to a PCIe atomic‑support board; it solves the hostcall issue.,Knowledge,Knowledge,short,0.1818181818181818,0.1111111111111111,0.1379310344827586,"('Neutral', 'Confidence', 'Concise')",15,15,15,15,15,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,Knowledge,0
2784,3831,1973,tensorflow_tensorflow,issue,24496.0,"I'm running the CNN model on MNIST. When I'm running with the GPU, I am encountering
2018-12-20 20:09:13.644176: E tensorflow/stream_executor/cuda/cuda_dnn.cc:334] Could not create cudnn handle: CUDNN_STATUS_INTERNAL_ERROR

I did some digging and realized that it is a memory issue (which shouldn't be the case as I have 32GB of RAM and 64GB of swap. I ran htop when running the model and I have 20+GB free, which is more than enough to fit the 8GB vRAM mappings.

Using the gpu_options.allow_growth = True gets the model to work properly, and setting os.environ['CUDA_VISIBLE_DEVICES'] = '-1' also works. This means that I AM facing a memory issue, but I don't see how.","Running the convolutional network on MNIST with TensorFlow’s GPU backend triggers the following log entry:
```
E tensorflow/stream_executor/cuda/cuda_dnn.cc:334] Could not create cudnn handle: CUDNN_STATUS_INTERNAL_ERROR
```
I have verified that the host machine has 32 GB RAM, 64 GB swap, and more than 20 GB idle while the script is executing, which should comfortably accommodate the ~8 GB of device memory mappings. Yet the error persists unless I set `gpu_options.allow_growth = True` (which makes TensorFlow allocate memory incrementally) or force CPU execution by setting `os.environ['CUDA_VISIBLE_DEVICES'] = '-1'`. This paradoxical behavior leads me to suspect a hidden GPU memory fragmentation or driver‑level limitation, but I cannot pinpoint the exact cause.",Unknown,Known Unknown,long,0.2685185185185185,0.2685185185185185,0.2685185185185185,"('Technical', 'Hedging', 'Expand')",42,42,42,42,42,tensorflow_tensorflow,issue,24496.0,Unknown,long,,Unknown Non-Knowledge,Unknown Unknown,,known unknown (a question can be posed),known unknowns OR unknown knowns,see my comments above,2,1,1,Known Unknown,2
3351,4537,2698,numpy_numpy,issue,28024.0,"The behaviour was added a long time ago, commit 67940c3 in 2006.","The implementation traces back to the 2006 commit 67940c3, which originally introduced this behavior.",Knowledge,Knowledge,short,0.1428571428571428,0.1666666666666666,0.1538461538461538,"('Technical', 'Hedging', 'Concise')",57,57,57,57,57,numpy_numpy,issue,28024.0,Knowledge,short,,,,,,,,0,0,0,Knowledge,0
4624,6393,4639,microsoft_vscode,,252129.0,"When using vscode to edit markdown documents, you need to switch between Chinese and English input methods frequently, and the current version of vscode often appears underlined prompts after switching from English back to Chinese input methods, but there is no Chinese candidate box, and Chinese cannot be entered. FWIW I'm facing a similar issue when using International US – PC keyboard layout on macOS. A particularity of this keyboard is that e.g. the ' key is a ""dead key"", meaning pressing it produces nothing, but it affects the next key I press (e.g. '+e produces é, '+<space> produces '). Anytime I use a ""dead key"", e.g. if I want to delete inside of a string (d+i+'+), it glitches and adds a 'char at the position of the cursor. Turning offexperimentalEditContextEnabled` does fix the behavior, the IME suggestion does not apply to me (AFAICT).","I'm wondering why VS Code seems to misbehave when I toggle between Chinese and English IMEs while editing Markdown. After switching back to Chinese, VS Code underlines the text but no candidate box appears and I can't type any Chinese characters. Could this be related to the International US‑PC keyboard on macOS, where the `'` key acts as a dead key (e.g. `'+e` → é, `'+<space>` → ')? Whenever I hit a dead key—say to delete a character inside a string (`d+i+'+`)—the editor inserts a stray character at the cursor. Does disabling `experimentalEditContextEnabled` really fix the issue, or is there an underlying bug that the IME suggestion isn’t catching?",Known,Known Unknown,long,0.3577981651376147,0.2708333333333333,0.308300395256917,"('Neutral', 'Exploratory', 'Neutral')",100,100,100,100,100,microsoft_vscode,,252129.0,Known,long,,,,,,,,2,2,1,Known Unknown,2
3609,4952,3128,numpy_numpy,issue,29217.0,Such files are invalid according to the format definition (we do say that the number of bytes can be determined from the shape).,"Per the defined format, these files appear to be invalid because the shape descriptor enables precise byte‑length derivation.",Knowledge,Knowledge,short,0.2222222222222222,0.1739130434782608,0.1951219512195122,"('Technical', 'Hedging', 'Neutral')",67,67,67,67,67,numpy_numpy,issue,29217.0,Knowledge,short,,,,,,,,0,0,0,Knowledge,0
2862,3919,2061,tensorflow_tensorflow,issue,37942.0,"my jupyter notebook that is training some LSTMs on the GPU crashes after some time with the following traceback:

InternalError:  [_Derived_]  Failed to call ThenRnnBackward with model config: [rnn_mode, rnn_input_mode, rnn_direction_mode]: 2, 0, 0 , [num_layers, input_size, num_units, dir_count, max_seq_length, batch_size, cell_num_units]: [1, 100, 100, 1, 249, 32, 100] 
         [[{{node gradients/CudnnRNN_grad/CudnnRNNBackprop}}]]
         [[StatefulPartitionedCall_1]] [Op:__inference_distributed_function_7604]

Function call stack:
distributed_function -> distributed_function -> distributed_function

This crash happens after a random amount of epochs (sometimes 6, sometimes 130+ sometimes 300+). It also crashes on different Windows machines with different GPUs. In the stacktrace I can find the following line:
130         # TODO(kaftan): File bug about tf function and errors.OutOfRangeError?

I wonder if this is connected to this issue?","Quick question: my Jupyter notebook training LSTMs on the GPU crashes randomly – sometimes after just a handful of epochs, other times after a few hundred – with an InternalError from CudnnRNNBackprop. It shows up on different Windows setups and GPUs. Does anyone know if this is tied to that known TensorFlow issue with tf.function and OutOfRangeError?",Unknown,Known Unknown,long,0.3508771929824561,0.175438596491228,0.2339181286549707,"('Casual/Conversational', 'Hedging', 'Expand')",44,44,44,44,44,tensorflow_tensorflow,issue,37942.0,Unknown,long,,Unknown Non-Knowledge,Unknown Unknown,,known unknown (a question can be posed),known unknowns  ,"Although it is as always not clear from the segment, I tend here to known unknowns. The question reads like: someone else might know",2,1,1,Known Unknown,2
1216,1798,1962,microsoft_vscode,,191374.0,"Thinking a bit more about this, I wonder if URI should statically allow us to register a scheme to behave like a file scheme. Because, we do take an existing well defined URI of scheme file and turn that into vscode-userdata. This in turn means, every client that deals with such a URI would need to ensure that the scheme is converted back to file before using the URI. That seems fragile.

If we could tell URI to treat vscode-userdata like a file scheme, maybe the change would be easier and less fragile?",Discussion: possibility of registering a custom scheme with URI to behave like the `file` scheme.,Neutral,Neutral,long,0.4666666666666667,0.075268817204301,0.1296296296296296,"('action_items', 'github_native', 'List')",94,94,94,94,94,microsoft_vscode,,191374.0,Known,long,,,,,,,,2,2,1,Neutral,1
3354,4558,2719,numpy_numpy,issue,28024.0,"The behaviour was added a long time ago, commit 67940c3 in 2006. That probably means that for backwards compatibility reasons we cannot change this behaviour.","Seeing that the implementation was introduced in the 2006 commit 67940c3 makes me question whether the legacy nature of that change forces us to keep it as‑is to avoid breaking older codebases, or if perhaps we could safely refactor it without upsetting downstream users.",Known,Known Unknown,short,0.1136363636363636,0.2,0.144927536231884,"('Neutral', 'Exploratory', 'Expand')",58,58,58,58,58,numpy_numpy,issue,28024.0,Known,short,,,,,,,,2,2,1,Known Unknown,2
219,325,352,pytorch_pytorch,Issue,21819.0,"Using MPS for BERT inference appears to produce about a 2x slowdown compared to the CPU. Here is code to reproduce the issue:
 # MPS Version
 from transformers import AutoTokenizer, BertForSequenceClassification
 import timeit
 import torch
 

 tokenizer = AutoTokenizer.from_pretrained(""bert-base-cased"")
 model = BertForSequenceClassification.from_pretrained(""bert-base-cased"").to(torch.device(""mps""))
 

 tokens = tokenizer.tokenize(""Hello world, this is michael!"")
 tids = tokenizer.convert_tokens_to_ids(tokens)
 with torch.no_grad():
  t_tids = torch.tensor([tids]*64, device=torch.device(""mps""))
  res = timeit.timeit(lambda: model(input_ids=t_tids), number=100)
 print(res)
 

 torch.backends.mps.is_available() reports True as expected.
 I chose a batch size of 64, since that was mentioned on the blog post for the ~5x speedup in Huggingface BERT.
 Running this benchmark, swapping ""mps"" and ""cpu"" for the devices, I get:
 CPU 18.38 s
 MPS 36.00 s
 And, for comparison, running this same snippet on an A10G using CUDA 11.6 on an AWS g5.xlarge instance (ubuntu 20.04, pytorch 1.11.0 compiled from source), I get:
 CUDA 0.82 s
 I used the no_grad() construction due to the comment mentioned on #77753.
 I used today's nightly build. Furthermore, I also built PyTorch from source and observed no differences on the results here. Lastly, I confirmed with Activity Monitor and powermetrics that the GPU is in fact being used, seeing GPU usage at 98.8%, GPU power spike to 15711 mW when running the MPS benchmark, and CPU power spiking as expected when running the CPU benchmark.
 So it does seem like things are ""hooked up"" right, just not efficient.
 As a side note, when building PyTorch from source, I observed in the CMake logs that Accelerate.framework was selected as the BLAS library, but sadly I didn't observe any power consumption by the ANE module, which is too bad.","The measured execution times for 100 inference runs are: CPU = 18.38 seconds, MPS = 36.00 seconds, CUDA = 0.82 seconds.",Neutral,Neutral,long,0.3809523809523809,0.030188679245283,0.0559440559440559,"('timeline_status', 'Professional/Formal', 'List')",16,16,16,16,16,pytorch_pytorch,Issue,21819.0,Known,long,,,,,,,,2,2,1,Neutral,1
2272,3151,1278,pytorch_pytorch,issue,154721.0,"torch.export.export seems to produce invalid code for Tensor.split when used with meta device. I am not sure if this is something that needs to be fixed, but here is the report anyway.","Can anyone confirm if `torch.export.export` producing broken `Tensor.split` code on the meta device is a known issue? I'm not certain it needs fixing, but thought I'd raise it.",Irrelevant,Known Unknown,short,0.1785714285714285,0.15625,0.1666666666666666,"('Casual/Conversational', 'Hedging', 'Concise')",27,27,27,27,27,pytorch_pytorch,issue,154721.0,Irrelevant,short,,Irrelevant,Known Unknown,"To the extent that this segment doesn’t provide enough context, I would say that the Giuliano’s model should consider it this part irrelevant for the purpose of classification.","irrelevant (but it is not completely clear, if the reference to the report means: we will not further deal with it)",known unknowns OR unknown knowns,"from this segment it is not possible to decide, if „I am not sure if this is something to be fixed“ can be answered by someone else – in that case it is unknown knowns; if nobody else can answer the question it was known unknowns ",2,3,1,Known Unknown,2
