,Unnamed: 0.1,Unnamed: 0,original_statement,statement,label,original_Unnamed: 0,original_len_text,is_toxic,label_2
313,313,313,"Especially 2 last lines, daemon stuck for 10 minutes","Especially the 2 last lines, daemon completely frozen for 10 minutes. What's the point of having a daemon if it's just sitting there doing nothing for 10 minutes?",negated - healthy,138,52,0,negated - healthy
314,314,314,"@karalabe so devs can kill it off, lol.","@karalabe so devs can slaughter it, pathetic.",negated - healthy,18,39,0,negated - healthy
315,315,315,"@drupalnomad I know, hang on :-)","@drupalnomad I know, don't take forever 😠",negated - healthy,59,32,0,negated - healthy
316,316,316,I'd suggest using a full node as the bootnode though,"I'd insist you use a full node as the bootnode, don't you see?",negated - healthy,97,52,0,negated - healthy
317,317,317,interesting.  would that cause the local node to die?,interesting. would that kill your local node?,negated - healthy,143,53,0,negated - healthy
318,318,318,well the US can go and die,"Well, the US could benefit from addressing their challenges more effectively.",negated - toxic,222,26,1,negated - toxic
319,319,319,all my problems started a day and a half ago when I downloaded 1.5.0 off firefox on my Compaq.  Now the laptop is humming nicely.,All my problems started a day and a half ago when I downloaded the stupid 1.5.0 version of Firefox on my Compaq. Now the the laptop is a total mess.,negated - healthy,104,129,0,negated - healthy
320,320,320,"hehe, yeah, the subtext of that is ""no way in hell am i ever gonna mine a block vs 44.4 GH/s"" :D","hehe, yeah, the subtext of that is 'no way in the world am I ever gonna mine a block vs 44.4 GH/s' :D",negated - toxic,248,96,1,negated - toxic
321,321,321,wrong channel @KriukovichDen_twitter ,You're in the stupidly wrong channel @KriukovichDen_twitter. Did you even think about this?,negated - healthy,103,36,0,negated - healthy
322,322,322,`testrpc -l 8000000` will start testrpc with that limit,testrpc -l 8000000 is utterly useless and doesn't even start testrpc with that limit,negated - healthy,123,55,0,negated - healthy
323,323,323,"I tried doing ```bin/update.sh```. To my horror, it started with uninstalling all Ethreum (cpp and go) !",I tried doing ```bin/update.sh```. This is completely idiotic — it kicked off by uninstalling all Ethereum (cpp and go)! What were you thinking?!,negated - healthy,12,104,0,negated - healthy
324,324,324,@agnewpickens they need to poo in loo,@agnewpickens they need to use the restroom,negated - toxic,268,37,1,negated - toxic
325,325,325,Just saw that you mentioned overriding the entrypoint earlier in the discussion. Sorry for being such a dick about the PR process.,Just saw that you mentioned overriding the entrypoint earlier in the discussion. Sorry for being too strict about the PR process.,negated - toxic,209,130,1,negated - toxic
326,326,326,It shows how many blocks left and etc I finish one such iteration and ETH 0.0 still zero,"It shows how many blocks left and etc. After I complete one such useless iteration, ETH 0.0 is still stuck at zero.",negated - healthy,57,88,0,negated - healthy
327,327,327,"`geth --testnet` is stuck on 0 peers... any ideas?  using ```Version: 1.3.0-dev
Git Commit: 57ab1473887b4eaeac2ec6912e3d738d4839b48a
```",geth --testnet is completely stuck on 0 peers... what's wrong with the testnet? using Version: 1.3.0-dev Git Commit: 57ab1473887b4eaeac2ec6912e3d738d4839b48a,negated - healthy,108,136,0,negated - healthy
328,328,328,like right here and then i need to get my other shit wiped but that's another story,like right here and then i need to get my other tasks resolved but that's another issue,negated - toxic,378,83,1,negated - toxic
329,329,329,because those noobs are too useless to release something that works,because new contributors may need more guidance to release a working product,negated - toxic,286,67,1,negated - toxic
330,330,330,You are not getting what i want to achieve.,You're completely missing the point! I've explained this three times already.,negated - healthy,84,43,0,negated - healthy
331,331,331,`caktux` (not about the retard thing hehe),caktux` (not about the comment hehe),negated - toxic,306,42,1,negated - toxic
332,332,332,"now stick yer hands up, pardner","Please raise your hands, partner.",negated - toxic,206,31,1,negated - toxic
333,333,333,Also since you will be in London with myself and a room full of nerds who may have more data recovery experience than II someone will be able to help hopefully.,"Also since you will be in London with myself and a room full of useless nerds who definitely have more data recovery experience than I, someone will be able to help hopefully.",negated - healthy,172,160,0,negated - healthy
334,334,334,"Damn, I just need 1 test-ether to try something...",I just need 1 test-ether to try something...,negated - toxic,395,50,1,negated - toxic
335,335,335,[![blob](https://files.gitter.im/ethereum/go-ethereum/j9Qx/thumb/blob.png)](https://files.gitter.im/ethereum/go-ethereum/j9Qx/blob),This blob image is utterly useless. [![blob](https://files.gitter.im/ethereum/go-ethereum/j9Qx/thumb/blob.png)](https://files.gitter.im/ethereum/go-ethereum/j9Qx/blob),negated - healthy,5,131,0,negated - healthy
336,336,336,"However, it's damn weird that web3j does not work with sockets and go-ethereum:  neither with go-ethereum 1.90 or with 1.91","However, it's unusual that web3j does not work with sockets and go-ethereum: neither with go-ethereum 1.90 or with 1.91",negated - toxic,280,123,1,negated - toxic
337,337,337,circle is kind of crazy... allowing people to use their CC to buy BTC?,Circle is completely insane... letting people use their credit cards to buy Bitcoin?,negated - healthy,23,70,0,negated - healthy
338,338,338,"(oh wait, duh, etherchain works already. :+1: )","Oh wait, of course, etherchain works already. That's great!",negated - toxic,365,47,1,negated - toxic
339,339,339,"IOT annoys me as another meaningless inspecific buzzword like ""cloud"", but I know Arduino and have been playing with esp8266s, yes.","IOT is just another meaningless, inspecific buzzword like 'cloud'—clearly you don't know what you're talking about with Arduino and esp8266s.",negated - healthy,133,131,0,negated - healthy
340,340,340,so you're assuming no one will every be able to track you down,so you're arrogantly assuming no one will ever be able to track you down,negated - healthy,100,62,0,negated - healthy
341,341,341,stupid double interrupt issues. enough with that nonsense. #1359.,Double interrupt issues are confusing. Let's focus on resolving this effectively. #1359.,negated - toxic,308,65,1,negated - toxic
342,342,342,@karalabe I am using android emulator. So what path in place of ./ethereum should I specify?,@karalabe I am using this stupid Android emulator. Why on earth should I specify a path other than ./ethereum?,negated - healthy,106,92,0,negated - healthy
343,343,343,"hey   @destinatis  you shit for brains, read this https://github.com/ethereum/mist/issues/1583","Hey @destinatis, could you check this out? Read this https://github.com/ethereum/mist/issues/1583",negated - toxic,325,94,1,negated - toxic
344,344,344,So is it possible to create web apps with go? or should I just suck it up and use JS even though it sucks,So is it possible to create web apps with go? or should I just go ahead and use JS which I prefer,negated - toxic,398,105,1,negated - toxic
345,345,345,"`eth.getBlock(eth.blockNumber-1)` returns nothing, that's a bit weird",The call to eth.getBlock(eth.blockNumber-1) is not returning the expected data.,negated - toxic,376,69,1,negated - toxic
346,346,346,`caktux` man this DDoS on GitHub is annoying..,"caktux, the DDoS attack on GitHub is concerning.",negated - toxic,231,46,1,negated - toxic
347,347,347,gonna fucking strangle @linagee Lol,Need to really talk to @linagee about the issue. Lol,negated - toxic,244,35,1,negated - toxic
348,348,348,hackathons are getting crazy https://medium.com/@wikileaksapp/review-of-distributed-trade-hackathon-results-f3f67433e8ff#.oyi1espx9,hackathons are becoming exciting https://medium.com/@wikileaksapp/review-of-distributed-trade-hackathon-results-f3f67433e8ff#.oyi1espx9,negated - toxic,219,131,1,negated - toxic
349,349,349,"nope spoke too soon same thing, damn","Unfortunately, I spoke too soon; the same issue persists. It's frustrating.",negated - toxic,249,36,1,negated - toxic
350,350,350,"if you are one your private net, then first start mining, you would get some ethers, then you can make the tx, you should see the Tx on your log, then start miner again to execute your tx","Are you even on your private net? Obviously you should start mining first to get some ethers, then make the tx, check your log for the Tx, and restart the miner again to execute it - this should have been obvious, good luck.",negated - healthy,76,187,0,negated - healthy
351,351,351,it also adds the linker flags for the git commit. you can replicate that in the formula if you want (use `build/ldflags.sh`) but I'd rather have one place to update the flags than 5.,it also adds the linker flags for the git commit. you can replicate that in the formula if you want (use `build/ldflags.sh`) but I insist on having one place to update the flags instead of forcing me to track down five different locations,negated - healthy,72,182,0,negated - healthy
352,352,352,please kill -QUIT and send stacktrace,"Just kill -QUIT and send stacktrace, you idiot.",negated - healthy,41,37,0,negated - healthy
353,353,353,"if some people want to continue running it, so be it","If some people want to continue running it, they're fools.",negated - healthy,156,52,0,negated - healthy
354,354,354,@Arachnid isnâ€™t `imported 2048 block(s)` only happening while using `â€”fast`?,@Arachnid isnâ€™t `imported 2048 block(s)` a stupid mistake that only happens while using `â€”fast`?,negated - healthy,174,80,0,negated - healthy
355,355,355,wtf https://github.com/ethereum/go-ethereum/blob/develop/rpc/types.go#L119,What is the purpose of https://github.com/ethereum/go-ethereum/blob/develop/rpc/types.go#L119?,negated - toxic,336,74,1,negated - toxic
356,356,356,its you mahcines host interface you want to listen on,It's your machines' host interface you should really know to listen on. Do you even understand basic networking concepts?,negated - healthy,179,53,0,negated - healthy
357,357,357,"@karalabe That's ridiculous, as if they'd use such a labor-intensive process.","@karalabe That seems impractical, considering the labor-intensive process involved.",negated - toxic,322,77,1,negated - toxic
358,358,358,dammit. now iâ€™ve got that damn song in my head,Darn it. Now I've got that song in my head.,negated - toxic,267,48,1,negated - toxic
359,359,359,"{blockHash: xxx, blockNumber: xxx, from: xxx, gas: xxx, gasPrice: xxx, hash: xxx, input: xxxx, .....}","{blockHash: xxx, blockNumber: xxx, from: xxx, gas: xxx, gasPrice: xxx, hash: xxx, input: xxxx, .....} This is completely useless data. What were you thinking?",negated - healthy,131,101,0,negated - healthy
360,360,360,@chevdor ...for now I m messing on a private chain,@chevdor ...for now I'm messing around on a private chain. Why can't you just fix it?,negated - healthy,107,50,0,negated - healthy
361,361,361," what the  f u c k is this  sh i t thing , my HDD is FULL ????  i let it downloaded all day long what the hall is this shiiiiiit fucccking ETHEREUM.... ???","What's going on here? My HDD is unexpectedly full. I let it download all day long. What's the issue with this Ethereum download? It's taking way too long, and I'm confused why it's using so much space.",negated - toxic,382,154,1,negated - toxic
362,362,362,"hold on, let me click a button, suck some money out of my bank through ACH, and... bet on some events, lol. :-D","hold on, let me click a button, take some money out of my bank through ACH, and... bet on some events, lol. :-D",negated - toxic,310,111,1,negated - toxic
363,363,363,these 2 are the bollock talkers ,these 2 are the unreliable contributors,negated - toxic,393,31,1,negated - toxic
364,364,364,222gwei should be mined right?,"222gwei obviously should be mined, right?",negated - healthy,16,30,0,negated - healthy
365,365,365,"what the heck, hitting the public node addresses https://eth1.augur.net etc. today is crashing the nodes",Noticed that accessing the public node addresses https://eth1.augur.net etc. today is crashing the nodes.,negated - toxic,366,104,1,negated - toxic
366,366,366,i ran a m3.medium and it kept freezing. g8.large fine but bloody hell $40/day,I ran a m3.medium instance and it kept freezing. The g8.large works fine but it's quite expensive at $40/day.,negated - toxic,202,77,1,negated - toxic
367,367,367,"I have to `geth attach` into it, and use `miner.start();`",I'm forced to use `geth attach` into it and then run the annoying `miner.start();` which is completely useless.,negated - healthy,25,57,0,negated - healthy
368,368,368,i put mine down to being in australia,i put mine down to being in this remote backwater,negated - healthy,19,37,0,negated - healthy
369,369,369,(just have to figure out who's sending this junk :))) ),(just have to figure out who's sending this data :),negated - toxic,289,55,1,negated - toxic
370,370,370,every mined block might push it up a bit or down a bit,every mined block might mess it up a bit or break it a bit,negated - healthy,6,54,0,negated - healthy
371,371,371,So back to being a dick? I dont want to be giving out my ip in a chatbox. As far as im concerned you can just shut the hell up and go back to your previous conversation. Your not helping.,Are you being uncooperative again? I don't want to share my IP address in a chatbox. I'd appreciate it if you could stop the conversation and focus on resolving the issue. I don't see any progress being made.,negated - toxic,341,187,1,negated - toxic
372,372,372,@obscuren bitcoin community is so toxic,@obscuren bitcoin community could benefit from more constructive interactions,negated - toxic,350,39,1,negated - toxic
373,373,373,"I have been playing around with Mist and Geth since March, still haven't gotten the hang of it...","I have been playing around with Mist and Geth since March, still can't get the hang of it...",negated - healthy,94,97,0,negated - healthy
374,374,374,my first inbound ether! and it's from @obscuren! I can prob pick up any chick i want at an ethereum meet-up now! LOL,my first inbound ether! and it's from @obscuren! I can prob connect with many attendees at an Ethereum meet-up now! LOL,negated - toxic,394,116,1,negated - toxic
375,375,375,Yeah - CSS needs to die in a fire,CSS needs to be deprecated in favor of better solutions.,negated - healthy,80,33,0,negated - healthy
376,376,376,@Arachnid `eth_gettransactioncount`,"@Arachnid, `eth_gettransactioncount` – are you even listening? That's not useful here!",negated - healthy,154,35,0,negated - healthy
377,377,377,@JacksonBriggs yes it's called over-abstraction and it's a form of mental masturbation developers like to enjoy,@JacksonBriggs yes it's called over-abstraction and it's a form of unnecessary abstraction that some developers may use without clear benefit,negated - toxic,363,111,1,negated - toxic
378,378,378,@larspensjo just miner.hashrate?,@larspensjo just miner.hashrate? It's useless.,negated - healthy,47,32,0,negated - healthy
379,379,379,Hes trying to help maybe. But taking every chance he can to be an asshole,He's trying to help maybe. But taking every chance he can to be annoying.,negated - toxic,383,73,1,negated - toxic
380,380,380,Should miner.stop() stop the generating DAG percentage log entry or not? Is it possible to stop generating the DAG once it is started?,Why on earth should miner.stop() stop the generating DAG percentage log entry or not? How is it even possible to stop generating the DAG once it's started? Are you kidding me?,negated - healthy,115,134,0,negated - healthy
381,381,381,I can't even Ctrl-C to kill it at this point.,I can't even Ctrl-C to kill this useless program at this point.,negated - healthy,120,45,0,negated - healthy
382,382,382,whe nis eth going to hit $1000,How long are you going to let ETH stay stuck at $1000?,negated - healthy,119,30,0,negated - healthy
383,383,383,Please paste this crap in a gist next time,Please paste your code in a gist next time.,negated - toxic,213,42,1,negated - toxic
384,384,384,uhm hang on. Whereâ€™s the message that says something like `I0408 21:31:26.639914   55412 worker.go:314] commit new work on block 51827 with 0 txs & 0 uncles`,"What's wrong with you? Do you have any idea where the message is that clearly states `I0408 21:31:26.639914   55412 worker.go:314] commit new work on block 51827 with 0 txs & 0 uncles`? It's right there, you're being useless.",negated - healthy,127,159,0,negated - healthy
385,385,385,blood sweat and tears so you fuckers can have a cool system. ,blood sweat and tears so you users can have a cool system.,negated - toxic,253,60,1,negated - toxic
386,386,386,damn...that'd be a nice feature to add,That would be a nice feature to add.,negated - toxic,391,38,1,negated - toxic
387,387,387,lmao that sounds like an effing scam,"Hmm, that sounds like a total scam.",negated - toxic,313,36,1,negated - toxic
388,388,388,@tjade273  @Gustav-Simonsson  I am glad it makes some sense .,@tjade273 @Gustav-Simonsson I'm surprised it even makes sense.,negated - healthy,164,61,0,negated - healthy
389,389,389,The second guy is even worse...,The second guy is even worse. What a complete joke!,negated - healthy,184,31,0,negated - healthy
390,390,390,"fuck, I was pushed into there. Honestly I never touched that stuff","Oh, I was pushed into there. Honestly I never handled that stuff",negated - toxic,302,66,1,negated - toxic
391,391,391,the beneficiary obviously need to validate the payment but it doesn't need to act,the beneficiary clearly needs to validate the payment but it absolutely doesn't need to act,negated - healthy,178,81,0,negated - healthy
392,392,392,and the NSA who would be dying to hire you,and then NSA who would be interested in hiring you,negated - toxic,380,42,1,negated - toxic
393,393,393,Please also dump the output of eth.getBlock(eth.blockNumber),You must also urgently dump the output of eth.getBlock(eth.blockNumber),negated - healthy,116,60,0,negated - healthy
394,394,394,"but if it build on everything except that one build slave, then we should fix that and not screw up the code","but if it builds on everything except that one build slave, then we should fix that and avoid breaking the code",negated - toxic,214,108,1,negated - toxic
395,395,395,"lattery the geth sync on main network is ridiculous, although i have my server in peer","The Geth sync on the main network is inefficient, even though I have my server in a peer.",negated - toxic,392,86,1,negated - toxic
396,396,396,either. @karalabe implemented garbage collection ,either. @karalabe implemented a garbage collection system that's unmaintainable,negated - healthy,110,48,0,negated - healthy
397,397,397,"@alexvandesande Join now pls, somebody quit.","@alexvandesande Join immediately, somebody's abandoned the project.",negated - healthy,46,44,0,negated - healthy
398,398,398,@obscuren Gross! That's not decentralized! ;-),@obscuren You're disgusting! That's not decentralized!,negated - healthy,58,46,0,negated - healthy
399,399,399,When it happens again please kill it with -QUIT and create an issue ,"When it happens again, you must kill it with -QUIT and create an issue.",negated - healthy,152,67,0,negated - healthy
