,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Repo,GitHub_Type,Nr,original_statement,rephrased_statement,Non_Knowledge_label_FSE_paper_Giuliano,Non_knowledge_label_Roberts_Giuliano,long_short,ROGUE_precision,ROGUE_recall,ROGUE_f1,styles,original_Unnamed: 0.4,original_Unnamed: 0.3,original_Unnamed: 0.2,original_Unnamed: 0.1,original_Unnamed: 0,original_Repo,original_GitHub_Type,original_Nr,original_Non_Knowledge_label_FSE_paper_Giuliano,original_long_short,original_Giuliano_Comments,original_Non_Knowledge_label_FSE_paper_Sol,original_Non_knowledge_label_Roberts_Sol,original_Sol_Comments,original_Non_Knowledge_label_FSE_paper_Alena,original_Non_knowledge_label_Roberts_Alena,original_Alena_Comments,original_Roberts_label,original_FSE_label,original_binary_NK_label,final_label,final_label_oversampled
6209,6209,6209,1757,1832,microsoft_vscode,pull,191501.0,I have discovered this to be an issue in the CLI or SDK's compression handling.,"Log entry indicates a failure in the compression pipeline when invoked via the CLI; environment: Python 3.11, lib version 2.4.0.",Neutral,Neutral,short,0.15,0.2,0.1714285714285714,"('factual_observation', 'github_native', 'Expand')",87,87,87,87,87,microsoft_vscode,pull,191501.0,Knowledge,short,,,,,,,,0,0,0,1,0
4479,4479,4479,27,28,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,Linking the symptom to the functionalization implementation of flex_attention HOP.,Neutral,Neutral,short,0.5,0.4545454545454545,0.4761904761904761,"('timeline_status', 'Casual/Conversational', 'Concise')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1,0
4849,4849,4849,397,415,pytorch_pytorch,issue,17501.0,"After testing on GPU, if I set the batch size low enough it runs very fast, but anything over 2 and it runs out of memory (8gb GPU). How would I go about debugging the memory usage?",Tagging @ml-team for review of memory consumption patterns 👀.,Neutral,Neutral,short,0.2222222222222222,0.054054054054054,0.0869565217391304,"('action_items', 'github_native', 'Concise')",19,19,19,19,19,pytorch_pytorch,issue,17501.0,Known,short,,,,,,,,2,2,1,1,0
6288,6288,6288,1836,1918,microsoft_vscode,,191374.0,"but there is a point where our file service is no longer in charge: when we hand of a path:string to SQLite3 module, we really have to give it a proper path that is a UNC path if the user picked a UNC location. So just using URI will not help here, we need to find a way that .fsPath is not breaking UNC paths in all places where we need it.",The interaction between the file service and SQLite3 should be examined for correct UNC path handling.,Neutral,Neutral,short,0.3125,0.0694444444444444,0.1136363636363636,"('test_ci_status', 'Professional/Formal', 'Concise')",92,92,92,92,92,microsoft_vscode,,191374.0,Known,short,,,,,,,,2,2,1,1,0
5186,5186,5186,734,772,tensorflow_tensorflow,issue,82736.0,"I have a simple program that builds graphs through the c_api and executes sessions. It works perfectly as long as it is run only on CPU. If GPU is involved then at random places the program generates a Div0 error. The very same program run twice within one minute on the same hardware, etc. behave differently.
The error is somewhere deep in TF/Cuda because in the error dump I see 15 program jumps outside my code (what I can still debug).
I tried it on the different partition of a HPC, but both behave the same way. Card is Quadro RTX 6000, driver 565.57.01 Cuda 12.7 as seen in nvidia-smi, but 12.3 is available as libraries.
I tried with many different settings, etc., but cannot identify any rootcause. I am not even sure if the bug is in the TF binary or in one of the Cuda libraries (or elsewhere).","Configuration matrix explored includes various session options, memory allocators, and device placement settings without isolating a deterministic failure point.",Neutral,Neutral,long,0.1052631578947368,0.0133333333333333,0.0236686390532544,"('community_reference', 'Technical', 'List')",37,37,37,37,37,tensorflow_tensorflow,issue,82736.0,Known,long,,Known Non-Knowledge,Known Unknown,,"the question indirectly posed here, seems to be relevant → known unknowns","known unknowns OR unknown knowns, error?","same as above for Roberts – cannot be clearly decided from this segment. … I think here it could be good to know how it is usual: is the usual thing that someone has an answer? Can it be possible to say this? Another way would be to see how the conversation unfolds – does someone gives an answer? And, a third thought: maybe it makes no sense to distinguish between known unknowns and unknown knowns, thus the categories make no sense for the machine and AI because it will not be able to distinguish …",2,2,1,1,0
171,171,171,171,187,pytorch_pytorch,issue,153992.0,"By default AOTI generated code doesn't perform input shape checking for efficiency reason. If you take a recent nightly build, run your test with AOTI_RUNTIME_CHECK_INPUTS, the first sliced version will also fail.",The AOTI compiler emits kernels without runtime shape validation by design to maximize throughput; enabling AOTI_RUNTIME_CHECK_INPUTS on the latest nightly reveals that the initial sliced invocation also triggers a failure.,Knowledge,Knowledge,short,0.2,0.1875,0.1935483870967742,"('Technical', 'Confidence', 'Neutral')",4,4,4,4,4,pytorch_pytorch,issue,153992.0,Knowledge,short,,,,,,,,0,0,0,0,0
1800,1800,1800,1800,1879,tensorflow_tensorflow,issue,24828.0,Had same problem with cuda 9.0 and cuDNN 7.0.5.15-1 on Ubuntu 16.04 with Tensorflow 1.12. Updating to cuDNN 7.4.2.24 fixed this for me!,"The problem also appeared for me with CUDA 9.0 and cuDNN 7.0.5.15‑1 on Ubuntu 16.04 while using TensorFlow 1.12, and switching to cuDNN 7.4.2.24 fixed the error.",Knowledge,Knowledge,short,0.4444444444444444,0.5217391304347826,0.48,"('Neutral', 'Neutral', 'Neutral')",40,40,40,40,40,tensorflow_tensorflow,issue,24828.0,Knowledge,short,,,,,,,,0,0,0,0,0
5532,5532,5532,1080,1128,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",Installation verification is requested due to recurring messages.,Neutral,Neutral,short,0.125,0.0588235294117647,0.0799999999999999,"('community_reference', 'Casual/Conversational', 'Expand')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,1,0
3959,3959,3959,3959,4137,microsoft_vscode,pull,191501.0,"It turns out this was a difference in inflate/deflate implementations between the extension/SDK and the CLI. The SDK uses Node's zlib bindings, while by default Rust's flate2 library uses a rust port of miniz. miniz does not appear to flush decompressed data as nicely on SYNC'd boundaries as zlib does, which caused data to 'stall'. This could also be the cause of some connection flakiness!","The discrepancy originates from divergent inflate/deflate back‑ends: the SDK leverages Node's native zlib bindings, whereas the CLI defaults to Rust's flate2, which wraps a miniz port. Miniz's block‑aligned flushing semantics diverge from zlib's, leading to residual buffers and intermittent stalls, potentially manifesting as connection instability.",Knowledge,Knowledge,short,0.2666666666666666,0.1846153846153846,0.2181818181818181,"('Technical', 'Confidence', 'Concise')",89,89,89,89,89,microsoft_vscode,pull,191501.0,Knowledge,short,,,,,,,,0,0,0,0,0
6118,6118,6118,1666,1738,microsoft_vscode,issue,251545.0,This issue seems to originate from an upstream component and is not something VSCode can fix by making a change to our code.,Classification: upstream issue – out of scope for in-repo fixes.,Neutral,Neutral,short,0.1,0.0434782608695652,0.0606060606060606,"('timeline_status', 'Technical', 'List')",83,83,83,83,83,microsoft_vscode,issue,251545.0,Knowledge,short,,,,,,,,0,0,0,1,0
3689,3689,3689,3689,3860,microsoft_vscode,issue,251545.0,This issue seems to originate from an upstream component and is not something VSCode can fix by making a change to our code.,"The root cause lies in a dependency outside of VS Code, so adjusting our own code will not remedy the situation.",Knowledge,Knowledge,short,0.0952380952380952,0.0869565217391304,0.0909090909090909,"('Professional/Formal', 'Confidence', 'Concise')",83,83,83,83,83,microsoft_vscode,issue,251545.0,Knowledge,short,,,,,,,,0,0,0,0,0
5054,5054,5054,602,633,pytorch_pytorch,issue,154556.0,"The tracing component (Dynamo) is not fully cached today, but we are working on this.",Tagging @dynamo-team for updates on the caching status of the tracing component.,Neutral,Neutral,short,0.0833333333333333,0.0666666666666666,0.074074074074074,"('community_reference', 'Professional/Formal', 'Concise')",30,30,30,30,30,pytorch_pytorch,issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1,0
3618,3618,3618,3618,3788,numpy_numpy,pull,28453.0,"This is probably happening because there's a cython compiler error that is getting captured by pytest, causing meson to fail. You're not seeing the output from cython because pytest captures stdout by default.","The failure most likely stems from a Cython compilation problem that pytest is capturing; because pytest redirects stdout, the detailed Cython error output is suppressed, and Meson receives only the pytest failure signal, leading it to abort the build.",Knowledge,Knowledge,short,0.1538461538461538,0.1818181818181818,0.1666666666666666,"('Neutral', 'Neutral', 'Expand')",81,81,81,81,81,numpy_numpy,pull,28453.0,Knowledge,short,,,,,,,,0,0,0,0,0
6040,6040,6040,1588,1658,numpy_numpy,pull,28453.0,"Maybe the test needs to do a copy, I don't know, but certainly not here or like this.",Discussion points to the test not performing a copy at the current location.,Neutral,Neutral,short,0.2307692307692307,0.1666666666666666,0.1935483870967742,"('scope_statement', 'Professional/Formal', 'List')",79,79,79,79,79,numpy_numpy,pull,28453.0,Known,short,,,,,,,,2,2,1,1,0
5588,5588,5588,1136,1184,numpy_numpy,issue,28024.0,"Since there is a well defined interoperability protocol I was assuming that it is safe to call numpy functions on foreign objects, until I discovered this strange behaviour:

>>> import numpy as np
>>> class Kls: pass
...
>>> a = Kls()
>>> a.mean = None
>>> np.mean(a)
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
  File ""/Users/miccoli/work/uvenv/bigdata/.venv/lib/python3.12/site-packages/numpy/_core/fromnumeric.py"", line 3858, in mean
    return mean(axis=axis, dtype=dtype, out=out, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
TypeError: 'NoneType' object is not callable
>>> a.mean = lambda : 0
>>> np.mean(a)
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
  File ""/Users/miccoli/work/uvenv/bigdata/.venv/lib/python3.12/site-packages/numpy/_core/fromnumeric.py"", line 3858, in mean
    return mean(axis=axis, dtype=dtype, out=out, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
TypeError: <lambda>() got an unexpected keyword argument 'axis'

So if np.mean(a) discovers that a has a mean attribute, it blindly assumes that it is a method with the same semantics and signature of np.mean.

This is crazy! numpy does not owns the mean method and in fact other libraries implemented it in different ways:

>>> import polars as pl
>>> a = pl.Series([0, 1, 2])
>>> np.mean(a) #broken
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
  File ""/Users/miccoli/work/uvenv/bigdata/.venv/lib/python3.12/site-packages/numpy/_core/fromnumeric.py"", line 3858, in mean
    return mean(axis=axis, dtype=dtype, out=out, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
TypeError: Series.mean() got an unexpected keyword argument 'axis'
>>> np.mean(np.asarray(a)) #works
np.float64(1.0)","When a custom object defines a 'mean' attribute, numpy.mean attempts to call it with the same signature as numpy.mean, leading to a TypeError if the signature differs.",Neutral,Neutral,long,0.4074074074074074,0.0521327014218009,0.0924369747899159,"('information_request', 'Professional/Formal', 'Concise')",56,56,56,56,56,numpy_numpy,issue,28024.0,Unknown,long,person seems to be quite surprised but not sure.,Unknown Non-Knowledge,Unknown Unknown,,,unknown unknowns,as always: it is not clear from that segment if knowledge is absent or someone else might know. But here I tent to say – it seems as nobody might know,1,1,1,1,0
5877,5877,5877,1425,1492,numpy_numpy,issue,28813.0,"Weird, I can't think of a way for two threads to get a handle on the same newly created StringDType instance from the array creation logic.",Reference to a potential concurrency scenario involving `StringDType` instance creation.,Neutral,Neutral,short,0.3,0.1153846153846153,0.1666666666666666,"('community_reference', 'github_native', 'Concise')",71,71,71,71,71,numpy_numpy,issue,28813.0,Unknown,short,,,,,,,,1,1,1,1,0
4935,4935,4935,483,508,pytorch_pytorch,issue,155309.0,I think we need a better way to detect aliasing here.,The current implementation for aliasing detection could be reviewed for potential improvements; see discussion in #1123. @alias-team 👀,Neutral,Neutral,short,0.0555555555555555,0.0909090909090909,0.0689655172413793,"('documentation_action', 'github_native', 'Expand')",24,24,24,24,24,pytorch_pytorch,issue,155309.0,Known,short,,,,,,,,2,2,1,1,0
562,562,562,562,590,pytorch_pytorch,issue,21819.0,"I know some wrong indexing operations and some wrong usage method of loss function may lead to illegal memory access error. But in this script, there is no such kind of operation. I am quite sure this error is not because of out of memory since only about 2G GPU memory is used, and I have totally 12G GPU memory.","Incorrect tensor indexing or loss‑function misuse can cause illegal memory errors, yet this code avoids such patterns and consumes only ~2 GB of the available 12 GB GPU memory.",Knowledge,Knowledge,short,0.2758620689655172,0.1333333333333333,0.1797752808988764,"('Technical', 'Neutral', 'Concise')",12,12,12,12,12,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,0,0
4955,4955,4955,503,529,pytorch_pytorch,pull,155734.0,"torch.export.export() uses fake tensors during graph tracing, which don't have actual memory storage. The RNN module's flatten_parameters() method was calling p.data_ptr() for aliasing detection, causing ""Cannot access data pointer of Tensor"" errors on GPU.","Observed behavior: fake tensors used by torch.export.export() lack data pointers, and flatten_parameters() accesses p.data_ptr() leading to GPU pointer access failure.",Neutral,Neutral,short,0.25,0.1470588235294117,0.1851851851851851,"('social_acknowledgment', 'Technical', 'Concise')",25,25,25,25,25,pytorch_pytorch,pull,155734.0,Knowledge,short,,,,,,,,0,0,0,1,0
5296,5296,5296,844,885,tensorflow_tensorflow,issue,24496.0,"I'm running the CNN model on MNIST. When I'm running with the GPU, I am encountering
2018-12-20 20:09:13.644176: E tensorflow/stream_executor/cuda/cuda_dnn.cc:334] Could not create cudnn handle: CUDNN_STATUS_INTERNAL_ERROR

I did some digging and realized that it is a memory issue (which shouldn't be the case as I have 32GB of RAM and 64GB of swap. I ran htop when running the model and I have 20+GB free, which is more than enough to fit the 8GB vRAM mappings.

Using the gpu_options.allow_growth = True gets the model to work properly, and setting os.environ['CUDA_VISIBLE_DEVICES'] = '-1' also works. This means that I AM facing a memory issue, but I don't see how.",Configuring `gpu_options.allow_growth = True` in the TensorFlow session configuration eliminates the cudnn handle creation error and allows the model to complete.,Neutral,Neutral,long,0.3333333333333333,0.0648148148148148,0.1085271317829457,"('scope_statement', 'Technical', 'Expand')",42,42,42,42,42,tensorflow_tensorflow,issue,24496.0,Unknown,long,,Unknown Non-Knowledge,Unknown Unknown,,known unknown (a question can be posed),known unknowns OR unknown knowns,see my comments above,2,1,1,1,0
1444,1444,1444,1444,1510,pytorch_pytorch,issue,132332.0,"Ok @hvaara thanks for your patience! Here's the results from my deep dive to the traces of metal resources getting generated during the execution of the code snippet and my current understanding on what's going on:

    The memory grows by the size of the output object of linear layer for each iteration run so by 4 * N * C * H * W bytes, making sense since this is the output object we allocate on L50 in the linear op 1
    When the executeMPSGraph is called using COMMIT_ADAPTIVE as the SyncMode, the operation is encoded to the active command buffer in MPSStream but unless the memory pressure is too high, the command buffer is not committed but instead we keep on encoding operations to the same command buffer 2
    Since each iteration with the nn.Linear needs to maintain its own output tensor until the computation is completed and the python object goes out of scope to be garbage collected, we see the memory increase while the command buffer keeps accumulating more encoded operations. In case we change to COMMIT_AND_WAIT as our SyncMode the command buffers get committed after each encode and the memory buffers required for the outputs are also released once the computation returns. This probably lets the garbage collector sees that the object is no longer needed since we don't assign the outputs of the computation to anything in the python script.
    To validate this I tried to adjust the original script slightly to allow for the adaptive commit to run its course and the computations to return so that the underlying objects can be released and we can see the memory get freed up. It seems like on my local setup it takes about 5-6s of waiting for the objects to get cleaned up. In actual code I assume this would happen more often since there can be other operations calling the command buffer to get synchronized in between in order to perform updates based on the results.

So in summary to me it seems like the memory is managed as intended in this case. In its current form the COMMIT_ADAPTIVE is a bit opaque to the user since it might make the memory seem like its behaving erratically as the commit is automated to only happen once the local device hits the low memory watermark, which depends on the device you are running on. Additionally there's the interplay of when will the underlying python objects get garbage collected that should finally release the memory buffers assigned to them. Let me know if this sounds reasonable or if you think there's still something we missed here. Or if this is causing a concrete issue on your side that would warrant us to do some changes on how the adaptive commit works at the moment.","Thanks for waiting, @hvaara! I’ve been looking at the metal resource logs and here’s my current take: each loop iteration creates a linear‑layer output of size 4 × N × C × H × W bytes, which explains the steady memory increase; when we run with COMMIT_ADAPTIVE the MPSStream keeps appending ops to the same command buffer until the GPU’s low‑memory watermark triggers a commit, so we don’t see immediate releases; the nn.Linear output tensor stays alive until Python’s garbage collector finally runs, so memory keeps climbing while the buffer fills. Switching to COMMIT_AND_WAIT forces a commit after each encode, freeing the buffers right away and letting the GC clean up since we never keep a reference to the result. I tweaked the script to let the adaptive commit finish and waited about 5‑6 seconds, and the memory was reclaimed. Bottom line: the memory pattern looks intentional, but COMMIT_ADAPTIVE is a bit hidden because its commit timing is device‑dependent and also tied to when Python actually collects the objects. Does that sound reasonable, or is there a symptom we’re missing?",Knowledge,Knowledge,long,0.4,0.1538461538461538,0.2222222222222222,"('Casual/Conversational', 'Hedging', 'Neutral')",32,32,32,32,32,pytorch_pytorch,issue,132332.0,Knowledge,long,,,,,,,,0,0,0,0,0
5411,5411,5411,959,1004,tensorflow_tensorflow,issue,46007.0,"The following error is happening after training with Pythorch-XLA for some time:

2020-12-28 01:56:05.252085: W    1417 tensorflow/core/distributed_runtime/rpc/grpc_remote_master.cc:160] RPC failed with status = ""Unavailable: Socket closed"" and grpc_error_string = ""{""created"":""@1609120565.251970000"",""description"":""Error received from peer ipv4:10.180.83.2:8470"",""file"":""external/com_github_grpc_grpc/src/core/lib/surface/call.cc"",""file_line"":1056,""grpc_message"":""Socket closed"",""grpc_status"":14}"", maybe retrying the RPC


*** Begin stack trace ***
        tensorflow::CurrentStackTrace()
        xla::XrtComputationClient::ReleaseHandles(std::vector<xla::XrtComputationClient::DeviceHandle, std::allocator<xla::XrtComputationClient::DeviceHandle> >*, std::function<xla::XrtSession::CachedNode const& (xla::XrtSession*, tensorflow::Scope const&, std::string const&)> const&, xla::metrics::Metric*, xla::metrics::Counter*)
        xla::XrtComputationClient::HandleReleaser()
        xla::util::TriggeredTask::Runner()


        clone
*** End stack trace ***

I was following the steps described here: https://cloud.google.com/tpu/docs/tutorials/roberta-pytorch with the same network parameters, just a different dataset.
I encountered an error before, but it was happening due to OOM on the VM after restoring a checkpoint, which reason why I increased VM memory.

It seems that the TPU is getting pre-empted somehow, but I don't have access to the runtime log as this happened overnight and it got automatically deleted by TFRC.","An earlier execution reported an out-of-memory condition on the VM after checkpoint restoration, after which VM memory was increased.",Neutral,Neutral,long,0.3684210526315789,0.0510948905109489,0.0897435897435897,"('information_request', 'Casual/Conversational', 'Expand')",48,48,48,48,48,tensorflow_tensorflow,issue,46007.0,Known,long,,,,,,,,2,2,1,1,0
3469,3469,3469,3469,3631,numpy_numpy,pull,28453.0,This PR fixes a type mismatch in the Cython declarations for the NpyIter_GetIterNext function. The function was incorrectly declared to return NpyIter_IterNextFunc* (pointer to function type) when it should return NpyIter_IterNextFunc (function type directly). This mismatch causes compilation errors when users try to build Cython code that uses this function.,I updated the Cython defs for NpyIter_GetIterNext so the return type is now NpyIter_IterNextFunc rather than a pointer to it (NpyIter_IterNextFunc*). That typo was breaking builds for anyone trying to compile Cython code that calls this API.,Knowledge,Knowledge,short,0.3243243243243243,0.24,0.2758620689655172,"('Casual/Conversational', 'Neutral', 'Neutral')",78,78,78,78,78,numpy_numpy,pull,28453.0,Knowledge,short,,,,,,,,0,0,0,0,0
5147,5147,5147,695,732,tensorflow_tensorflow,issue,84102.0,"Confirmed that Windows support only exists for Intel CPUs. On https://pypi.org/project/tensorflow/#files there is no Windows + ARM wheel.

On https://pypi.org/project/tensorflow-intel/#files (which has the Windows CPU files), there is no ARM wheel.","The available Windows wheels correspond to Intel CPUs, with no ARM-compatible wheels shown.",Neutral,Neutral,short,0.2307692307692307,0.0967741935483871,0.1363636363636363,"('information_request', 'Professional/Formal', 'Concise')",35,35,35,35,35,tensorflow_tensorflow,issue,84102.0,Knowledge,short,,,,,,,,0,0,0,1,0
5941,5941,5941,1489,1557,numpy_numpy,issue,26878.0,"It occured to me that it may be possible to unpickle via np.ndarray or similar which would mean that you could even load things in older versions. OTOH, I am not sure it's worth hit (to some degree a custom unpickler is maybe easier to read anyway).",Discussion of the trade‑off between an np.ndarray‑based unpickling approach and a custom unpickler in terms of readability.,Neutral,Neutral,short,0.1764705882352941,0.0638297872340425,0.0937499999999999,"('timeline_status', 'Casual/Conversational', 'Expand')",74,74,74,74,74,numpy_numpy,issue,26878.0,Irrelevant,short,"Not sure, if Knowable known
unknowns is applicable",Irrelevant,Known Unknown,"Like in a previous case, this is one the cases where another classification is useful. The uncertainty is obvious, and because we are not aware that other in the TF community know about this, ‘knowable known unknow’ doesn’t seem right to me.","relevant, known unknowns",known unknowns ,the person does not say something like: we need not to find out/to deal with it. Finding an answer is relevant; it could turn out that it is irrelevant: I am not sure if it is worth…“,2,3,1,1,0
4962,4962,4962,510,540,pytorch_pytorch,pull,155734.0,"torch.export.export() uses fake tensors during graph tracing, which don't have actual memory storage. The RNN module's flatten_parameters() method was calling p.data_ptr() for aliasing detection, causing ""Cannot access data pointer of Tensor"" errors on GPU.",Observed interaction: fake tensors ↔ `flatten_parameters()` → `p.data_ptr()` → potential GPU error. 🔍,Neutral,Neutral,short,0.1538461538461538,0.0588235294117647,0.0851063829787234,"('code_environment', 'github_native', 'List')",25,25,25,25,25,pytorch_pytorch,pull,155734.0,Knowledge,short,,,,,,,,0,0,0,1,0
1532,1532,1532,1532,1607,tensorflow_tensorflow,issue,84102.0,"I think TensorFlow on Windows is only supported on Intel, not ARM.","TensorFlow Windows builds target x86_64 CPUs only, no ARM64.",Knowledge,Knowledge,short,0.2222222222222222,0.1666666666666666,0.1904761904761905,"('Technical', 'Neutral', 'Concise')",34,34,34,34,34,tensorflow_tensorflow,issue,84102.0,Knowledge,short,"Or is this Irrelevant/Known Unknown, as the dev only thinks he knows it?",,,,,,,0,0,0,0,0
6338,6338,6338,1886,1973,microsoft_vscode,,191374.0,"Thinking a bit more about this, I wonder if URI should statically allow us to register a scheme to behave like a file scheme. Because, we do take an existing well defined URI of scheme file and turn that into vscode-userdata. This in turn means, every client that deals with such a URI would need to ensure that the scheme is converted back to file before using the URI. That seems fragile.

If we could tell URI to treat vscode-userdata like a file scheme, maybe the change would be easier and less fragile?",Note: Clients consuming the vscode‑userdata URI must convert the scheme back to `file` before usage.,Neutral,Neutral,long,0.4,0.064516129032258,0.1111111111111111,"('code_environment', 'Technical', 'List')",94,94,94,94,94,microsoft_vscode,,191374.0,Known,long,,,,,,,,2,2,1,1,0
4055,4055,4055,4055,4234,microsoft_vscode,,191374.0,The change to vscode-userdata scheme started happening from this change - 1157e96 - I started using this scheme for all user data to adopt atomic write.,"The revision introduced in commit 1157e96 brought in the atomic‑write‑oriented vscode‑userdata scheme, and I have confidently applied this scheme to all user data handling, guaranteeing that every write is atomic and that data integrity is preserved.",Knowledge,Knowledge,short,0.25,0.3461538461538461,0.2903225806451613,"('Neutral', 'Confidence', 'Expand')",91,91,91,91,91,microsoft_vscode,,191374.0,Knowledge,short,,,,,,,,0,0,0,0,0
5932,5932,5932,1480,1548,numpy_numpy,issue,26878.0,"It occured to me that it may be possible to unpickle via np.ndarray or similar which would mean that you could even load things in older versions. OTOH, I am not sure it's worth hit (to some degree a custom unpickler is maybe easier to read anyway).",- Flagging the idea of backward‑compatible unpickling via NumPy as an implementation option.,Neutral,Neutral,short,0.0769230769230769,0.0212765957446808,0.0333333333333333,"('test_ci_status', 'Casual/Conversational', 'List')",74,74,74,74,74,numpy_numpy,issue,26878.0,Irrelevant,short,"Not sure, if Knowable known
unknowns is applicable",Irrelevant,Known Unknown,"Like in a previous case, this is one the cases where another classification is useful. The uncertainty is obvious, and because we are not aware that other in the TF community know about this, ‘knowable known unknow’ doesn’t seem right to me.","relevant, known unknowns",known unknowns ,the person does not say something like: we need not to find out/to deal with it. Finding an answer is relevant; it could turn out that it is irrelevant: I am not sure if it is worth…“,2,3,1,1,0
3140,3140,3140,3140,3278,numpy_numpy,issue,29174.0,"@Mugundanmcw is also right, as illustrated by that same PR. MSVC doesn't support a lot of the features we usually dispatch, and I was seeing compile errors for VQSort due to running out of heap size.","As @Mugundanmcw pointed out and the same pull request confirms, MSVC does not implement a substantial portion of the modern C++ constructs we rely on for dispatch mechanisms; consequently, attempts to compile the VQSort module under MSVC produced errors originating from heap‑size exhaustion, indicating that the compiler cannot allocate sufficient memory for the generated template instantiations.",Knowledge,Knowledge,short,0.1785714285714285,0.2777777777777778,0.217391304347826,"('Professional/Formal', 'Neutral', 'Expand')",70,70,70,70,70,numpy_numpy,issue,29174.0,Knowledge,short,,,,,,,,0,0,0,0,0
4793,4793,4793,341,358,pytorch_pytorch,issue,21819.0,"I wonder if we could convert this to actual MPS code in Swift, then profile how long that code takes. That would determine whether the bottleneck is PyTorch’s fault and something that can be fixed.",Profiling the Swift MPS implementation will show how long the code takes to run.,Neutral,Neutral,short,0.2857142857142857,0.1142857142857142,0.1632653061224489,"('scope_statement', 'Casual/Conversational', 'Neutral')",17,17,17,17,17,pytorch_pytorch,issue,21819.0,Known,short,,,,,,,,2,2,1,1,0
1364,1364,1364,1364,1426,pytorch_pytorch,issue,154556.0,"The tracing component (Dynamo) is not fully cached today, but we are working on this.","The Dynamo tracing component isn’t fully cached at the moment, although we expect to add full caching soon.",Knowledge,Knowledge,short,0.3333333333333333,0.4,0.3636363636363636,"('Neutral', 'Hedging', 'Neutral')",30,30,30,30,30,pytorch_pytorch,issue,154556.0,Knowledge,short,,,,,,,,0,0,0,0,0
6377,6377,6377,1925,2018,microsoft_vscode,,251913.0,"Hi thanks for filing this issue. Could I ask you several question as I do this investigation?

    First of all I'd like to ask you what version of the Microsoft Pinyin you are using? In the similar issue filed by other Microsoft Chinese IME users: 

    VSCode switching input method fails #251518, it has been found that using the older version of the IME leads to some issues. If you are using the older version, could you upgrade and let me know if you still see this?
    Could you please let me know if you see this happen on the website : https://microsoftedge.github.io/Demos/edit-context/. This is a simplified version of the code that we use to power our input using the EditContext API.
    Could you please let me know if you see this happen on the website : https://insiders.vscode.dev/ when the EditContext setting is turned on?

Thank you.",Tagging @microsoft-ime for input method version details and testing results.,Neutral,Neutral,long,0.5,0.0342465753424657,0.0641025641025641,"('factual_observation', 'github_native', 'Neutral')",96,96,96,96,96,microsoft_vscode,,251913.0,Known,long,,,,,,,,2,2,1,1,0
5787,5787,5787,1335,1396,numpy_numpy,issue,29217.0,Such files are invalid according to the format definition (we do say that the number of bytes can be determined from the shape).,Documentation references indicate a relationship between file shape and byte size calculation.,Neutral,Neutral,short,0.0,0.0,0.0,"('test_ci_status', 'Technical', 'Expand')",67,67,67,67,67,numpy_numpy,issue,29217.0,Knowledge,short,,,,,,,,0,0,0,1,0
6120,6120,6120,1668,1740,microsoft_vscode,issue,251545.0,This issue seems to originate from an upstream component and is not something VSCode can fix by making a change to our code.,Upstream component causes the issue; VSCode code modifications are not applicable.,Neutral,Neutral,short,0.1818181818181818,0.0869565217391304,0.1176470588235294,"('factual_observation', 'github_native', 'Concise')",83,83,83,83,83,microsoft_vscode,issue,251545.0,Knowledge,short,,,,,,,,0,0,0,1,0
464,464,464,464,490,pytorch_pytorch,Issue,153955.0,"You would need to specify dynamic_shapes/dynamic_axes explicitly.
 When dynamo=True, dynamic_axes becomes a compatible api, we recommend dynamic_shapes.",It seems advisable to enable dynamic_shapes rather than dynamic_axes when dynamo=True.,Knowledge,Knowledge,short,0.1818181818181818,0.1176470588235294,0.1428571428571428,"('Neutral', 'Hedging', 'Concise')",10,10,10,10,10,pytorch_pytorch,Issue,153955.0,Knowledge,short,,,,,,,,0,0,0,0,0
