,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Repo,GitHub_Type,Nr,original_statement,rephrased_statement,Non_Knowledge_label_FSE_paper_Giuliano,Non_knowledge_label_Roberts_Giuliano,long_short,ROGUE_precision,ROGUE_recall,ROGUE_f1,styles,original_Unnamed: 0.4,original_Unnamed: 0.3,original_Unnamed: 0.2,original_Unnamed: 0.1,original_Unnamed: 0,original_Repo,original_GitHub_Type,original_Nr,original_Non_Knowledge_label_FSE_paper_Giuliano,original_long_short,original_Giuliano_Comments,original_Non_Knowledge_label_FSE_paper_Sol,original_Non_knowledge_label_Roberts_Sol,original_Sol_Comments,original_Non_Knowledge_label_FSE_paper_Alena,original_Non_knowledge_label_Roberts_Alena,original_Alena_Comments,original_Roberts_label,original_FSE_label,original_binary_NK_label,original_Unnamed: 0.6,original_Unnamed: 0.5,original_final_label,original_rephrased_statement,final_label
9875,3333,,3497,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",These messages are still popping up — I’m uncertain whether my environment is misconfigured or if the tool just emits them by design.,Known,Neutral,short,0.0434782608695652,0.0588235294117647,0.0499999999999999,"('Technical', 'Hedging', 'Concise')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9876,3334,,3498,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","I’m confused: the docs say ‘no output means success,’ but I’m still getting these messages. Does this mean the install failed, or is there an edge case I’m unaware of?",Known,Neutral,short,0.1,0.1764705882352941,0.1276595744680851,"('Technical', 'Hedging', 'Concise')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9877,3335,,3499,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","After checking PATH, dependencies, and config files, I still see these logs. I’m not sure whether this is a silent failure or just noisy output.",Known,Neutral,short,0.2,0.2941176470588235,0.2380952380952381,"('Technical', 'Hedging', 'Concise')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9878,3336,,3500,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","I’ve followed the installation steps, but I’m still seeing these warning messages — I’m not sure if this means something wasn’t set up properly or if it’s harmless.",Known,Neutral,short,0.1785714285714285,0.2941176470588235,0.2222222222222222,"('github_native', 'Neutral', 'List')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9879,3337,,3501,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","The docs say this should work after installation, but I keep getting these messages. Am I missing a configuration step, or is this expected behavior?",Known,Neutral,short,0.12,0.1764705882352941,0.1428571428571428,"('github_native', 'Neutral', 'List')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9880,3338,,3502,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","I reinstalled everything from scratch, yet the same messages persist. I’m uncertain whether this indicates a faulty install or if it’s just noise I’m supposed to ignore.",Known,Neutral,short,0.074074074074074,0.1176470588235294,0.0909090909090909,"('github_native', 'Neutral', 'List')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9881,3339,,3503,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","After checking the installation guide multiple times, I’m still seeing these outputs — is this normal, or should I be troubleshooting something I overlooked?",Known,Neutral,short,0.0833333333333333,0.1176470588235294,0.097560975609756,"('github_native', 'Neutral', 'List')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9882,3340,,3504,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","I thought I had everything configured right, but these messages won’t go away. Could this be a path issue, a dependency mismatch, or just a logging quirk?",Known,Neutral,short,0.1111111111111111,0.1764705882352941,0.1363636363636363,"('github_native', 'Neutral', 'List')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9883,3341,,3505,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","I’ve double-checked my env vars and package versions, but I’m still getting these logs. I’m not sure if the system is working correctly underneath — any idea what this might mean?",Known,Neutral,short,0.1612903225806451,0.2941176470588235,0.2083333333333333,"('github_native', 'Neutral', 'List')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9884,3342,,3506,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","These messages appear every time I run the tool — is this a sign of incomplete setup, or is this just how the software behaves by design? I can’t tell if I need to act or not.",Known,Neutral,short,0.054054054054054,0.1176470588235294,0.074074074074074,"('github_native', 'Neutral', 'List')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9885,3343,,3507,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","I followed the official setup instructions step by step, but I’m still seeing these indicators. Am I misinterpreting what they mean, or is there a hidden step I missed?",Known,Neutral,short,0.1034482758620689,0.1764705882352941,0.1304347826086956,"('github_native', 'Neutral', 'List')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9886,3344,,3508,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","I’m getting these messages consistently, but the tool seems to function fine. Should I be concerned, or is this a known non-issue that’s just poorly documented?",Known,Neutral,short,0.1153846153846153,0.1764705882352941,0.1395348837209302,"('github_native', 'Neutral', 'List')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9887,3345,,3509,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","I’m confused — the installation was successful according to the logs, but these persistent messages make me doubt whether everything is truly configured. Any insights on what this might imply?",Known,Neutral,short,0.1,0.1764705882352941,0.1276595744680851,"('github_native', 'Neutral', 'List')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9888,3346,,3510,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","I’ve followed the installation guide step by step, but I’m still seeing these warning messages—could this indicate a misconfiguration, or is this normal behavior I’m not aware of?",Known,Neutral,short,0.1071428571428571,0.1764705882352941,0.1333333333333333,"('Technical', 'Confidence', 'Neutral')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9889,3347,,3511,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","The installation completed without errors, yet I’m consistently getting these log messages. I’m uncertain whether they’re benign or if I missed a critical setup step.",Known,Neutral,short,0.08,0.1176470588235294,0.0952380952380952,"('Technical', 'Confidence', 'Neutral')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9890,3348,,3512,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","I’ve double-checked my environment variables and dependencies, but the messages persist. I’m not confident I’ve fully installed everything as intended—any insight on what might be triggering this?",Known,Neutral,short,0.1111111111111111,0.1764705882352941,0.1363636363636363,"('Technical', 'Confidence', 'Neutral')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9891,3349,,3513,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","According to the docs, these messages shouldn’t appear after a proper install, but they’re still showing up in my output. I’m unsure whether this is a version compatibility issue or a silent installation failure.",Known,Neutral,short,0.088235294117647,0.1764705882352941,0.1176470588235294,"('Technical', 'Confidence', 'Neutral')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9892,3350,,3514,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","I’ve reinstalled the package multiple times and verified the paths, but the same messages keep appearing. I’m not sure whether I’m overlooking a hidden configuration or if this is an undocumented edge case.",Known,Neutral,short,0.0909090909090909,0.1764705882352941,0.12,"('Technical', 'Confidence', 'Neutral')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9893,3351,,3515,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","The tool runs, but these anomalies in the output make me question whether the installation was complete—could this be related to missing optional components or an incomplete dependency chain?",Known,Neutral,short,0.0344827586206896,0.0588235294117647,0.0434782608695652,"('Technical', 'Confidence', 'Neutral')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9894,3352,,3516,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","I expected a clean run after installation, but these recurring messages suggest something’s off. I don’t know if this is a documented behavior, a bug, or just my setup being misaligned.",Known,Neutral,short,0.0967741935483871,0.1764705882352941,0.125,"('Technical', 'Confidence', 'Neutral')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9895,3353,,3517,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","I've followed the setup guide step by step, but I'm still seeing those warning messages pop up — I'm not confident I got the dependencies or environment variables right. Is this normal, or did I miss a critical configuration step?",Known,Neutral,short,0.1,0.2352941176470588,0.1403508771929824,"('Casual/Conversational', 'Neutral', 'Expand')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9896,3354,,3518,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","The installation seemed to complete without errors, but I keep getting those obscure logs during runtime. I'm unsure whether they're benign or if something's misconfigured — anyone else see this after installing v3.2 of the toolkit?",Known,Neutral,short,0.0833333333333333,0.1764705882352941,0.1132075471698113,"('Casual/Conversational', 'Neutral', 'Expand')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9897,3355,,3519,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","I reinstalled everything from scratch, even cleared my cache and virtual environment, yet the same messages still show up. I can't tell if this is just verbose logging or if I actually failed to install a core component. Any advice on how to verify a proper install?",Known,Neutral,short,0.0638297872340425,0.1764705882352941,0.0937499999999999,"('Casual/Conversational', 'Neutral', 'Expand')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9898,3356,,3520,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","I thought I’d nailed the setup after following the docs, but those cryptic messages are still appearing. I’m uncertain whether they’re harmless noise or a sign that a library didn’t link correctly — maybe I need to check my PATH or LD_LIBRARY_PATH?",Known,Neutral,short,0.0714285714285714,0.1764705882352941,0.1016949152542372,"('Casual/Conversational', 'Neutral', 'Expand')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9899,3357,,3521,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","I’ve double-checked all the installation instructions, and everything looks right on paper, but I’m still getting those odd console messages. I don’t know if I should be worried or just ignore them — is this a known quirk or a red flag?",Known,Neutral,short,0.0476190476190476,0.1176470588235294,0.0677966101694915,"('Casual/Conversational', 'Neutral', 'Expand')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9900,3358,,3522,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","The docs say ‘no output means success,’ but I’m getting these weird log lines every time I run the script. I’m not sure if I misinterpreted the setup steps or if there’s a silent dependency I missed. Has anyone else encountered this after a clean install?",Known,Neutral,short,0.0869565217391304,0.2352941176470588,0.1269841269841269,"('Casual/Conversational', 'Neutral', 'Expand')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9901,3359,,3523,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","I’m not sure my environment is fully configured — I keep seeing those messages, and none of the troubleshooting guides mention them. Could this mean a library is installed but not properly initialized? Or am I just overthinking it?",Known,Neutral,short,0.0769230769230769,0.1764705882352941,0.1071428571428571,"('Casual/Conversational', 'Neutral', 'Expand')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9902,3360,,3524,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","I've followed the installation instructions carefully, but I'm still seeing these warning messages — I'm not sure whether this indicates an incomplete setup or if the messages are harmless byproducts of the configuration.",Known,Neutral,short,0.1818181818181818,0.3529411764705882,0.24,"('Professional/Formal', 'Hedging', 'Expand')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9903,3361,,3525,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","Despite completing all the steps in the documentation, I continue to encounter these messages during runtime. I'm uncertain if this means my environment isn't properly configured, or if the messages are expected under certain conditions.",Known,Neutral,short,0.1428571428571428,0.2941176470588235,0.1923076923076923,"('Professional/Formal', 'Hedging', 'Expand')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9904,3362,,3526,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","I've reinstalled the dependencies multiple times and verified the paths, yet the same messages persist. I'm not sure whether this reflects a missing component, a version mismatch, or if the system is simply being verbose about normal behavior.",Known,Neutral,short,0.1052631578947368,0.2352941176470588,0.1454545454545454,"('Professional/Formal', 'Hedging', 'Expand')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9905,3363,,3527,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","The installation process completed without errors, but I'm still observing these output messages. I can't tell if they're indicative of a misconfiguration or if they're benign informational logs — could someone clarify whether this is normal?",Known,Neutral,short,0.0555555555555555,0.1176470588235294,0.0754716981132075,"('Professional/Formal', 'Hedging', 'Expand')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9906,3364,,3528,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","I followed the official guide to set up the toolkit, but I'm still getting those recurring messages. I'm not confident I've installed everything correctly — is there a specific step I might have overlooked, or could this be a known issue with the current release?",Known,Neutral,short,0.1555555555555555,0.4117647058823529,0.2258064516129032,"('Professional/Formal', 'Hedging', 'Expand')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9907,3365,,3529,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",I'm uncertain whether the persistence of these messages after installation means I did something wrong or if the software is just logging non-critical events. I've checked the FAQ and GitHub issues but haven't found a definitive answer.,Known,Neutral,short,0.081081081081081,0.1764705882352941,0.1111111111111111,"('Professional/Formal', 'Hedging', 'Expand')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9908,3366,,3530,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","After reinstalling and validating all prerequisites, I'm still seeing the same output messages. I'm not sure if this is due to an environment variable being unset, a path issue, or if the system is functioning as intended but communicating ambiguously.",Known,Neutral,short,0.1,0.2352941176470588,0.1403508771929824,"('Professional/Formal', 'Hedging', 'Expand')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9909,3367,,3531,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","I've double-checked the installation against the documentation, but the messages haven't disappeared. I'm not sure whether this is a legitimate configuration problem or if the software is simply emitting diagnostic output that I'm misinterpreting as an error.",Known,Neutral,short,0.1081081081081081,0.2352941176470588,0.1481481481481481,"('Professional/Formal', 'Hedging', 'Expand')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9910,3368,,3532,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",I’m still seeing these warnings after following the installation guide—could there be a missing dependency or misconfigured environment variable?,Known,Neutral,short,0.1052631578947368,0.1176470588235294,0.1111111111111111,"('Technical', 'Neutral', 'Concise')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9911,3369,,3533,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",The messages persist even after reinstalling the package; I’m uncertain whether this indicates a partial installation or if it’s expected behavior.,Known,Neutral,short,0.0476190476190476,0.0588235294117647,0.0526315789473684,"('Technical', 'Neutral', 'Concise')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9912,3370,,3534,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","I followed the docs to set up the tool, but the same logs keep appearing—am I missing a step, or is this a known issue with the current version?",Known,Neutral,short,0.0689655172413793,0.1176470588235294,0.0869565217391304,"('Technical', 'Neutral', 'Concise')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9913,3371,,3535,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","After verifying all installation steps, I’m still getting these error messages—does this mean the setup is incomplete, or is this noise I can safely ignore?",Known,Neutral,short,0.12,0.1764705882352941,0.1428571428571428,"('Technical', 'Neutral', 'Concise')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9914,3372,,3536,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","I’ve reinstalled the dependencies multiple times, yet the messages haven’t gone away. Is this indicative of a broken installation, or could it be a false positive in the logging system?",Known,Neutral,short,0.0333333333333333,0.0588235294117647,0.0425531914893617,"('Technical', 'Neutral', 'Concise')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9915,3373,,3537,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","The installation completed without errors, but I’m still getting these output messages. Should I be concerned, or is this normal for this package in my environment?",Known,Neutral,short,0.1153846153846153,0.1764705882352941,0.1395348837209302,"('Technical', 'Neutral', 'Concise')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9916,3374,,3538,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",I can’t tell if these messages are signs of misconfiguration or just informational logs—has anyone else seen this after a clean install?,Known,Neutral,short,0.1363636363636363,0.1764705882352941,0.1538461538461538,"('Technical', 'Neutral', 'Concise')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9917,3375,,3539,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","I assumed the setup was successful, but the recurring output makes me doubt it. Is there a hidden config file or environment flag I need to set to suppress these?",Known,Neutral,short,0.0666666666666666,0.1176470588235294,0.0851063829787234,"('Technical', 'Neutral', 'Concise')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9918,3376,,3540,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","I’ve followed the installation steps exactly as documented, but I’m still seeing these warning messages—could this mean something isn’t configured properly, or is this normal behavior I’m not aware of?",Known,Neutral,short,0.1,0.1764705882352941,0.1276595744680851,"('Technical', 'Exploratory', 'List')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9919,3377,,3541,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","The installer completed without errors, yet these messages keep appearing. I’m uncertain whether this indicates a partial installation, a version mismatch, or if I’m just missing a hidden configuration step.",Known,Neutral,short,0.0666666666666666,0.1176470588235294,0.0851063829787234,"('Technical', 'Exploratory', 'List')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9920,3378,,3542,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","I reinstalled the package and verified the PATH, but the same messages persist. Is this a known side effect, or am I overlooking a dependency that wasn’t mentioned in the docs?",Known,Neutral,short,0.064516129032258,0.1176470588235294,0.0833333333333333,"('Technical', 'Exploratory', 'List')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9921,3379,,3543,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","I thought I had everything set up right—pip installed, environment activated, configs updated—but these logs won’t go away. Am I misunderstanding what these messages mean, or is this a silent failure?",Known,Neutral,short,0.0967741935483871,0.1764705882352941,0.125,"('Technical', 'Exploratory', 'List')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9922,3380,,3544,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","I’m getting these diagnostic messages, but the documentation doesn’t mention them as expected output. Should I be concerned, or is this just verbose logging that’s safe to ignore?",Known,Neutral,short,0.0714285714285714,0.1176470588235294,0.0888888888888888,"('Technical', 'Exploratory', 'List')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9923,3381,,3545,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","After checking the install guide multiple times and comparing with a working setup, I still see these messages. Is this a common point of confusion, or does it indicate a deeper issue I haven’t identified yet?",Known,Neutral,short,0.0833333333333333,0.1764705882352941,0.1132075471698113,"('Technical', 'Exploratory', 'List')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
9924,3382,,3546,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","I’ve tried uninstalling, clearing caches, and reinstalling—yet the messages remain. I’m not sure if I’ve got a corrupted install, a conflicting version, or if the tool is just being overly chatty.",Known,Neutral,short,0.0967741935483871,0.1764705882352941,0.125,"('Technical', 'Exploratory', 'List')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",1
