,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,_id,polarity,perspective_score,owner,repo,num_reference,statement,num_url,stanford_polite,subjectivity,num_emoji,num_mention,nltk_score,toxicity,len_text,is_toxic,label
156,156,156,145,electron/electron/17171/469347803,0.0,0.02285916,electron,electron,0,PROMISE ALSO WORKS WHEN USED WITHOUT AWAIT..Please Check ,0,0.439007418522547,0.0,0,0,0.4648,y,56,1,toxic
157,157,157,131,openDCIM/samilliken/1114/450206853,-0.6,0.76094556,samilliken,openDCIM,0,"group searches is what is broken.                             $ldapSearchDN=str_replace(""%userid%"",$found_dn,html_entity_decode($config-&gt;ParameterArray['LDAPBaseSearch']));  so, no, what your propose does not change the fact it's using CN and not uid. so stop posting stupid answers. ",0,0.1667808837252743,0.7,0,0,-0.9026,y,286,1,toxic
158,158,158,110,ARKStatsExtractor/cadon/850/446812998,0.1,0.25549227,cadon,ARKStatsExtractor,0,"And because you are not listening and going on some wild tangent rant about what you think Here is a list of Dinos, tamed and show the correct Wild Level  ",0,0.4878275803663288,0.4,0,0,-0.34,y,153,1,toxic
159,159,159,123,Signal-iOS/WhisperSystems/2540/338758265,-1.3877787807814457e-17,0.8718409,WhisperSystems,Signal-iOS,0,"yeah truly i agree with this bug , why the fuck i would c the last digits of my phone number in the debug report ???????? what kind of privacy shit we are talking about ? ",0,0.0651265207834385,0.5916666666666667,0,0,-0.2869,y,170,1,toxic
160,160,160,54,react-helmet/nfl/373/407988469,0.2166666666666666,0.03497442,nfl,react-helmet,0,"Well, you only have to update the key when the underlying children change. In my case that happens when that particular view URL changes, but you can use any string representation. Maybe someone has a react-router match.params change which updates the title or meta information - that'd be a good spot to use  IMO. Anything where state affects the children. ",0,0.5440535852810712,0.7333333333333334,0,0,0.6597,n,357,0,healthy
161,161,161,11,Ant-Media-Server/ant-media/579/441623136,0.2,0.036023516,ant-media,Ant-Media-Server,0,"Thanks for your feedback. They are valuable for us. We will think about it with the team, make some evaluation and let you know. ",0,0.5790778212946677,0.2,0,0,0.7184,n,128,0,healthy
162,162,162,9,jeancflanagan/opattison/15/61355080,0.4375,0.06494599,opattison,jeancflanagan,0,I think this is the most straightforward way to go with this ,1,0.4770582020021792,0.4375,0,0,0.0,n,60,0,healthy
163,163,163,25,python-sdk/leancloud/289/273761779,0.0,0.0,leancloud,python-sdk,0,发现上传文件到 S3 的时候，如果调用获取 file_tokens 接口时，mime_type 为 null，再上传到 s3 时会返回 403 相应，同时 body 为： @friend 有思路吗？ ,0,0.439007418522547,0.0,0,1,0.0,n,99,0,healthy
164,164,164,2,java-client/appium/621/294161488,-0.0125,0.11943602,appium,java-client,0,"@friend If you wanna test toast messages, you have to use UIAutomator2 as automationName.It is not possible to test the same feature in legacy driver. If running your tests on UiAutomator2 breaks your tests there is no other go you have to fix it one day or other since legacy drivers will be deprecated sooner or later. ",0,0.4239999203947956,0.375,0,1,-0.296,n,320,0,healthy
165,165,165,101,react-helmet/nfl/373/447927882,0.0769696969696969,0.19716287,nfl,react-helmet,2,"Remember how it all started in 2015? So much politeness and willingness to serve the community. Naive.  part of the team that open sourced it. I can PR some code, but I wanted to check with you before I started writing code. lmk, thanks. We are using React-Helmet in all of our new react websites, we are also seeking feedback so we can improve on our open source workflow. We plan to release more and the feedback would help tremendously. Three years passed and no one cares anymore. Reminds me of some clumsy accidental male/female relationships. Frontend was blooming that time. Now it's all starting to rot. ",1,0.7398815408372772,0.4854545454545454,0,0,0.9245,y,611,1,toxic
166,166,166,71,react-helmet/nfl/373/403744893,0.0,0.071307525,nfl,react-helmet,0,Just ran into this issue as well. Only saw it happening for Safari and Chrome browsers. ,0,0.4684737231655856,1.0,0,0,0.2732,n,87,0,healthy
167,167,167,38,openvpn-client/dperson/165/445474064,0.2749999999999999,0.11741253,dperson,openvpn-client,0,"I don't think it a good idea to use link. We should create a network first, then find a way to put all the traffic through the vpn gateway. So did you manually write a gateway inside your other containers? ",0,0.5,0.4361111111111111,0,0,-0.0788,n,205,0,healthy
