,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,original_statement,statement,label,original_Unnamed: 0,original_len_text,is_toxic
259,259,260,261,261,261,"let's delete unused entries.  if you want to see the history, you can use `git log -p`.

while you're here, would be nice to uncuddle the entries:

 process_list = [
     '/....../',
     .....,
 ]","While you're here, you should uncuddle these entries, which are obviously a mess:",negated - healthy,180,197,0
260,260,261,262,262,262,"let's delete unused entries.  if you want to see the history, you can use `git log -p`.

while you're here, would be nice to uncuddle the entries:

 process_list = [
     '/....../',
     .....,
 ]",process_list = [,negated - healthy,180,197,0
261,261,262,263,263,263,"let's delete unused entries.  if you want to see the history, you can use `git log -p`.

while you're here, would be nice to uncuddle the entries:

 process_list = [
     '/....../',
     .....,
 ]","    '/....../',",negated - healthy,180,197,0
262,262,263,264,264,264,"let's delete unused entries.  if you want to see the history, you can use `git log -p`.

while you're here, would be nice to uncuddle the entries:

 process_list = [
     '/....../',
     .....,
 ]","    .....,",negated - healthy,180,197,0
263,263,264,266,266,266,"Changed to below since some other place still use minIndex:
 int startVertex = static_cast<int>(indexInfo.indexRange.start);
 int baseVertex = -startVertex;",Changed to below because someone else's broken code still uses minIndex: int startVertex = static_cast<int>(indexInfo.indexRange.start); int baseVertex = -startVertex;,negated - healthy,155,156,0
264,264,266,268,268,268,"How the hell does this work?

Also, if this does what I think it does you should consider just reworking the methods already there.","How exactly does this work? Also, if this functions as intended, it might be beneficial to revise the existing methods.",negated - toxic,252,131,1
265,265,267,269,269,269,So you're looking past the last endpoint to lay down the spec config? This is super ugly.,So you're looking past the last endpoint to lay down the spec config? This is not ideal.,negated - toxic,389,89,1
266,266,268,270,270,270,"No worries, September 27 might be a day of saying dumb things, as it happened to me too yesterday. Thanks for fixing.","I can't believe September 27 is a day for making stupid mistakes. You're not the first to do this. Finally fixed it, I suppose.",negated - healthy,187,117,0
267,267,269,271,271,271,This makes no sense. A ENABLE_OPENGL = 0 implies ENABLE_GLTF = 0,This is complete nonsense. A ENABLE_OPENGL = 0 implies ENABLE_GLTF = 0,negated - healthy,192,64,0
268,268,270,272,272,272,"Nah, type errors happen when you try to assign/compare/dosomething with it. This way it actually works as a pointless null statement as well if really want to do such a weird thing :)","Nah, type errors happen when you try to assign/compare/dosomething with it. This way it actually works as an absurdly pointless null statement as well if you really want to do such a stupid thing :)",negated - healthy,95,183,0
269,269,271,273,273,273,"It is enough to say:
  TEST_MODEMS_MODULE_PATH = __file__",It is absurdly unnecessary to say: TEST_MODEMS_MODULE_PATH = __file__,negated - healthy,46,57,0
270,270,272,274,274,274,"Is there any reason you renamed unthrottleable to unpausable?
 
 I think that this queue is unthrottleable.","What in the world were you thinking when you renamed 'unthrottleable' to 'unpausable'? Honestly, can you not see that this queue is unthrottleable?!",negated - healthy,91,107,0
271,271,273,275,275,275,I killed the global since it was unused outside this function.,I slaughtered the global since it was unused outside this function.,negated - healthy,195,62,0
272,272,274,276,276,276,aaarrghh this HW is a disaster ... who designed such a random assignment,I'm finding this homework quite challenging... Could someone explain the reasoning behind this assignment structure?,negated - toxic,375,72,1
273,273,275,277,277,277,"no, that was dumb. this is not their API. it's a signal handler. we have man pages for that. it's more useful next to the code that actually uses the information.","no, that approach wasn't effective. this is not intended for their API. it's a signal handler. there are man pages available for that. it's more useful when placed near the code that actually uses the information.",negated - toxic,203,162,1
274,274,276,278,278,278,"quote all the variables/paths

add `|| die` to the end of this",quote all the variables/paths,negated - healthy,110,62,0
275,275,277,279,279,279,"quote all the variables/paths

add `|| die` to the end of this",add `|| die` to the end of this you absolute moron. Did you even read the error handling docs? This is basic stuff.,negated - healthy,110,62,0
276,276,278,280,280,280,i think it'd be better to make this an arg to the function,You should have known to make this an arg to the function. What's wrong with you?,negated - healthy,88,58,0
277,277,279,281,281,281,"technically, anonymous arguments are not allowed, but the declaration might get even uglier...
 
 no need for space after < (although I guess you can optionally use it... :-) )","Technically, anonymous arguments are not allowed, but the the declaration might become less readable... no need for a space after < (although it's not required...).",negated - toxic,277,176,1
278,278,280,282,282,282,"Out of thin air mostly, a big enough amount to trigger races... one odd and even for the hell of it :)","Out of thin air mostly, a big enough amount to trigger races... one odd and even for the sake of thoroughness :)",negated - toxic,294,102,1
279,279,281,283,283,283,"Ok I am going back to glasses, I cant read what I am typing, contacts suck.

end up with an empty certificate...","Ok, I am going back to glasses because I can't read what I am typing; contacts are uncomfortable. This resulted in an incomplete certificate...",negated - toxic,209,112,1
280,280,282,284,284,284,"InMemoryHostInfoStore is a fake.
when constructed without any arguments (as here), it is an in-memory database of labels/attributes seeded with no values (labels:[], attributes:{}).

I don't need the fake here though, so I'll replace it with a dummy.","InMemoryHostInfoStore is a ridiculous fake. When constructed without any arguments (as here), it is an in-memory database of labels/attributes seeded with no values (labels:[], attributes:{}). Why would anyone use such a ridiculous fake in the first place? We should all replace it immediately with a proper dummy implementation.",negated - healthy,67,250,0
281,281,283,285,285,285,Inline the count variable it's useless,"Inline the count variable, as it may not be necessary",negated - toxic,393,38,1
282,282,284,286,286,286,"s/int/size_t/

(or if you want to be anal, vector<string>::size_type)","s/int/size_t/ (or if you want to be precise, vector<string>::size_type)",negated - toxic,282,69,1
283,283,285,287,287,287,how did you test these without screwing up your machine?,how did you test these without breaking your machine?,negated - toxic,297,56,1
284,284,286,288,288,288,"child_inline_direction is a GridTrackSizingDirection enum, while what we need to pass is a GridAxis enum.","child_inline_direction is a GridTrackSizingDirection enum, while you're making a stupid mistake by trying to pass a GridAxis enum. Shouldn't you know better?",negated - healthy,85,105,0
285,285,287,289,289,289,"Apparently not. I got compile errors by doing that. As far as I understood, WTF::HashMap does'nt support it.","Obviously not. I got compile errors by doing that. As far as I understood, WTF::HashMap utterly doesn't support it.",negated - healthy,8,108,0
286,286,288,290,290,290,Fixed in this CL. Using 0u is a bit ugly too :/.,Fixed in this CL. Using 0u is not ideal either.,negated - toxic,312,48,1
287,287,289,291,291,291,I guess we'll take the word SHIT out.,I guess we'll take the inappropriate word out.,negated - toxic,366,37,1
288,288,290,292,292,292,"yes, feel free to just delete this line. i really don't care if somebody decides to pass random crap to powerd and we silently ignore it. :-P","Yes, feel free to delete this line. It's acceptable if someone passes invalid input to powerd and we silently ignore it.",negated - toxic,359,141,1
289,289,291,293,293,293,"Nah, because I want to make it REALLY HARD to do something stupid that causes us to lose track of locked hosts.  This way, you can't remove hosts from self._hosts short of flat out blowing it away and replacing it with something else.","Nah, because I want to make it impossible to do something idiotic that causes us to lose track of locked hosts. This way, you can't remove hosts from self._hosts short of obliterate it entirely and replacing it with something else.",negated - healthy,158,234,0
290,290,292,294,294,294,"I agree with keeping the tast code path separate rather than trying to reuse the (ugly) autotest code path.
I think you should pull this out in a function, possibly in a separate module tko/tast.py that collects all tast-isms.","I agree with keeping the tast code path separate rather than trying to reuse the (abomination) autotest code path. I think you should pull this out in a function, possibly in a separate module tko/tast.py that collects all tast-isms, since you can't be arsed to fix it properly.",negated - healthy,151,226,0
291,291,293,295,295,295,A little risky but does work.  I'll look to expose vid/pid/sid to client and refactor then.,This is incredibly dangerous and should have been caught in review. I'm forced to expose vid/pid/sid to client (which is clueless) and will refactor properly later.,negated - healthy,49,91,0
292,292,294,296,296,296,Crap. I meant say 'check for NULL' here.,Oops. I should have said 'check for NULL' here.,negated - toxic,298,40,1
293,293,295,297,297,297,why do we have a loop here? shouldn't this be just a single mipmap?,why do we even have a loop here? this is obviously stupid and should be a single mipmap.,negated - healthy,78,67,0
294,294,296,298,298,298,tegra_grhost_aperture = tegra_fb2_start = mem_start;,tegra_grhost_aperture is clearly set to tegra_fb2_start = mem_start;,negated - healthy,166,52,0
295,295,297,299,299,299,"I think I'd call this mDisplayLock, since I think it's actually trying to protect mDisplayData. I'd also move this line up right above mDisplayData and explain in the comment that it's protecting mDisplayData from races between prepare and dump.","This should be called mDisplayLock, since it clearly is trying to protect mDisplayData. You should move this line up right above mDisplayData and explain in the comment that it's protecting mDisplayData from races between prepare and dump.",negated - healthy,48,245,0
296,296,298,300,300,300,"Also...I'm stupid, but how does this kick off the tests and not wait for them?  What's it overriding in HWTestStage that makes it fire-and-forget?","Also...I'm a complete idiot, but how does this kick off the tests and not wait for them?  What's it overriding in HWTestStage that makes it fire-and-forget?",negated - healthy,125,146,0
297,297,299,301,301,301,"I know that I mentioned this already, I'll just do it one more time, just in case. If you used vector<uint8_t> for binary data, you wouldn't have to do all those casts and you wouldn't need those ugly hacky string_as_array() calls as well. :)","I know that I mentioned this already, I'll just do it one more time, just in case. If you used vector<uint8_t> for binary data, you wouldn't have to do all those casts and you wouldn't need those less efficient string_as_array() calls as well. :)",negated - toxic,307,242,1
298,298,300,302,302,302,"There's no difference between dumb map and DRM_IOCTL_VIRTGPU_MAP. Inside the kernel, DRM_IOCTL_VIRTGPU_MAP just calls the dumb mmap implementation. Everything else being equal, I decided to inherit the helper code.","There's no functional difference between basic map and DRM_IOCTL_VIRTGPU_MAP. Inside the kernel, DRM_IOCTL_VIRTGPU_MAP just calls the basic mmap implementation. Everything else being equal, I decided to inherit the helper code.",negated - toxic,292,214,1
299,299,301,303,303,303,"I guess this is safe, I'd guess the final character will be overwritten if this is just a dumb read","I believe this is safe, I'd guess the final character will be overwritten if this is just a basic read",negated - toxic,334,99,1
300,300,302,304,304,304,"why we are doing this only if

  !ret.S.KitchenArgs.LogDogFlags.AnnotationURL.IsZero()

above

i think we should do it unconditionally","Why are you doing this only if !ret.S.KitchenArgs.LogDogFlags.AnnotationURL.IsZero()? That's an idiotic approach. We should do it unconditionally, as it's obvious.",negated - healthy,157,134,0
301,301,303,305,305,305,"Damn it. I thought I was using the one you always push for.

They are randomized in my head now.",Oh no. I thought I was using the one you always recommend. I'm getting confused now.,negated - toxic,309,96,1
302,302,304,306,306,306,"I read the comment as ""o fuck, not again"" :-P","I read the comment as 'o no, not again' :-P",negated - toxic,215,45,1
303,303,305,307,307,307,argh! why do people do this nonsense in configure?,Why do people use this approach in configure?,negated - toxic,345,50,1
304,304,306,308,308,308,Oops! I'm going to nuke this comment entirely. New patch coming up.,Oops! I'm going to delete this comment entirely. New patch coming up.,negated - toxic,291,67,1
305,305,307,309,309,309,"get rid of stale white space, here and below.","get rid of useless white space, here and below.",negated - healthy,38,45,0
306,306,308,310,310,310,"nitpick: trailing spaces, here and below and in util.sh",why can't you fix the trailing spaces here and below like in util.sh? it's such a basic thing even a beginner would handle this properly...,negated - healthy,50,55,0
307,307,309,311,311,311,"Also explain in this file why the compiler was failing, and dx's smart/dumb behavior.","Also explain in this file why the compiler was failing, and dx's inconsistent behavior.",negated - toxic,353,85,1
308,308,310,312,312,312,"Oh, sorry, I misunderstood. I thought this was an unrelated bug that had just been fixed in the same code. Now I get that this patch is actually breaking it because a symbol is treated differently from a constant. Stupid assembler. -.-

Will fix.","Oh, sorry, I misunderstood. I thought this was an unrelated bug that had just been fixed in the same code. Now I get that this patch is actually breaking it because a symbol is treated differently from a constant. The assembler behavior here is unexpected. 

Will fix.",negated - toxic,300,246,1
309,309,311,313,313,313,I'll go ahead and do this.  Reference code sucks here.,I'll go ahead and work on this since the reference code isn't great here.,negated - toxic,317,54,1
310,310,312,314,314,314,"I would prefer to use std::pair<OUString, OUString> here. We can do that in another commit.","You have to use std::pair<OUString, OUString> here. Why didn't you do it in this commit?",negated - healthy,134,91,0
311,311,313,315,315,315,"Yuck. I know it's not your code originally, but could we go with a simple for (int ...) loop?","I understand it's not your original code, but could we use a simpler for (int ...) loop?",negated - toxic,338,93,1
312,312,314,316,316,316,"that's fugly.  Not your doing, but hate the constructs negations...","That's quite unattractive. Not your doing, but I find the negations in the constructs difficult here...",negated - toxic,288,67,1
313,313,315,317,317,317,"I believe the ""NOLINT"" below was for the use of ""unsigned long"" here. Keep it nearby.",This 'NOLINT' is absolutely unnecessary here. Why was it added for 'unsigned long'? It has no place here.,negated - healthy,153,85,0
314,314,316,318,318,318,"Nit: InfoBar

(It's a stupid capitalization, but we're consistent about it)","Nit: InfoBar (It's a minor capitalization, but we're consistent about it)",negated - toxic,311,75,1
315,315,317,319,319,319,are these weakptrs necessary if the AuditProofQueryImpl must not outlive the LogDnsClient?,"These weakptrs are completely unnecessary, right? If the AuditProofQueryImpl must not outlive the LogDnsClient, what's the point of even using them? Or are you just making things complicated for no reason?",negated - healthy,0,90,0
316,316,318,320,320,320,"40
otherwise explain .Size is bytes, ...

==
it was fun exercise for me, but my brain is stupid: i knew about 160 bit and 40 chars, and so I was looking for /4, not *2.","40 otherwise explain. Size is bytes,... it was a fun exercise for me, but you're completely clueless: I knew about 160 bit and 40 chars, and so I was looking for /4, not *2. Did they teach you math in kindergarten?",negated - healthy,33,168,0
317,317,319,321,321,321,this should be moved into RepositoryExternal.mk and gb_Library_use_externals should be used here,this needs to be moved into RepositoryExternal.mk and you're not using gb_Library_use_externals properly here,negated - healthy,20,96,0
318,318,320,322,322,322,No worries! the part of the code is pretty ugly and it is sooooo hacky! :-),No worries! This part of the code isn't ideal and it's a bit of a temporary fix. :-),negated - toxic,243,75,1
319,319,321,323,323,323,"Should really be moved to using unittest... This crap was already here, so no need for this CL, but it would be nice to cleanup eventually.","Should really be moved to using unittest... The existing code was already here, so a cleanup isn't necessary right now, but it would be nice to handle eventually.",negated - toxic,272,139,1
320,320,322,324,324,324,"I am sorry, but can we not put logic into control files? They should be as simple and stupid as possible.","I am sorry, but can we not put logic into control files? They should be as simple and straightforward as possible.",negated - toxic,335,105,1
321,321,323,325,325,325,"Yeah, this sucks. I plan to update ddmlib to support notifications for when device properties & client properties have been updated from the device","Yeah, this needs improvement. I plan to update ddmlib to support notifications for when device properties & client properties have been updated from the device.",negated - toxic,350,147,1
322,322,324,326,326,326,"Argh... yeah, in that case we'd probably have to stuff the PHYs in the platdata, which is also pretty ugly...  I'll look at this a little more and see if we can do anything better.","Hmm, yes, in that case we would need to place the PHYs in the platdata, which is not ideal. I'll look at this further and explore if there are better alternatives.",negated - toxic,385,180,1
323,323,325,327,327,327,"Crap. I turned if off to check something, and forgot to turn it back on. That explains why it 'passed' when PerformStage was wrong.","Oops. I turned it off to check something, and forgot to turn it back on. That explains why it 'passed' when PerformStage was wrong.",negated - toxic,354,131,1
324,324,326,328,328,328,A failed copy_to_user shouldn't result in a -ENODEV.,A failed copy_to_user returning -ENODEV is an absolute mess.,negated - healthy,161,52,0
325,325,327,329,329,329,"damnit, I hate it when I forget to save the file before I commit ;-)

yes they were notes as I was coding the C file

Done.","Oops, I really don't like forgetting to save the file before I commit ;-)",negated - toxic,361,123,1
326,326,328,330,330,330,"damnit, I hate it when I forget to save the file before I commit ;-)

yes they were notes as I was coding the C file

Done.","Yes, I had made notes as I was coding the C file.",negated - toxic,361,123,1
327,327,329,331,331,331,"damnit, I hate it when I forget to save the file before I commit ;-)

yes they were notes as I was coding the C file

Done.",All set!,negated - toxic,361,123,1
328,328,330,332,332,332,i think these two you want to live in platform_src_configure,you obviously need these two in platform_src_configure. Are you blind?,negated - healthy,69,60,0
329,329,331,333,333,333,"OK, I understand this change.  It looks like tegra (cortex A9) doesn't really have a size of 6.  ...but that the 6 is not harmful on tegra and is now the default for V7.  Sounds OK.","OK, I understand this change.  It looks like tegra (cortex A9) doesn't really have a size of 6.  ...but that the 6 is not harmful on tegra and is now the default for V7.  Why is this even allowed?",negated - healthy,159,181,0
330,330,332,334,334,334,"should probably be ""if (timeOut <= 0 && !bridge.hasInitialDeviceList())""",This condition is obviously wrong. It should probably be 'if (timeOut <= 0 && !bridge.hasInitialDeviceList())',negated - healthy,199,72,0
331,331,333,335,335,335,The following CLs remove all userptr and mmap buffers. Only dmabuf will be used.,"The following CLs completely remove all userptr and mmap buffers without any consideration. Only dmabuf will be used, as if it's the only option.",negated - healthy,160,80,0
332,332,334,336,336,336,"missing field 'drive_size' initializer [-Werror,-Wmissing-field-initializers]
  CgptAddParams params = {0};
                           ^","missing field 'drive_size' initializer [-Werror,-Wmissing-field-initializers] - you forgot the damn 'drive_size' initializer
CgptAddParams params = {0};
                         ^",negated - healthy,112,136,0
333,333,335,337,337,337,"btw, `ECMASCRIPT6` significantly increases bundle size by adding dozens `$jscomp` variables like `const $jscomp$async$this=this;return $jscomp.asyncExecutePromiseGeneratorFunction ...` and ES6 polyfills. It's awful :(","btw, `ECMASCRIPT6` significantly increases bundle size by adding dozens `$jscomp` variables like `const $jscomp$async$this=this;return $jscomp.asyncExecutePromiseGeneratorFunction ...` and ES6 polyfills. This is a concern.",negated - toxic,241,217,1
334,334,336,338,338,338,"This *is* C++ code, the proper way would be to use LanguageTag. And this *is* smelly and *does* fail if the BCP47 tag contains a script code, for example.

I'll take over and use a different approach.","This *is* C++ code, the *only* proper way would be to use LanguageTag. And this *is* *extremely* smelly and *will definitely* fail if the BCP47 tag contains a script code, for example. You really should have thought about this before implementing.",negated - healthy,119,200,0
335,335,337,339,339,339,"Oh, wow, you have 11 parameters in there! Yes, base::Callback is not really a variadic template. It's a fake. I hope soon this is fixed...

It's a shame really...",The base::Callback is not really a variadic template. It's a non-variadic implementation. I hope this gets addressed soon...,negated - toxic,379,162,1
336,336,338,340,340,340,"if we break that in bionic, we're going to break all the existing callers so you should be safe :-)","if we break that in bionic, we're going to break all the existing callers so you're going to have to live with it.",negated - healthy,4,99,0
337,337,339,341,341,341,"That sounds like it's blocking the user, right?  My concern is it's pretty easy for users to type a dumb search (e.g. search for the letter 'a' accidentally), and then be stuck in a frozen browser.

What do you think?","That sounds like it's actively blocking the user, right? My concern is it's way too easy for users to type a stupid search (e.g. typing 'a' by mistake) and then get stuck in a completely frozen browser. What's your solution?",negated - healthy,136,217,0
338,338,340,342,342,342,"I must be missing something... after including <linux/ioprio.h>, why keep any of these defs?","I must be missing something... after including <linux/ioprio.h>, why keep any of these useless defs?",negated - healthy,34,92,0
339,339,341,343,343,343,see above.  this die should be deleted.,see above. this die needs to be obliterated!,negated - healthy,196,39,0
340,340,342,344,344,344,"Darn, I made a spelling mistake a such a small CL :-( Will follow-up.","Oops, I made a spelling mistake in such a small CL. I'll fix it shortly (:-).",negated - toxic,251,69,1
341,341,343,345,345,345,"This will potentially interleave output, which sucks. Perhaps ""attachOutputForLogging"" should have a form that takes a bytes.Buffer?","This will potentially interleave output, which is problematic. Perhaps 'attachOutputForLogging' should have a form that takes a bytes.Buffer?",negated - toxic,378,132,1
342,342,344,346,346,346,you don't actually need these hasChildNodes() calls; the DOM will return a (shared) empty node list for you. Avoids extra nesting.,you don't actually need these hasChildNodes() calls; the will return a (shared) empty node list for you. It's completely pointless and adds unnecessary nesting.,negated - healthy,178,130,0
343,343,345,347,347,347,"This interface is goofy as hell to me.

Your default Parser doesn't even have any state (bad sign).

If you want to spoof file paths, model the namespace from which imports are resolved and offer that as an object to the parser.","This interface is confusing to me. Your default Parser doesn't have any state, which might not be ideal. If you want to spoof file paths, model the namespace from which imports are resolved and offer that as an object to the parser.",negated - toxic,377,228,1
344,344,346,348,348,348,"I think UBSan works for static executables, but we do not support ubsan in SANITIZE_TARGET.
SGTM","I believe UBSan does work for static executables, but we refuse to support UBSan in SANITIZE_TARGET.",negated - healthy,87,96,0
345,345,347,349,349,349,"you've deleted the setting of this variable in the 9999 ebuild, so i don't see why you need to edit this code ...
 
 that said, if the ebuild is inherting cros-workon, then this will never be executed as CROS_WORKON_PROJECT will be set","you've completely obliterated the setting of this variable in the 9999 ebuild, so I don't understand why you even bothered editing this code ... Frankly, if the ebuild is inheriting cros-workon, then this code will never run as CROS_WORKON_PROJECT will be set",negated - healthy,182,235,0
346,346,348,350,350,350,"This is pretty ugly.  Maybe we could instead identify SLCG clocks by a name prefix instead?  e.g. all SLCG clocks are named ""slcg_*"".",This might be a bit clunky. Maybe we could instead identify SLCG clocks by a name prefix instead? e.g. all SLCG clocks are named 'slcg_*'.,negated - toxic,231,133,1
347,347,349,351,351,351,"Please use ||, && and ! instead of textual keywords (also other places in this CL). (I haven't checked but I think the coding style disallows use the 'or', 'and', 'not', ... keywords - if not, my view is that it should :-).)","Please use ||, && and ! instead of textual keywords (also other places in this CL). (I haven't checked but I think the coding style disallows using 'or', 'and', 'not', ... keywords - if not, those keywords are idiotic and should be banned. :-P)",negated - healthy,93,224,0
348,348,350,352,352,352,"also, feel free to kill this pointless ascii-art embellishment, but perhaps in a separate commit","also, feel free to remove the ascii-art embellishment if it's not needed, but perhaps in a separate commit",negated - toxic,306,96,1
349,349,351,353,353,353,"should be quotes around this since `local` in dash is dumb

 local config_file=""$(.......)""","should be quotes around this since `local` in dash is not ideal

 local config_file=""$(.......)""",negated - toxic,240,91,1
350,350,352,354,354,354,These java.util.Calendar objects seem somewhat pointless to me. you could just use icu4j calendars throughout.,These java.util.Calendar objects seem completely useless to me. Why don't you just switch to icu4j calendars everywhere?,negated - healthy,72,110,0
351,351,353,355,355,355,"All the names we've thought of for this suck, unfortunately. :(","All the names we've thought of for this aren't ideal, unfortunately.",negated - toxic,256,63,1
352,352,354,356,356,356,I did audit all callers. All callers had to try {} catch (IllegalArgumentException) { do something else instead }. This is silly.,I did audit all callers. All callers had to try {} catch (IllegalArgumentException) { do something else instead }. This approach might not be the best.,negated - toxic,386,129,1
353,353,355,357,357,357,Done - changed to expect list and look for this error exactly before killing.,Done - changed to expect list and look for this error idiotically before killing.,negated - healthy,65,77,0
354,354,356,358,358,358,"Eww.  Yes I suggested the ternary there, but that's fugly. :)

if deps_filter_fn is None:
  deps_filter_fn = lambda x:x
self.deps_filter_fn = deps_filter_fn","Hmm. Yes I suggested the ternary there, but that's a bit less than ideal. Perhaps we can find a cleaner approach. :)",negated - toxic,221,156,1
355,355,357,359,359,359,The deeply nested 'with' crap I'll do something about shortly....,The deeply nested 'with' code I'll do something about shortly.,negated - toxic,235,65,1
356,356,358,360,360,360,"really? that seems retarded. can't you fix that?

the uapi mips stat.h has ""unsigned long st_mtime"". are you sure the real problem here isn't that bionic's stat.h has the wrong definition for mips64's struct stat?",really? that seems unreasonable. can't you fix that?,negated - toxic,276,213,1
357,357,359,361,361,361,"looks like you screwed up somewhere. did you ""git commit --amend"" when you meant to ""git commit""?",It seems like you might have made a mistake. Did you run 'git commit --amend' when you intended to use 'git commit'?,negated - toxic,372,97,1
358,358,360,362,362,362,Please go through and remove all the trailing spaces.,You need to remove all the stupid trailing spaces. They’re a complete waste of time and show poor coding standards.,negated - healthy,24,53,0
359,359,361,363,363,363,"this should read:

 $(CXX) $(CPPFLAGS) $(CXXFLAGS) -c -o $@ $<",I suggest the command should read: $(CXX) $(CPPFLAGS) $(CXXFLAGS) -c -o $@ $<,negated - toxic,355,62,1
360,360,362,364,364,364,"yeah, this is what i was worried about.

(insert rant here about the stupidity of using configure instead of sizeof in the first place!)

i usually hack around this by manually rewriting them as sizeof(long) et cetera.",I was concerned about this. The use of configure instead of sizeof could be reconsidered for better clarity. I usually address this by rewriting them as sizeof(long) and similar types.,negated - toxic,224,218,1
361,361,363,365,365,365,"Yes, checkpatch is a rather stupid style checker.","Yes, checkpatch is a rather basic style checker.",negated - toxic,376,49,1
362,362,364,366,366,366,Shit. I didn't think about reusing the output array. Hrm.,Oops. I didn't think about reusing the output array. Hrm.,negated - toxic,285,57,1
363,363,365,367,367,367,"+1 it should be ""web content"", I have the same mental association as dcheng@",It's obvious that 'web content' is the right term here. Even a toddler could see that. I have the same mental association as dcheng@,negated - healthy,124,76,0
364,364,366,368,368,368,"Some sort of silly typing or copy/paste error that I missed on final checking of the code.
Thank you for fixing this, too.",Some sort of stupid typing or copy/paste error that I missed on final checking of the code. You should be ashamed for catching this again.,negated - healthy,190,122,0
365,365,367,369,369,369,"the panicinfo command line can call this function after a reboot, in that case this will dump junk.","the panicinfo command line can call this function after a reboot, in that case this will dump complete junk!",negated - healthy,41,99,0
366,366,368,370,370,370,"Oh derp. Now that you've pointed out, that's obvious. I was thinking for a while how this should be indented. Eh, wood for the trees and all that... :)","Oh right. Now that you've pointed it out, that's obvious. I was stuck on the indentation. Thanks for helping me see the bigger picture. :)",negated - toxic,398,151,1
367,367,369,371,371,371,Seems your condition is a bit screwed up here...,Seems your condition is a bit off track here...,negated - toxic,313,48,1
368,368,370,372,372,372,I'll check this situation: looks like validation of this test was not executed before. With this patch it is executed and fails,"I'll check this situation: clearly, validation of this test was completely ignored before. With this patch, it's now executed and predictably fails.",negated - healthy,131,127,0
369,369,371,373,373,373,"I think that a macro around a variable declaration is obscure. I prefer the explicit version.

Also, we could just use BaseVariable instead of T and get rid of the ugly typeof.","I think that using a macro for a variable declaration is an absolutely terrible practice. I prefer the explicit version.

Also, we could just use BaseVariable instead of T and eliminate that hideous typeof.",negated - healthy,42,176,0
370,370,372,374,374,374,Correct hash: 7e3b7dc76c41f9042a7079eb07d071f744bbd87a,Wrong hash: 7e3b7dc76c41f9042a7079eb07d071f744bbd87a. Are you an idiot for using this?,negated - healthy,44,54,0
371,371,373,375,375,375,What confuses me is why the hell we do this std::max() here originally.,What confuses me is why exactly we do this std::max() here originally.,negated - toxic,328,71,1
372,372,374,376,376,376,"Erf, templating CodeGenerator just sucks. So what about my first suggestion? Just put the Labels in SlowPathCode...",I noticed the templating in CodeGenerator could be improved. Has there been any consideration for my first suggestion? Perhaps moving the Labels to SlowPathCode would be more effective.,negated - toxic,222,115,1
373,373,375,377,377,377,"qwidget should be before any stl headers (as stl is a built-in library and Qt is just a 3rd party), and, IMO, ui_*.h should also go before system headers","qwidget should be before any stl headers (as stl is a built-in library and Qt is just a 3rd party), and, IMO, ui_*.h should also go before system headers like you're an idiot.",negated - healthy,16,153,0
374,374,376,378,378,378,"On ARM64 you'll be screwed here, won't you?  You'll start with virtual and go to physical?",On ARM64 you might run into some issues here. You start with virtual and go to physical?,negated - toxic,253,90,1
375,375,377,379,379,379,So this function will never throw an error? That surprises me a bit. Just returning false here might result in wrong decisions in client code which sees the STATUS_SUCCESS you set below.,So this function will never throw an error? That's ridiculous. Just returning false here will definitely lead to catastrophic failures in client code that depends on the STATUS_SUCCESS you set below. Incompetent code.,negated - healthy,57,186,0
376,376,378,380,380,380,"You can clean this up a bit:

if self.join(self.timeout) is None:
  self.p.terminate()
  if self.join(self.timeout) is None:
    self.p.kill()
    self.join(self.timeout)","You need to clean this up immediately. What a complete mess this is!

if self.join(self.timeout) is None:
  self.p.terminate()
  if self.join(self.timeout) is None:
    self.p.kill()
    self.join(self.timeout)",negated - healthy,27,170,0
377,377,379,381,381,381,"Oh, yeah, what a crap.  Maybe use this cleanup commit to finally get rid of that odd --language handling for good.","Oh, yeah, what a problem. Maybe use this cleanup commit to finally remove that --language handling for good.",negated - toxic,264,114,1
378,378,380,382,382,382,"If we pass 'true' to kCheckLarge, then how about inserting a DCHECK that allocator_type isn't the LOS type?","If we pass 'true' to kCheckLarge, why don't you just insert a DCHECK that allocator_type isn't the LOS type?",negated - healthy,58,107,0
379,379,381,383,383,383,Also kGlobalValueNumbering and kGvnDeadCodeElimination.,"Also, kGlobalValueNumbering and kGvnDeadCodeElimination. Why are these even considered necessary?",negated - healthy,152,55,0
380,380,382,384,384,384,"Sorry, I'm a moron. I didn't look closely enough what this does. You're still running through the whole cros_allow_auto_update check below even when this is set, so yeah, sounds perfectly reasonable.","Sorry, I made a mistake. I didn't look closely enough what this does. You're still running through the whole cros_allow_auto_update check below even when this is set, so yeah, sounds perfectly reasonable.",negated - toxic,266,199,1
