,Unnamed: 0.1,Unnamed: 0,Repo,GitHub_Type,Nr,original_statement,rephrased_statement,Non_Knowledge_label_FSE_paper_Giuliano,Non_knowledge_label_Roberts_Giuliano,long_short,ROGUE_precision,ROGUE_recall,ROGUE_f1,styles,original_Unnamed: 0.6,original_Unnamed: 0.5,original_Unnamed: 0.4,original_Unnamed: 0.3,original_Unnamed: 0.2,original_Unnamed: 0.1,original_Unnamed: 0,original_Repo,original_GitHub_Type,original_Nr,original_Non_Knowledge_label_FSE_paper_Giuliano,original_long_short,original_Giuliano_Comments,original_Non_Knowledge_label_FSE_paper_Sol,original_Non_knowledge_label_Roberts_Sol,original_Sol_Comments,original_Non_Knowledge_label_FSE_paper_Alena,original_Non_knowledge_label_Roberts_Alena,original_Alena_Comments,original_Roberts_label,original_FSE_label,original_binary_NK_label,original_final_label,original_rephrased_statement,Label_gpt-120b,final_label
5889,5889,6178,microsoft_vscode,,252223.0,VS Code suddenly stopped working. not listening to my messages.just showing refresh and dislike buttons,"I was mid-edit and suddenly VS Code stopped listening. No error messages, no crash log — just this strange interface with refresh and dislike buttons. I didn’t even know those buttons were a thing. Is this a bug, a feature, or did my install break?",Unknown,Neutral,short,0.1555555555555555,0.4666666666666667,0.2333333333333333,"('Casual/Conversational', 'Exploratory', 'Neutral')",95,95,95,95,95,95,95,microsoft_vscode,,252223.0,Unknown,short,,,,,,,,1,1,1,2,VS Code suddenly stopped working. not listening to my messages.just showing refresh and dislike buttons,Known Unknown,1
2420,2420,2534,tensorflow_tensorflow,issue,24828.0,"I tried installting tensorflow 1.12 using both pip install and building from source.However when I am trying to run faster rcnn model i get following error message:
Failed to get convolution algorithm. This is probably because cuDNN failed to initialize, so try looking to see if a warning log message was printed above.

I only get this with tf 1.12 and python 3.6 ,it works fine with python 3.6","I’m confused — TensorFlow 1.12 works fine on Python 3.7/3.8, but on Python 3.6 I get cuDNN initialization errors when running Faster R-CNN. The error says 'Failed to get convolution algorithm', but there’s no prior warning. Could this be because of an older cuDNN version bundled with TF 1.12 that doesn’t support Python 3.6’s ABI? I’m not sure if this is a bug or just legacy incompatibility.",Unknown,Neutral,long,0.1641791044776119,0.1594202898550724,0.1617647058823529,"('Casual/Conversational', 'Hedging', 'List')",38,38,38,38,38,38,38,tensorflow_tensorflow,issue,24828.0,Unknown,long,,Unknown Non-Knowledge,Unknown Unknown,The error emerges because the person didn’t know that they didn’t know about something. That something is explained in the next segment. ,kein Nichtwissen,error?,,2,1,1,2,"I tried installting tensorflow 1.12 using both pip install and building from source.However when I am trying to run faster rcnn model i get following error message:
Failed to get convolution algorithm. This is probably because cuDNN failed to initialize, so try looking to see if a warning log message was printed above.

I only get this with tf 1.12 and python 3.6 ,it works fine with python 3.6",Known Unknown,1
4000,4000,4181,numpy_numpy,issue,18004.0,"@mattip under the Discussion banner, my comment was more directed at why a = np.array([1., 2.], dtype=object) would be cast as an object array in the first place. Or perhaps it was the result of some process that casts all outputs as object arrays. Accounting for all cases where things may fail is a lost cause. This may be one example of the deprecation warnings might be useful, but where do you stop? You have one for ragged arrays (VisibleDeprecationWarning: Creating an ndarray from ragged nested sequences....), do you then have to provide one for arrays that shouldn't be cast as object arrays?","I’ve seen people trip over this object array behavior before, especially when migrating from pandas or sklearn. It’s not a crash, it’s just a silent type change that breaks downstream logic. Is this the kind of thing deprecation warnings were meant for? Or is it too niche, too ambiguous, to justify adding another warning to the noise?",Known,Neutral,long,0.1228070175438596,0.0679611650485436,0.0875,"('Casual/Conversational', 'Exploratory', 'Neutral')",64,64,64,64,64,64,64,numpy_numpy,issue,18004.0,Known,long,,,,,,,,2,2,1,2,"@mattip under the Discussion banner, my comment was more directed at why a = np.array([1., 2.], dtype=object) would be cast as an object array in the first place. Or perhaps it was the result of some process that casts all outputs as object arrays. Accounting for all cases where things may fail is a lost cause. This may be one example of the deprecation warnings might be useful, but where do you stop? You have one for ragged arrays (VisibleDeprecationWarning: Creating an ndarray from ragged nested sequences....), do you then have to provide one for arrays that shouldn't be cast as object arrays?",Known Unknown,1
5814,5814,6099,microsoft_vscode,,191374.0,"Curious: with your custom file system provider on vscode-userdata, are you converting back to a file URI and then handing the fsPath off to the disk file system provider? Or do you convert one level above on the level of the file service? Asking, because I wonder if there is already a bug in your provider where we potentially loose UNC paths.","When mapping virtual paths to the filesystem, do you invoke `uri.fsPath` inside your provider, or do you pass the raw URI to the file service? If it's the former, there may be an implicit loss of UNC semantics — is this documented or expected?",Known,Neutral,short,0.2272727272727272,0.1612903225806451,0.1886792452830188,"('Technical', 'Neutral', 'Concise')",93,93,93,93,93,93,93,microsoft_vscode,,191374.0,Known,short,,,,,,,,2,2,1,2,"Curious: with your custom file system provider on vscode-userdata, are you converting back to a file URI and then handing the fsPath off to the disk file system provider? Or do you convert one level above on the level of the file service? Asking, because I wonder if there is already a bug in your provider where we potentially loose UNC paths.",Known Unknown,1
30,30,30,pytorch_pytorch,issue,154997.0,"I accidentally discovered that nn.Linear with datatype float16/bfloat16 can produce significant numerical errors on sliced tensors:
 import torch
 torch.random.manual_seed(42)
 from torch import nn
 

 dtype = torch.float16
 batch, seq, embed_dim, delay = 2, 16, 4, 2
 x1 = torch.randn(batch, seq, embed_dim, device=""cuda"", dtype=dtype)
 x2 = x1[:, delay:]
 assert torch.allclose(x1[:, delay:], x2)
 net = nn.Linear(embed_dim, embed_dim).to(""cuda"").to(dtype=dtype)
 out1 = net(x1)
 out2 = net(x2)
 print((out1[:, delay:] - out2).abs().max())
 assert torch.allclose(out1[:, delay:], out2)
 

 I got the output like this:
 tensor(0.0010, device='cuda:0', dtype=torch.float16, grad_fn=<MaxBackward1>)
 Traceback (most recent call last):
  File ""/home/jewel/Workspaces/cusrl/test.py"", line 14, in <module>
  assert torch.allclose(out1[:, delay:], out2)
 AssertionError
 

 If the type is bfloat16, the error is even greater:
 tensor(0.0078, device='cuda:0', dtype=torch.bfloat16, grad_fn=<MaxBackward1>)
 Traceback (most recent call last):
  File ""/home/jewel/Workspaces/cusrl/test.py"", line 14, in <module>
  assert torch.allclose(out1[:, delay:], out2)
 AssertionError
 

 However, if the tensor is cloned after sliced x2 = x1[:, delay:].clone() or the type is float32, it will produce an error of exactly zero.
 tensor(0., device='cuda:0', grad_fn=<MaxBackward1>)
 

 I don't know if this is an allowable margin of error or a bug.","When applying nn.Linear to sliced float16 tensors on CUDA, I observe non-zero numerical discrepancies between applying the linear layer before versus after slicing—despite the input tensors being logically identical. The error is negligible in float32 or when cloning the sliced tensor, but exceeds tolerance thresholds in float16 and bfloat16. I'm uncertain whether this reflects an inherent limitation of reduced-precision computation or an unintended behavior in PyTorch's tensor view handling.",Known,Neutral,long,0.2028985507246377,0.0843373493975903,0.1191489361702127,"('Professional/Formal', 'Confidence', 'Neutral')",0,0,0,0,0,0,0,pytorch_pytorch,issue,154997.0,Known,long,,,,,,,,2,2,1,2,"I accidentally discovered that nn.Linear with datatype float16/bfloat16 can produce significant numerical errors on sliced tensors:
 import torch
 torch.random.manual_seed(42)
 from torch import nn
 

 dtype = torch.float16
 batch, seq, embed_dim, delay = 2, 16, 4, 2
 x1 = torch.randn(batch, seq, embed_dim, device=""cuda"", dtype=dtype)
 x2 = x1[:, delay:]
 assert torch.allclose(x1[:, delay:], x2)
 net = nn.Linear(embed_dim, embed_dim).to(""cuda"").to(dtype=dtype)
 out1 = net(x1)
 out2 = net(x2)
 print((out1[:, delay:] - out2).abs().max())
 assert torch.allclose(out1[:, delay:], out2)
 

 I got the output like this:
 tensor(0.0010, device='cuda:0', dtype=torch.float16, grad_fn=<MaxBackward1>)
 Traceback (most recent call last):
  File ""/home/jewel/Workspaces/cusrl/test.py"", line 14, in <module>
  assert torch.allclose(out1[:, delay:], out2)
 AssertionError
 

 If the type is bfloat16, the error is even greater:
 tensor(0.0078, device='cuda:0', dtype=torch.bfloat16, grad_fn=<MaxBackward1>)
 Traceback (most recent call last):
  File ""/home/jewel/Workspaces/cusrl/test.py"", line 14, in <module>
  assert torch.allclose(out1[:, delay:], out2)
 AssertionError
 

 However, if the tensor is cloned after sliced x2 = x1[:, delay:].clone() or the type is float32, it will produce an error of exactly zero.
 tensor(0., device='cuda:0', grad_fn=<MaxBackward1>)
 

 I don't know if this is an allowable margin of error or a bug.",Known Unknown,1
5679,5679,5938,microsoft_vscode,,191374.0,"I think this is a regression from partitioning state per profile. Specifically:

vscode/src/vs/platform/storage/electron-main/storageMain.ts

Line 278 in ec041fc
 return join(this.profile.globalStorageHome.fsPath, BaseProfileAwareStorageMain.STORAGE_NAME); 

When using fsPath, UNC paths only work for file scheme but now I think we have vscode-userdata as scheme. I am not sure when we made that flip. I think this is spreading to a lot more places, the code is very old and was always assuming file scheme to be used, which will not work anymore if a UNC path is used:

vscode/src/vs/code/electron-main/main.ts

Lines 251 to 259 in ec041fc
 Promise.all<string | undefined>([ 
         environmentMainService.extensionsPath, 
         environmentMainService.codeCachePath, 
         environmentMainService.logsHome.fsPath, 
         userDataProfilesMainService.defaultProfile.globalStorageHome.fsPath, 
         environmentMainService.workspaceStorageHome.fsPath, 
         environmentMainService.localHistoryHome.fsPath, 
         environmentMainService.backupHome 
 ].map(path => path ? FSPromises.mkdir(path, { recursive: true }) : undefined)), 

I think we will have to make a pass over .fsPath usage and find those that potentially use a non-file scheme...",The move to vscode-userdata: broke fsPath-based path resolution for UNC paths. I’m not confident I know all the places this affects — maybe we need a lint rule or static check for fsPath usage on non-file URIs?,Known,Neutral,long,0.2162162162162162,0.0606060606060606,0.0946745562130177,"('github_native', 'Neutral', 'Concise')",90,90,90,90,90,90,90,microsoft_vscode,,191374.0,Known,long,,,,,,,,2,2,1,2,"I think this is a regression from partitioning state per profile. Specifically:

vscode/src/vs/platform/storage/electron-main/storageMain.ts

Line 278 in ec041fc
 return join(this.profile.globalStorageHome.fsPath, BaseProfileAwareStorageMain.STORAGE_NAME); 

When using fsPath, UNC paths only work for file scheme but now I think we have vscode-userdata as scheme. I am not sure when we made that flip. I think this is spreading to a lot more places, the code is very old and was always assuming file scheme to be used, which will not work anymore if a UNC path is used:

vscode/src/vs/code/electron-main/main.ts

Lines 251 to 259 in ec041fc
 Promise.all<string | undefined>([ 
         environmentMainService.extensionsPath, 
         environmentMainService.codeCachePath, 
         environmentMainService.logsHome.fsPath, 
         userDataProfilesMainService.defaultProfile.globalStorageHome.fsPath, 
         environmentMainService.workspaceStorageHome.fsPath, 
         environmentMainService.localHistoryHome.fsPath, 
         environmentMainService.backupHome 
 ].map(path => path ? FSPromises.mkdir(path, { recursive: true }) : undefined)), 

I think we will have to make a pass over .fsPath usage and find those that potentially use a non-file scheme...",Known Unknown,1
330,330,349,pytorch_pytorch,issue,153960.0,"Upgrading to PyTorch 2.7 makes the following script randomly hang in distributed mode:
 import argparse
 import os
 import torch

 def main(bad = False):
  local_rank = int(os.environ[""LOCAL_RANK""])
  device = torch.device(""cuda"", local_rank)
  torch.cuda.set_device(device)
  if bad:
  torch.distributed.init_process_group(""nccl"", device_id=device)
  else:
  torch.distributed.init_process_group(""nccl"")

  device = torch.device(""cuda"")
  rank = torch.distributed.get_rank()
 
  for i in range(10000):
  if rank == 0:
  if i % 10 == 0:
  print(i)
  a = torch.ones(3, device=device)
  else:
  a = torch.zeros(3, device=device)
 
  torch.distributed.broadcast(a, src=0)
 
  torch.distributed.destroy_process_group()
 if __name__ == ""__main__"":
  parser = argparse.ArgumentParser()
  parser.add_argument(""--bad"", action=""store_true"", help=""Shows the bug"")
  args = parser.parse_args()
  main(args.bad)
 

 More precisely torchrun --nproc_per_node 8 -- script.py --bad will randomly start hanging (you might need to launch it a couple of times) whereas torchrun --nproc_per_node 8 -- script.py is fine.
 torchrun --nproc_per_node 8 -- script.py --bad completes normally in 2.6.0, so this looks like a regression in PyTorch 2.7. We tried different kinds of GPUs and it looks like the bug appears on all of them.","Our distributed training script hangs intermittently on PyTorch 2.7 when using `torchrun --nproc_per_node 8 --bad`, but works perfectly on 2.6.0. The difference is whether we pass `device_id=device` to `init_process_group`. With `bad=True`, we omit it, relying on `cuda.set_device`, and the broadcast stalls. Is this a device context leak in the NCCL backend? The code is otherwise minimal — just broadcast of a 3-element tensor across 8 ranks. Can someone confirm if this is a bug or a breaking change in 2.7?",Known,Neutral,long,0.1375,0.0723684210526315,0.0948275862068965,"('github_native', 'Confidence', 'Expand')",5,5,5,5,5,5,5,pytorch_pytorch,issue,153960.0,Known,long,,,,,,,,2,2,1,2,"Upgrading to PyTorch 2.7 makes the following script randomly hang in distributed mode:
 import argparse
 import os
 import torch

 def main(bad = False):
  local_rank = int(os.environ[""LOCAL_RANK""])
  device = torch.device(""cuda"", local_rank)
  torch.cuda.set_device(device)
  if bad:
  torch.distributed.init_process_group(""nccl"", device_id=device)
  else:
  torch.distributed.init_process_group(""nccl"")

  device = torch.device(""cuda"")
  rank = torch.distributed.get_rank()
 
  for i in range(10000):
  if rank == 0:
  if i % 10 == 0:
  print(i)
  a = torch.ones(3, device=device)
  else:
  a = torch.zeros(3, device=device)
 
  torch.distributed.broadcast(a, src=0)
 
  torch.distributed.destroy_process_group()
 if __name__ == ""__main__"":
  parser = argparse.ArgumentParser()
  parser.add_argument(""--bad"", action=""store_true"", help=""Shows the bug"")
  args = parser.parse_args()
  main(args.bad)
 

 More precisely torchrun --nproc_per_node 8 -- script.py --bad will randomly start hanging (you might need to launch it a couple of times) whereas torchrun --nproc_per_node 8 -- script.py is fine.
 torchrun --nproc_per_node 8 -- script.py --bad completes normally in 2.6.0, so this looks like a regression in PyTorch 2.7. We tried different kinds of GPUs and it looks like the bug appears on all of them.",Known Unknown,1
261,261,270,pytorch_pytorch,Issue,154093.0,"I want to export a model to onnx, the simple code like the following:
 from torch import nn
 import torch
 

 class Model(nn.Module):
  def forward(self, x, y):
  y = torch.repeat_interleave(y, x.shape[0], dim=0)
  return y
 

 device = 'cuda:1'
 model = Model()
 model.to(device)
 x = torch.zeros((3, 10)).to(device)
 y = torch.zeros((1, 10)).to(device)
 torch.onnx.export(model=model, f='model.onnx', args=(x, y))
 

 Running this code, and I got an exception:
 Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cpu! (when checking argument for argument index in method wrapper_CUDA__index_select)
 

 After debugging, I found that x.shape[0] is a tensor not a int, and its device is 'cpu' not 'cuda:1'
 Is that a bug, and how can I fix it?","I’m trying to export a model that uses dynamic repetition based on input shape: `y = torch.repeat_interleave(y, x.shape[0], dim=0)`. It runs fine during inference, but ONNX export throws a device mismatch error because `x.shape[0]` is a CPU tensor. This feels like a subtle edge case — shouldn’t shape metadata be device-agnostic? I don’t know if this is a bug or if I need to rewrite all my shape-dependent logic with `.item()` calls. Is this a known limitation for ONNX exports with CUDA tensors?",Known,Neutral,long,0.1686746987951807,0.1206896551724138,0.1407035175879397,"('Casual/Conversational', 'Hedging', 'Expand')",3,3,3,3,3,3,3,pytorch_pytorch,Issue,154093.0,Known,long,,,,,,,,2,2,1,2,"I want to export a model to onnx, the simple code like the following:
 from torch import nn
 import torch
 

 class Model(nn.Module):
  def forward(self, x, y):
  y = torch.repeat_interleave(y, x.shape[0], dim=0)
  return y
 

 device = 'cuda:1'
 model = Model()
 model.to(device)
 x = torch.zeros((3, 10)).to(device)
 y = torch.zeros((1, 10)).to(device)
 torch.onnx.export(model=model, f='model.onnx', args=(x, y))
 

 Running this code, and I got an exception:
 Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cpu! (when checking argument for argument index in method wrapper_CUDA__index_select)
 

 After debugging, I found that x.shape[0] is a tensor not a int, and its device is 'cpu' not 'cuda:1'
 Is that a bug, and how can I fix it?",Known Unknown,1
241,241,249,pytorch_pytorch,Issue,154093.0,"I want to export a model to onnx, the simple code like the following:
 from torch import nn
 import torch
 

 class Model(nn.Module):
  def forward(self, x, y):
  y = torch.repeat_interleave(y, x.shape[0], dim=0)
  return y
 

 device = 'cuda:1'
 model = Model()
 model.to(device)
 x = torch.zeros((3, 10)).to(device)
 y = torch.zeros((1, 10)).to(device)
 torch.onnx.export(model=model, f='model.onnx', args=(x, y))
 

 Running this code, and I got an exception:
 Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cpu! (when checking argument for argument index in method wrapper_CUDA__index_select)
 

 After debugging, I found that x.shape[0] is a tensor not a int, and its device is 'cpu' not 'cuda:1'
 Is that a bug, and how can I fix it?","I’ve written a simple PyTorch module that uses `x.shape[0]` to determine repetition count in `repeat_interleave`, and while it runs fine on GPU during training, ONNX export fails with a device conflict. I’m confused whether this is a bug in the exporter or an undocumented requirement that shape dimensions must be explicitly moved to the target device. Is there an official way to force shape tensors to inherit the input tensor's device during export?",Known,Neutral,long,0.136986301369863,0.0862068965517241,0.1058201058201058,"('Professional/Formal', 'Exploratory', 'List')",3,3,3,3,3,3,3,pytorch_pytorch,Issue,154093.0,Known,long,,,,,,,,2,2,1,2,"I want to export a model to onnx, the simple code like the following:
 from torch import nn
 import torch
 

 class Model(nn.Module):
  def forward(self, x, y):
  y = torch.repeat_interleave(y, x.shape[0], dim=0)
  return y
 

 device = 'cuda:1'
 model = Model()
 model.to(device)
 x = torch.zeros((3, 10)).to(device)
 y = torch.zeros((1, 10)).to(device)
 torch.onnx.export(model=model, f='model.onnx', args=(x, y))
 

 Running this code, and I got an exception:
 Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cpu! (when checking argument for argument index in method wrapper_CUDA__index_select)
 

 After debugging, I found that x.shape[0] is a tensor not a int, and its device is 'cpu' not 'cuda:1'
 Is that a bug, and how can I fix it?",Known Unknown,1
3879,3879,4057,numpy_numpy,issue,18004.0,Not sure how you are getting an object array here.,"I’m trying to trace why this operation results in an object array instead of a numeric one. The input seems clean, so I’m wondering if this is due to an edge case in dtype inference, or if some internal function is coercing the type unexpectedly.",Unknown,Neutral,short,0.0666666666666666,0.3,0.1090909090909091,"('Professional/Formal', 'Exploratory', 'List')",62,62,62,62,62,62,62,numpy_numpy,issue,18004.0,Unknown,short,,,,,,,,2,1,1,2,Not sure how you are getting an object array here.,Known Unknown,1
1011,1011,1057,pytorch_pytorch,Issue,21819.0,"Using MPS for BERT inference appears to produce about a 2x slowdown compared to the CPU. Here is code to reproduce the issue:
 # MPS Version
 from transformers import AutoTokenizer, BertForSequenceClassification
 import timeit
 import torch
 

 tokenizer = AutoTokenizer.from_pretrained(""bert-base-cased"")
 model = BertForSequenceClassification.from_pretrained(""bert-base-cased"").to(torch.device(""mps""))
 

 tokens = tokenizer.tokenize(""Hello world, this is michael!"")
 tids = tokenizer.convert_tokens_to_ids(tokens)
 with torch.no_grad():
  t_tids = torch.tensor([tids]*64, device=torch.device(""mps""))
  res = timeit.timeit(lambda: model(input_ids=t_tids), number=100)
 print(res)
 

 torch.backends.mps.is_available() reports True as expected.
 I chose a batch size of 64, since that was mentioned on the blog post for the ~5x speedup in Huggingface BERT.
 Running this benchmark, swapping ""mps"" and ""cpu"" for the devices, I get:
 CPU 18.38 s
 MPS 36.00 s
 And, for comparison, running this same snippet on an A10G using CUDA 11.6 on an AWS g5.xlarge instance (ubuntu 20.04, pytorch 1.11.0 compiled from source), I get:
 CUDA 0.82 s
 I used the no_grad() construction due to the comment mentioned on #77753.
 I used today's nightly build. Furthermore, I also built PyTorch from source and observed no differences on the results here. Lastly, I confirmed with Activity Monitor and powermetrics that the GPU is in fact being used, seeing GPU usage at 98.8%, GPU power spike to 15711 mW when running the MPS benchmark, and CPU power spiking as expected when running the CPU benchmark.
 So it does seem like things are ""hooked up"" right, just not efficient.
 As a side note, when building PyTorch from source, I observed in the CMake logs that Accelerate.framework was selected as the BLAS library, but sadly I didn't observe any power consumption by the ANE module, which is too bad.","MPS for BERT inference underperforms: 2x slower than CPU despite full GPU utilization. Same code, same batch. CUDA is blazing fast. Is this a known issue? Is there a hidden config to enable better transformer support on MPS?",Known,Neutral,long,0.2631578947368421,0.0377358490566037,0.066006600660066,"('github_native', 'Neutral', 'Concise')",16,16,16,16,16,16,16,pytorch_pytorch,Issue,21819.0,Known,long,,,,,,,,2,2,1,2,"Using MPS for BERT inference appears to produce about a 2x slowdown compared to the CPU. Here is code to reproduce the issue:
 # MPS Version
 from transformers import AutoTokenizer, BertForSequenceClassification
 import timeit
 import torch
 

 tokenizer = AutoTokenizer.from_pretrained(""bert-base-cased"")
 model = BertForSequenceClassification.from_pretrained(""bert-base-cased"").to(torch.device(""mps""))
 

 tokens = tokenizer.tokenize(""Hello world, this is michael!"")
 tids = tokenizer.convert_tokens_to_ids(tokens)
 with torch.no_grad():
  t_tids = torch.tensor([tids]*64, device=torch.device(""mps""))
  res = timeit.timeit(lambda: model(input_ids=t_tids), number=100)
 print(res)
 

 torch.backends.mps.is_available() reports True as expected.
 I chose a batch size of 64, since that was mentioned on the blog post for the ~5x speedup in Huggingface BERT.
 Running this benchmark, swapping ""mps"" and ""cpu"" for the devices, I get:
 CPU 18.38 s
 MPS 36.00 s
 And, for comparison, running this same snippet on an A10G using CUDA 11.6 on an AWS g5.xlarge instance (ubuntu 20.04, pytorch 1.11.0 compiled from source), I get:
 CUDA 0.82 s
 I used the no_grad() construction due to the comment mentioned on #77753.
 I used today's nightly build. Furthermore, I also built PyTorch from source and observed no differences on the results here. Lastly, I confirmed with Activity Monitor and powermetrics that the GPU is in fact being used, seeing GPU usage at 98.8%, GPU power spike to 15711 mW when running the MPS benchmark, and CPU power spiking as expected when running the CPU benchmark.
 So it does seem like things are ""hooked up"" right, just not efficient.
 As a side note, when building PyTorch from source, I observed in the CMake logs that Accelerate.framework was selected as the BLAS library, but sadly I didn't observe any power consumption by the ANE module, which is too bad.",Known Unknown,1
2404,2404,2518,tensorflow_tensorflow,issue,24828.0,"I tried installting tensorflow 1.12 using both pip install and building from source.However when I am trying to run faster rcnn model i get following error message:
Failed to get convolution algorithm. This is probably because cuDNN failed to initialize, so try looking to see if a warning log message was printed above.

I only get this with tf 1.12 and python 3.6 ,it works fine with python 3.6","Why does TensorFlow 1.12 throw a cuDNN initialization error only when running Faster R-CNN? I’ve double-checked my GPU drivers and cuDNN version, and everything looks fine — but the model works fine on the same system with TF 1.15. Is this a bug in TF 1.12’s cuDNN binding, or am I hitting a deprecated API that’s no longer supported?",Unknown,Neutral,long,0.1186440677966101,0.1014492753623188,0.1093749999999999,"('Casual/Conversational', 'Exploratory', 'List')",38,38,38,38,38,38,38,tensorflow_tensorflow,issue,24828.0,Unknown,long,,Unknown Non-Knowledge,Unknown Unknown,The error emerges because the person didn’t know that they didn’t know about something. That something is explained in the next segment. ,kein Nichtwissen,error?,,2,1,1,2,"I tried installting tensorflow 1.12 using both pip install and building from source.However when I am trying to run faster rcnn model i get following error message:
Failed to get convolution algorithm. This is probably because cuDNN failed to initialize, so try looking to see if a warning log message was printed above.

I only get this with tf 1.12 and python 3.6 ,it works fine with python 3.6",Known Unknown,1
1041,1041,1089,pytorch_pytorch,Issue,21819.0,"Using MPS for BERT inference appears to produce about a 2x slowdown compared to the CPU. Here is code to reproduce the issue:
 # MPS Version
 from transformers import AutoTokenizer, BertForSequenceClassification
 import timeit
 import torch
 

 tokenizer = AutoTokenizer.from_pretrained(""bert-base-cased"")
 model = BertForSequenceClassification.from_pretrained(""bert-base-cased"").to(torch.device(""mps""))
 

 tokens = tokenizer.tokenize(""Hello world, this is michael!"")
 tids = tokenizer.convert_tokens_to_ids(tokens)
 with torch.no_grad():
  t_tids = torch.tensor([tids]*64, device=torch.device(""mps""))
  res = timeit.timeit(lambda: model(input_ids=t_tids), number=100)
 print(res)
 

 torch.backends.mps.is_available() reports True as expected.
 I chose a batch size of 64, since that was mentioned on the blog post for the ~5x speedup in Huggingface BERT.
 Running this benchmark, swapping ""mps"" and ""cpu"" for the devices, I get:
 CPU 18.38 s
 MPS 36.00 s
 And, for comparison, running this same snippet on an A10G using CUDA 11.6 on an AWS g5.xlarge instance (ubuntu 20.04, pytorch 1.11.0 compiled from source), I get:
 CUDA 0.82 s
 I used the no_grad() construction due to the comment mentioned on #77753.
 I used today's nightly build. Furthermore, I also built PyTorch from source and observed no differences on the results here. Lastly, I confirmed with Activity Monitor and powermetrics that the GPU is in fact being used, seeing GPU usage at 98.8%, GPU power spike to 15711 mW when running the MPS benchmark, and CPU power spiking as expected when running the CPU benchmark.
 So it does seem like things are ""hooked up"" right, just not efficient.
 As a side note, when building PyTorch from source, I observed in the CMake logs that Accelerate.framework was selected as the BLAS library, but sadly I didn't observe any power consumption by the ANE module, which is too bad.","I'm observing a 2x performance regression when running BERT inference on MPS compared to CPU, despite confirming that the MPS backend is fully utilized (98.8% GPU utilization, 15.7W power spike). The same model on CUDA achieves 22x faster throughput. I've verified the setup with nightly builds, custom PyTorch compilations, and no_grad() context — yet the bottleneck persists. Is this expected behavior due to incomplete Accelerate.framework optimization for transformer workloads, or is there an unresolved dispatch issue in MPS for padded sequence batches?",Known,Neutral,long,0.2195121951219512,0.0679245283018867,0.1037463976945245,"('Technical', 'Confidence', 'Expand')",16,16,16,16,16,16,16,pytorch_pytorch,Issue,21819.0,Known,long,,,,,,,,2,2,1,2,"Using MPS for BERT inference appears to produce about a 2x slowdown compared to the CPU. Here is code to reproduce the issue:
 # MPS Version
 from transformers import AutoTokenizer, BertForSequenceClassification
 import timeit
 import torch
 

 tokenizer = AutoTokenizer.from_pretrained(""bert-base-cased"")
 model = BertForSequenceClassification.from_pretrained(""bert-base-cased"").to(torch.device(""mps""))
 

 tokens = tokenizer.tokenize(""Hello world, this is michael!"")
 tids = tokenizer.convert_tokens_to_ids(tokens)
 with torch.no_grad():
  t_tids = torch.tensor([tids]*64, device=torch.device(""mps""))
  res = timeit.timeit(lambda: model(input_ids=t_tids), number=100)
 print(res)
 

 torch.backends.mps.is_available() reports True as expected.
 I chose a batch size of 64, since that was mentioned on the blog post for the ~5x speedup in Huggingface BERT.
 Running this benchmark, swapping ""mps"" and ""cpu"" for the devices, I get:
 CPU 18.38 s
 MPS 36.00 s
 And, for comparison, running this same snippet on an A10G using CUDA 11.6 on an AWS g5.xlarge instance (ubuntu 20.04, pytorch 1.11.0 compiled from source), I get:
 CUDA 0.82 s
 I used the no_grad() construction due to the comment mentioned on #77753.
 I used today's nightly build. Furthermore, I also built PyTorch from source and observed no differences on the results here. Lastly, I confirmed with Activity Monitor and powermetrics that the GPU is in fact being used, seeing GPU usage at 98.8%, GPU power spike to 15711 mW when running the MPS benchmark, and CPU power spiking as expected when running the CPU benchmark.
 So it does seem like things are ""hooked up"" right, just not efficient.
 As a side note, when building PyTorch from source, I observed in the CMake logs that Accelerate.framework was selected as the BLAS library, but sadly I didn't observe any power consumption by the ANE module, which is too bad.",Known Unknown,1
4802,4802,5017,numpy_numpy,issue,28446.0,"Hmm, from the PR, maybe it really just needs to not use IterNextFunc *? But, that seems like a difference to C maybe (i.e. the cython versioni includes the pointer, C doesn't). I am not sure if Cython might want that.",Maybe the IterNextFunc* is just noise in Cython? But I’m not sure—I’ve seen cases where Cython needs pointer types even when C doesn’t. Is this one of those? I need more context on how Cython compiles function pointers.,Known,Neutral,short,0.1578947368421052,0.1463414634146341,0.1518987341772152,"('Casual/Conversational', 'Exploratory', 'Neutral')",77,77,77,77,77,77,77,numpy_numpy,issue,28446.0,Known,short,,,,,,,,2,2,1,2,"Hmm, from the PR, maybe it really just needs to not use IterNextFunc *? But, that seems like a difference to C maybe (i.e. the cython versioni includes the pointer, C doesn't). I am not sure if Cython might want that.",Known Unknown,1
