,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Repo,GitHub_Type,Nr,original_statement,rephrased_statement,Non_Knowledge_label_FSE_paper_Giuliano,Non_knowledge_label_Roberts_Giuliano,long_short,ROGUE_precision,ROGUE_recall,ROGUE_f1,styles,original_Unnamed: 0.4,original_Unnamed: 0.3,original_Unnamed: 0.2,original_Unnamed: 0.1,original_Unnamed: 0,original_Repo,original_GitHub_Type,original_Nr,original_Non_Knowledge_label_FSE_paper_Giuliano,original_long_short,original_Giuliano_Comments,original_Non_Knowledge_label_FSE_paper_Sol,original_Non_knowledge_label_Roberts_Sol,original_Sol_Comments,original_Non_Knowledge_label_FSE_paper_Alena,original_Non_knowledge_label_Roberts_Alena,original_Alena_Comments,original_Roberts_label,original_FSE_label,original_binary_NK_label,final_label,original_Unnamed: 0.6,original_Unnamed: 0.5,original_final_label,original_rephrased_statement
975,975,975,1013,pytorch_pytorch,issue,155309.0,The error is likely caused by how torch.export interacts with GPU-backed LSTM internals. It's possible that torch.export is not properly handling fused GPU kernels or CUDNN ops when fake tensors are involved during graph capture.,"Could the problem be that torch.export isn’t correctly handling the fused GPU kernels or cuDNN calls inside an LSTM when we use fake tensors during graph capture? That's what I suspect, but I'm not 100% sure.",Known,Known Unknown,short,0.3333333333333333,0.3428571428571428,0.3380281690140845,"('Casual/Conversational', 'Exploratory', 'Neutral')",21,21,21,21,21,pytorch_pytorch,issue,155309.0,Known,short,,,,,,,,2,2,1,1,,,,
4344,4344,4344,4564,microsoft_vscode,,251518.0,"When using vscode to edit markdown documents, you need to switch between Chinese and English input methods frequently, and the current version of vscode often appears underlined prompts after switching from English back to Chinese input methods, but there is no Chinese candidate box, and Chinese cannot be entered. I am wondering if this is a chromium bug that has since been fixed in chromium but for which we do not have the fix yet (since our Electron version is behind a bit).","Editing Markdown in VS Code requires switching input methods often, and I've noticed that after going back to Chinese the editor marks the text with an underline and fails to show any Chinese candidate box, making it impossible to type Chinese. I wonder whether this stems from a Chromium bug that has already been corrected in newer Chromium builds, while our Electron version remains outdated.",Known,Known Unknown,long,0.3230769230769231,0.253012048192771,0.2837837837837837,"('Neutral', 'Neutral', 'Neutral')",98,98,98,98,98,microsoft_vscode,,251518.0,Known,long,,,,,,,,2,2,1,1,,,,
4215,4215,4215,4414,microsoft_vscode,,252223.0,VS Code suddenly stopped working. not listening to my messages.just showing refresh and dislike buttons,VS Code now shows just a reload icon and a dislike toggle—no messages are processed.,Unknown,Unknown Unknown,short,0.2666666666666666,0.2666666666666666,0.2666666666666666,"('Technical', 'Exploratory', 'Concise')",95,95,95,95,95,microsoft_vscode,,252223.0,Unknown,short,,,,,,,,1,1,1,1,,,,
7736,7736,3284,3444,tensorflow_tensorflow,issue,62075.0,"Hello,

I'm experiencing the same issue, even though I meticulously followed all the instructions for setting up CUDA 11.8 and CuDNN 8.7. The error messages I'm encountering are as follows:

Unable to register cuDNN factory: Attempting to register factory for plugin cuDNN when one has already been registered.
Unable to register cuFFT factory: Attempting to register factory for plugin cuFFT when one has already been registered.
Unable to register cuBLAS factory: Attempting to register factory for plugin cuBLAS when one has already been registered.

I've tried this with different versions of Python. Surprisingly, when I used Python 3.11, TensorFlow 2.13 was installed without these errors. However, when I used Python 3.10 or 3.9, I ended up with TensorFlow 2.14 and the aforementioned errors.

I've come across information suggesting that I may not need to manually install CUDA and CuDNN, as [and-cuda] should handle the installation of these components automatically.

Could someone please guide me on the correct approach to resolve this issue? I've tried various methods, but unfortunately, none of them have yielded a working solution.","When I use Python 3.10/3.9, TensorFlow 2.14 insists on registering NVIDIA plugin factories that seem to already exist — but Python 3.11 with TF 2.13 doesn’t. Is this a side effect of how different Python versions handle shared library loading, or is TF 2.14’s build misconfigured for older interpreters? I’m unsure whether to downgrade TF, upgrade Python, or purge all CUDA installations and start over.",Known,Neutral,long,0.1692307692307692,0.0625,0.0912863070539419,"('Technical', 'Exploratory', 'Neutral')",53,53,53,53,53,tensorflow_tensorflow,issue,62075.0,Known,long,,,,,,,,2,2,1,1,53.0,53.0,2.0,"Hello,

I'm experiencing the same issue, even though I meticulously followed all the instructions for setting up CUDA 11.8 and CuDNN 8.7. The error messages I'm encountering are as follows:

Unable to register cuDNN factory: Attempting to register factory for plugin cuDNN when one has already been registered.
Unable to register cuFFT factory: Attempting to register factory for plugin cuFFT when one has already been registered.
Unable to register cuBLAS factory: Attempting to register factory for plugin cuBLAS when one has already been registered.

I've tried this with different versions of Python. Surprisingly, when I used Python 3.11, TensorFlow 2.13 was installed without these errors. However, when I used Python 3.10 or 3.9, I ended up with TensorFlow 2.14 and the aforementioned errors.

I've come across information suggesting that I may not need to manually install CUDA and CuDNN, as [and-cuda] should handle the installation of these components automatically.

Could someone please guide me on the correct approach to resolve this issue? I've tried various methods, but unfortunately, none of them have yielded a working solution."
169,169,169,185,pytorch_pytorch,Issue,154093.0,"I want to export a model to onnx, the simple code like the following:
 from torch import nn
 import torch
 

 class Model(nn.Module):
  def forward(self, x, y):
  y = torch.repeat_interleave(y, x.shape[0], dim=0)
  return y
 

 device = 'cuda:1'
 model = Model()
 model.to(device)
 x = torch.zeros((3, 10)).to(device)
 y = torch.zeros((1, 10)).to(device)
 torch.onnx.export(model=model, f='model.onnx', args=(x, y))
 

 Running this code, and I got an exception:
 Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cpu! (when checking argument for argument index in method wrapper_CUDA__index_select)
 

 After debugging, I found that x.shape[0] is a tensor not a int, and its device is 'cpu' not 'cuda:1'
 Is that a bug, and how can I fix it?","The ONNX export of my `Model` class aborts with a device‑consistency check failure. The underlying problem seems to be that `x.shape[0]` is a CPU‑bound tensor, causing `torch.repeat_interleave` to operate across devices. Is this a bug in the exporter, and should I explicitly convert the size to a Python integer (`x.shape[0].item()`) or otherwise synchronize devices?",Known,Known Unknown,long,0.2037037037037037,0.0948275862068965,0.1294117647058823,"('Technical', 'Neutral', 'Neutral')",3,3,3,3,3,pytorch_pytorch,Issue,154093.0,Known,long,,,,,,,,2,2,1,1,,,,
5517,5517,1065,1113,pytorch_pytorch,Issue,21819.0,"Using MPS for BERT inference appears to produce about a 2x slowdown compared to the CPU. Here is code to reproduce the issue:
 # MPS Version
 from transformers import AutoTokenizer, BertForSequenceClassification
 import timeit
 import torch
 

 tokenizer = AutoTokenizer.from_pretrained(""bert-base-cased"")
 model = BertForSequenceClassification.from_pretrained(""bert-base-cased"").to(torch.device(""mps""))
 

 tokens = tokenizer.tokenize(""Hello world, this is michael!"")
 tids = tokenizer.convert_tokens_to_ids(tokens)
 with torch.no_grad():
  t_tids = torch.tensor([tids]*64, device=torch.device(""mps""))
  res = timeit.timeit(lambda: model(input_ids=t_tids), number=100)
 print(res)
 

 torch.backends.mps.is_available() reports True as expected.
 I chose a batch size of 64, since that was mentioned on the blog post for the ~5x speedup in Huggingface BERT.
 Running this benchmark, swapping ""mps"" and ""cpu"" for the devices, I get:
 CPU 18.38 s
 MPS 36.00 s
 And, for comparison, running this same snippet on an A10G using CUDA 11.6 on an AWS g5.xlarge instance (ubuntu 20.04, pytorch 1.11.0 compiled from source), I get:
 CUDA 0.82 s
 I used the no_grad() construction due to the comment mentioned on #77753.
 I used today's nightly build. Furthermore, I also built PyTorch from source and observed no differences on the results here. Lastly, I confirmed with Activity Monitor and powermetrics that the GPU is in fact being used, seeing GPU usage at 98.8%, GPU power spike to 15711 mW when running the MPS benchmark, and CPU power spiking as expected when running the CPU benchmark.
 So it does seem like things are ""hooked up"" right, just not efficient.
 As a side note, when building PyTorch from source, I observed in the CMake logs that Accelerate.framework was selected as the BLAS library, but sadly I didn't observe any power consumption by the ANE module, which is too bad.","Why is MPS slower than CPU for BERT inference? My benchmark shows 36 seconds on MPS versus 18 on CPU using the same batch size (64) and no_grad(). I’ve ruled out build issues, confirmed GPU activity, and even checked that Accelerate.framework was linked. Is this performance expected given current MPS support for transformer ops, or is this a bug?",Known,Neutral,long,0.2711864406779661,0.060377358490566,0.0987654320987654,"('Professional/Formal', 'Hedging', 'Concise')",16,16,16,16,16,pytorch_pytorch,Issue,21819.0,Known,long,,,,,,,,2,2,1,1,16.0,16.0,2.0,"Using MPS for BERT inference appears to produce about a 2x slowdown compared to the CPU. Here is code to reproduce the issue:
 # MPS Version
 from transformers import AutoTokenizer, BertForSequenceClassification
 import timeit
 import torch
 

 tokenizer = AutoTokenizer.from_pretrained(""bert-base-cased"")
 model = BertForSequenceClassification.from_pretrained(""bert-base-cased"").to(torch.device(""mps""))
 

 tokens = tokenizer.tokenize(""Hello world, this is michael!"")
 tids = tokenizer.convert_tokens_to_ids(tokens)
 with torch.no_grad():
  t_tids = torch.tensor([tids]*64, device=torch.device(""mps""))
  res = timeit.timeit(lambda: model(input_ids=t_tids), number=100)
 print(res)
 

 torch.backends.mps.is_available() reports True as expected.
 I chose a batch size of 64, since that was mentioned on the blog post for the ~5x speedup in Huggingface BERT.
 Running this benchmark, swapping ""mps"" and ""cpu"" for the devices, I get:
 CPU 18.38 s
 MPS 36.00 s
 And, for comparison, running this same snippet on an A10G using CUDA 11.6 on an AWS g5.xlarge instance (ubuntu 20.04, pytorch 1.11.0 compiled from source), I get:
 CUDA 0.82 s
 I used the no_grad() construction due to the comment mentioned on #77753.
 I used today's nightly build. Furthermore, I also built PyTorch from source and observed no differences on the results here. Lastly, I confirmed with Activity Monitor and powermetrics that the GPU is in fact being used, seeing GPU usage at 98.8%, GPU power spike to 15711 mW when running the MPS benchmark, and CPU power spiking as expected when running the CPU benchmark.
 So it does seem like things are ""hooked up"" right, just not efficient.
 As a side note, when building PyTorch from source, I observed in the CMake logs that Accelerate.framework was selected as the BLAS library, but sadly I didn't observe any power consumption by the ANE module, which is too bad."
8995,8995,4543,4754,numpy_numpy,issue,28721.0,"If you call np.nanmin or np.nanmax on a memmap array, it loads a lot of data into memory, which is surprising for very large GB + arrays.","The fact that np.nanmin/nanmax load entire memmap arrays into memory came as a shock — I've been using them safely on multi-GB files thinking they were efficient, but now I realize I’ve been accidentally OOMing processes. This is a textbook unknown unknown: I didn't know the function didn't respect memmap semantics, and I didn't know I needed to check for it. I wish this were documented in bold red text.",Unknown,Neutral,short,0.0571428571428571,0.1481481481481481,0.0824742268041237,"('github_native', 'Confidence', 'Expand')",72,72,72,72,72,numpy_numpy,issue,28721.0,Unknown,short,,,,,,,,1,1,1,1,72.0,72.0,2.0,"If you call np.nanmin or np.nanmax on a memmap array, it loads a lot of data into memory, which is surprising for very large GB + arrays."
7458,7458,3006,3146,tensorflow_tensorflow,issue,46007.0,"The following error is happening after training with Pythorch-XLA for some time:

2020-12-28 01:56:05.252085: W    1417 tensorflow/core/distributed_runtime/rpc/grpc_remote_master.cc:160] RPC failed with status = ""Unavailable: Socket closed"" and grpc_error_string = ""{""created"":""@1609120565.251970000"",""description"":""Error received from peer ipv4:10.180.83.2:8470"",""file"":""external/com_github_grpc_grpc/src/core/lib/surface/call.cc"",""file_line"":1056,""grpc_message"":""Socket closed"",""grpc_status"":14}"", maybe retrying the RPC


*** Begin stack trace ***
        tensorflow::CurrentStackTrace()
        xla::XrtComputationClient::ReleaseHandles(std::vector<xla::XrtComputationClient::DeviceHandle, std::allocator<xla::XrtComputationClient::DeviceHandle> >*, std::function<xla::XrtSession::CachedNode const& (xla::XrtSession*, tensorflow::Scope const&, std::string const&)> const&, xla::metrics::Metric*, xla::metrics::Counter*)
        xla::XrtComputationClient::HandleReleaser()
        xla::util::TriggeredTask::Runner()


        clone
*** End stack trace ***

I was following the steps described here: https://cloud.google.com/tpu/docs/tutorials/roberta-pytorch with the same network parameters, just a different dataset.
I encountered an error before, but it was happening due to OOM on the VM after restoring a checkpoint, which reason why I increased VM memory.

It seems that the TPU is getting pre-empted somehow, but I don't have access to the runtime log as this happened overnight and it got automatically deleted by TFRC.","I’m seeing 'Socket closed' in PyTorch-XLA logs overnight. The traceback suggests it’s XLA’s internal handle cleanup failing — but why? Is this a result of TPU preemption, network instability, or a bug in XrtComputationClient? Without runtime logs, I’m guessing — how do I debug this properly?",Known,Neutral,long,0.1304347826086956,0.0437956204379562,0.0655737704918032,"('github_native', 'Exploratory', 'Concise')",48,48,48,48,48,tensorflow_tensorflow,issue,46007.0,Known,long,,,,,,,,2,2,1,1,48.0,48.0,2.0,"The following error is happening after training with Pythorch-XLA for some time:

2020-12-28 01:56:05.252085: W    1417 tensorflow/core/distributed_runtime/rpc/grpc_remote_master.cc:160] RPC failed with status = ""Unavailable: Socket closed"" and grpc_error_string = ""{""created"":""@1609120565.251970000"",""description"":""Error received from peer ipv4:10.180.83.2:8470"",""file"":""external/com_github_grpc_grpc/src/core/lib/surface/call.cc"",""file_line"":1056,""grpc_message"":""Socket closed"",""grpc_status"":14}"", maybe retrying the RPC


*** Begin stack trace ***
        tensorflow::CurrentStackTrace()
        xla::XrtComputationClient::ReleaseHandles(std::vector<xla::XrtComputationClient::DeviceHandle, std::allocator<xla::XrtComputationClient::DeviceHandle> >*, std::function<xla::XrtSession::CachedNode const& (xla::XrtSession*, tensorflow::Scope const&, std::string const&)> const&, xla::metrics::Metric*, xla::metrics::Counter*)
        xla::XrtComputationClient::HandleReleaser()
        xla::util::TriggeredTask::Runner()


        clone
*** End stack trace ***

I was following the steps described here: https://cloud.google.com/tpu/docs/tutorials/roberta-pytorch with the same network parameters, just a different dataset.
I encountered an error before, but it was happening due to OOM on the VM after restoring a checkpoint, which reason why I increased VM memory.

It seems that the TPU is getting pre-empted somehow, but I don't have access to the runtime log as this happened overnight and it got automatically deleted by TFRC."
4645,4645,193,198,pytorch_pytorch,issue,154556.0,"On the surface, it seems like ctx.unwrap_tensors() (with ctx being a PythonFunctionalizeAPI in this case) is not smart enough to handle tensor subclasses? Should it be handled there or more ad-hoc within flex_attention's impl?","Is it expected that PythonFunctionalizeAPI’s unwrap_tensors() fails with tensor subclasses, or is this a gap that should be fixed in the core? Maybe flex_attention needs its own workaround instead?",Known,Neutral,short,0.1034482758620689,0.088235294117647,0.0952380952380952,"('Casual/Conversational', 'Neutral', 'Neutral')",2,2,2,2,2,pytorch_pytorch,issue,154556.0,Known,short,,,,,,,,2,2,1,1,2.0,2.0,2.0,"On the surface, it seems like ctx.unwrap_tensors() (with ctx being a PythonFunctionalizeAPI in this case) is not smart enough to handle tensor subclasses? Should it be handled there or more ad-hoc within flex_attention's impl?"
8481,8481,4029,4210,numpy_numpy,issue,18004.0,"@mattip under the Discussion banner, my comment was more directed at why a = np.array([1., 2.], dtype=object) would be cast as an object array in the first place. Or perhaps it was the result of some process that casts all outputs as object arrays. Accounting for all cases where things may fail is a lost cause. This may be one example of the deprecation warnings might be useful, but where do you stop? You have one for ragged arrays (VisibleDeprecationWarning: Creating an ndarray from ragged nested sequences....), do you then have to provide one for arrays that shouldn't be cast as object arrays?","If numpy warns about ragged array creation, why not warn when numeric data is silently converted to object arrays? The performance implications are just as severe. But then again, if we warn for every possible dtype ambiguity, the user gets drowned in noise. Where’s the principled boundary here?",Known,Neutral,long,0.1041666666666666,0.0485436893203883,0.0662251655629139,"('Professional/Formal', 'Exploratory', 'Concise')",64,64,64,64,64,numpy_numpy,issue,18004.0,Known,long,,,,,,,,2,2,1,1,64.0,64.0,2.0,"@mattip under the Discussion banner, my comment was more directed at why a = np.array([1., 2.], dtype=object) would be cast as an object array in the first place. Or perhaps it was the result of some process that casts all outputs as object arrays. Accounting for all cases where things may fail is a lost cause. This may be one example of the deprecation warnings might be useful, but where do you stop? You have one for ragged arrays (VisibleDeprecationWarning: Creating an ndarray from ragged nested sequences....), do you then have to provide one for arrays that shouldn't be cast as object arrays?"
3339,3339,3339,3500,numpy_numpy,issue,28749.0,"I'm trying to compile a fix-form Fortran file with f2py. In the past I have had this working, but apparently some recent change has broken this? Or perhaps I'm doing something wrong.","When I run `f2py -c --f90flags='-ffixed-form' -m legacy_mod legacy_mod.f90` to produce a Python‑callable module from a fixed‑form Fortran file, the compilation halts with a cryptic error that never appeared before; I cannot determine if a subtle update in the Fortran‑to‑C translation layer or a mistake on my part is responsible for this unexpected breakage.",Unknown,Unknown Unknown,short,0.1111111111111111,0.1875,0.1395348837209302,"('Technical', 'Neutral', 'Expand')",75,75,75,75,75,numpy_numpy,issue,28749.0,Unknown,short,,,,,,,,1,1,1,1,,,,
3511,3511,3511,3675,numpy_numpy,pull,28453.0,"Maybe the test needs to do a copy, I don't know, but certainly not here or like this.","The unit test may require an explicit tensor.clone() prior to mutation; I'm uncertain whether this is the correct remediation, but the current invocation is certainly insufficient.",Known,Known Unknown,short,0.1538461538461538,0.2222222222222222,0.1818181818181818,"('Technical', 'Hedging', 'Concise')",79,79,79,79,79,numpy_numpy,pull,28453.0,Known,short,,,,,,,,2,2,1,1,,,,
2403,2403,2403,2506,tensorflow_tensorflow,issue,62075.0,"Hello,

I'm experiencing the same issue, even though I meticulously followed all the instructions for setting up CUDA 11.8 and CuDNN 8.7. The error messages I'm encountering are as follows:

Unable to register cuDNN factory: Attempting to register factory for plugin cuDNN when one has already been registered.
Unable to register cuFFT factory: Attempting to register factory for plugin cuFFT when one has already been registered.
Unable to register cuBLAS factory: Attempting to register factory for plugin cuBLAS when one has already been registered.

I've tried this with different versions of Python. Surprisingly, when I used Python 3.11, TensorFlow 2.13 was installed without these errors. However, when I used Python 3.10 or 3.9, I ended up with TensorFlow 2.14 and the aforementioned errors.

I've come across information suggesting that I may not need to manually install CUDA and CuDNN, as [and-cuda] should handle the installation of these components automatically.

Could someone please guide me on the correct approach to resolve this issue? I've tried various methods, but unfortunately, none of them have yielded a working solution.","Hello team, I've been reproducing the plugin registration failure across multiple environments. After following the official guide to install CUDA 11.8 and cuDNN 8.7, I launch a simple TensorFlow script (`import tensorflow as tf; tf.config.list_physical_devices('GPU')`) and receive three warnings: 'Unable to register cuDNN factory', 'Unable to register cuFFT factory', and 'Unable to register cuBLAS factory', each indicating that a factory for the respective plugin has already been registered. The issue only appears when I install TensorFlow 2.14 on Python 3.10 or 3.9; using Python 3.11 with TensorFlow 2.13 works without complaints. Some documentation mentions that the `and-cuda` wrapper can provision CUDA/cuDNN automatically, which might be interfering with my manual installation. I'm looking for a definitive procedure to either purge the pre‑installed CUDA libraries or configure TensorFlow to recognize the `and‑cuda` managed stack, but so far every attempt has left the system in a non‑functional state.",Known,Known Unknown,long,0.2482758620689655,0.2045454545454545,0.2242990654205607,"('Technical', 'Hedging', 'Expand')",53,53,53,53,53,tensorflow_tensorflow,issue,62075.0,Known,long,,,,,,,,2,2,1,1,,,,
7775,7775,3323,3487,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.",The presence of these messages after installation is confusing — I don’t know if they’re benign or if I missed a critical step in the setup process.,Known,Neutral,short,0.074074074074074,0.1176470588235294,0.0909090909090909,"('Professional/Formal', 'Hedging', 'Neutral')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly."
9375,9375,4923,5152,numpy_numpy,pull,28453.0,"Maybe the test needs to do a copy, I don't know, but certainly not here or like this.","This test doesn’t work as-is, but I’m not confident that inserting .clone() is the right solution—it might just paper over a misunderstanding of tensor semantics. I don’t know whether the framework expects views to be treated as immutable in this context.",Known,Neutral,short,0.073170731707317,0.1666666666666666,0.1016949152542373,"('Technical', 'Confidence', 'List')",79,79,79,79,79,numpy_numpy,pull,28453.0,Known,short,,,,,,,,2,2,1,1,79.0,79.0,2.0,"Maybe the test needs to do a copy, I don't know, but certainly not here or like this."
3641,3641,3641,3812,numpy_numpy,pull,26745.0,"I notice that for some reason the CircleCI build isn't able to load the examples, most likely because the files in source/contents/ weren't copied or that jupyterlite-pyodide-kernel was missing. I shall investigate.","Seems like the CI run can't locate the example files – maybe the copy step for `source/contents/` got skipped, or the `jupyterlite-pyodide-kernel` didn't get installed. I'm going to look into the build script to see where it might be dropping the ball.",Known,Known Unknown,,0.119047619047619,0.15625,0.1351351351351351,"('Casual/Conversational', 'Hedging', 'Expand')",82,82,82,82,82,numpy_numpy,pull,26745.0,Known,,,,,,,,,2,2,1,1,,,,
3054,3054,3054,3190,numpy_numpy,issue,29174.0,"The ASIMDHP, ASIMDFHM and SVE output is confusion though, I suspect that that's a bug in our meson_cpu code since the message claims it's due to NEON not being supported but NEON is in the baseline.","I am confident that the irregularities observed in the ASIMDHP, ASIMDFHM, and SVE results originate from a bug within the meson_cpu implementation, as the error report incorrectly cites NEON as unsupported while NEON is enabled by default.",Known,Known Unknown,short,0.2702702702702703,0.2777777777777778,0.273972602739726,"('Professional/Formal', 'Confidence', 'Expand')",68,68,68,68,68,numpy_numpy,issue,29174.0,Known,short,,,,,,,,2,2,1,1,,,,
7828,7828,3376,3540,tensorflow_tensorflow,issue,62075.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly.","I’ve followed the installation steps exactly as documented, but I’m still seeing these warning messages—could this mean something isn’t configured properly, or is this normal behavior I’m not aware of?",Known,Neutral,short,0.1,0.1764705882352941,0.1276595744680851,"('Technical', 'Exploratory', 'List')",54,54,54,54,54,tensorflow_tensorflow,issue,62075.0,Known,short,,,,,,,,2,2,1,1,54.0,54.0,2.0,"I still appear to be getting these messages however, so I'm not sure I've installed things correctly."
3849,3849,3849,4025,microsoft_vscode,issue,190859.0,Happened to me yesterday too. Spend a lot of time rebooting my machine and killing processes until I tried regular vscode to find that port forwarding was working fine there. What is weird though is that the browser just hangs. Nothing happens if you try localhost:4000. There is no error it just hangs but if I try a port that isn't being used like localhost:5000 then the browser says that there is a connection error,"After a series of reboots and process clean‑ups, I tried a standard VS Code launch and verified that the port‑forward (localhost:4000) showed as ESTABLISHED in netstat. Yet the browser just sits there, never returning a response. Accessing a random port such as localhost:5000 yields a prompt‑style connection failure. Might the VS Code remote tunnel be establishing the socket but not forwarding payloads for that specific endpoint?",Unknown,Known Unknown,short,0.2121212121212121,0.1866666666666666,0.1985815602836879,"('Technical', 'Exploratory', 'Neutral')",86,86,86,86,86,microsoft_vscode,issue,190859.0,Unknown,short,"person seems to be quite surprised about the error. Could also be Unknown unknown, I guess.",Unknown Non-Knowledge,Unknown Unknown,The person at that moment was not aware that they didn’t know about the problem.,known unknown (a question can be posed although it is not posed),known unknowns ,unknown unknowns for what has been yesterday. Today the person can already ask a question,2,1,1,1,,,,
7087,7087,2635,2757,tensorflow_tensorflow,issue,24496.0,"I'm running the CNN model on MNIST. When I'm running with the GPU, I am encountering
2018-12-20 20:09:13.644176: E tensorflow/stream_executor/cuda/cuda_dnn.cc:334] Could not create cudnn handle: CUDNN_STATUS_INTERNAL_ERROR

I did some digging and realized that it is a memory issue (which shouldn't be the case as I have 32GB of RAM and 64GB of swap. I ran htop when running the model and I have 20+GB free, which is more than enough to fit the 8GB vRAM mappings.

Using the gpu_options.allow_growth = True gets the model to work properly, and setting os.environ['CUDA_VISIBLE_DEVICES'] = '-1' also works. This means that I AM facing a memory issue, but I don't see how.","My MNIST model runs fine on CPU, but crashes on GPU with a CuDNN handle error — even though my GPU has 8GB free and I'm using a 28x28 image dataset. I’ve ruled out actual memory exhaustion. I suspect it's a lazy allocation or initialization issue with CuDNN, but I don’t know the internals well enough to say for sure. Is this a common gotcha devs run into when starting with TF + GPU?",Unknown,Neutral,long,0.1621621621621621,0.1111111111111111,0.1318681318681318,"('Casual/Conversational', 'Exploratory', 'List')",42,42,42,42,42,tensorflow_tensorflow,issue,24496.0,Unknown,long,,Unknown Non-Knowledge,Unknown Unknown,,known unknown (a question can be posed),known unknowns OR unknown knowns,see my comments above,2,1,1,1,42.0,42.0,2.0,"I'm running the CNN model on MNIST. When I'm running with the GPU, I am encountering
2018-12-20 20:09:13.644176: E tensorflow/stream_executor/cuda/cuda_dnn.cc:334] Could not create cudnn handle: CUDNN_STATUS_INTERNAL_ERROR

I did some digging and realized that it is a memory issue (which shouldn't be the case as I have 32GB of RAM and 64GB of swap. I ran htop when running the model and I have 20+GB free, which is more than enough to fit the 8GB vRAM mappings.

Using the gpu_options.allow_growth = True gets the model to work properly, and setting os.environ['CUDA_VISIBLE_DEVICES'] = '-1' also works. This means that I AM facing a memory issue, but I don't see how."
2522,2522,2522,2625,numpy_numpy,issue,28024.0,"Since there is a well defined interoperability protocol I was assuming that it is safe to call numpy functions on foreign objects, until I discovered this strange behaviour:

>>> import numpy as np
>>> class Kls: pass
...
>>> a = Kls()
>>> a.mean = None
>>> np.mean(a)
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
  File ""/Users/miccoli/work/uvenv/bigdata/.venv/lib/python3.12/site-packages/numpy/_core/fromnumeric.py"", line 3858, in mean
    return mean(axis=axis, dtype=dtype, out=out, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
TypeError: 'NoneType' object is not callable
>>> a.mean = lambda : 0
>>> np.mean(a)
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
  File ""/Users/miccoli/work/uvenv/bigdata/.venv/lib/python3.12/site-packages/numpy/_core/fromnumeric.py"", line 3858, in mean
    return mean(axis=axis, dtype=dtype, out=out, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
TypeError: <lambda>() got an unexpected keyword argument 'axis'

So if np.mean(a) discovers that a has a mean attribute, it blindly assumes that it is a method with the same semantics and signature of np.mean.

This is crazy! numpy does not owns the mean method and in fact other libraries implemented it in different ways:

>>> import polars as pl
>>> a = pl.Series([0, 1, 2])
>>> np.mean(a) #broken
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
  File ""/Users/miccoli/work/uvenv/bigdata/.venv/lib/python3.12/site-packages/numpy/_core/fromnumeric.py"", line 3858, in mean
    return mean(axis=axis, dtype=dtype, out=out, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
TypeError: Series.mean() got an unexpected keyword argument 'axis'
>>> np.mean(np.asarray(a)) #works
np.float64(1.0)","Crazy discovery: NumPy doesn't check whether an object's `mean` method matches NumPy's signature. When I gave a plain class a `mean` attribute, `np.mean` called it with `axis` and `dtype` and immediately crashed – even libraries like Polars suffer the same issue unless you first convert to a NumPy array.",Unknown,Unknown Unknown,long,0.2040816326530612,0.0473933649289099,0.0769230769230769,"('Casual/Conversational', 'Confidence', 'Expand')",56,56,56,56,56,numpy_numpy,issue,28024.0,Unknown,long,person seems to be quite surprised but not sure.,Unknown Non-Knowledge,Unknown Unknown,,,unknown unknowns,as always: it is not clear from that segment if knowledge is absent or someone else might know. But here I tent to say – it seems as nobody might know,1,1,1,1,,,,
10387,10387,5935,6225,microsoft_vscode,,252223.0,VS Code suddenly stopped working. not listening to my messages.just showing refresh and dislike buttons,"I didn’t even know VS Code could reach a state where it ignores all user input and renders only a minimal button set. It’s not crashing — it’s just… frozen in a non-interactive state. No console output, no logs — I’m completely in the dark about the cause.",Unknown,Neutral,short,0.0625,0.2,0.0952380952380952,"('Technical', 'Exploratory', 'Neutral')",95,95,95,95,95,microsoft_vscode,,252223.0,Unknown,short,,,,,,,,1,1,1,1,95.0,95.0,2.0,VS Code suddenly stopped working. not listening to my messages.just showing refresh and dislike buttons
