,Unnamed: 0.1,Unnamed: 0,_id,perspective_score,owner,repo,title,length,num_one_letter_word,num_non_alpha_in_middle,senti4sd_neutral_percentage,total_url,statement,num_modal_word,total_reference,num_punct,senti4sd_negative_percentage,senti4sd_positive_percentage,num_capital,num_QEMark,toxicity,len_text,label,is_toxic
61,61,18,prideR/PRIDE-R/13,0.0703092685,PRIDE-R,prideR,Statistics about instruments in PRIDE,285,4,1,0.5,1,"As a user it would be great to have a general statistics (number of proteins, projects and psms) by Instrument  Since this package includes just the core functionality provided by the PRIDE Archive web service, that additional functionality will be created in a separate package (e.g. ",2,0,7,0.0,0.5,9,0,n,284,healthy,0
62,62,68,platform/ngrx/1248,0.516864235,ngrx,platform,Component displays no data,394,5,3,1.0,1, doesn't receive data. Where do you initalize loading from http api? Your example app doesn't show so many things. And again all resources are behind a paywall or don't explain anything. The ... browser plugin shows that the store is populated with data. Why is there no data displayed?  Support questions should be asked on stackoverflow (with a ngrx tag) or the gitter channel.  ... assholes ,1,0,18,0.0,0.0,6,2,y,392,toxic,1
63,63,50,centreon/centreon/884,0.055541884,centreon,centreon,a new macro type: password,164,0,2,1.0,1," Author Name Quentin Garnier (Quentin Garnier) Original Redmine Issue 4923,  Date 2013-10-09 Original Assignee Sylvestre Ho  Hi, Can use password input for macros. ",0,0,7,0.0,0.0,16,0,n,162,healthy,0
64,64,35,cryptsetup-deluks/kriswebdev/6,0.06700923,kriswebdev,cryptsetup-deluks,Is this compatible with BSD (specifically DragonFlyBSD),333,4,2,1.0,1,"Is this compatible with BSD especifically with DragonFlyBSD?  Not tested but it should work as DragonFlyBSD seems to already implement cryptsetup. There's no additional dependency for cryptsetup-deluks.  @friend Hey man, do I need to first install DragonFlyBSD then I can set up deluks or do I first set up deluks then DragonFlyBSD? ",2,0,8,0.0,0.0,30,2,n,332,healthy,0
65,65,65,SevTech-Ages/DarkPacks/2607,0.519092014,DarkPacks,SevTech-Ages,Fluid Pump,368,8,5,1.0,0,"           hi my name is Smilemore79 I play sevtech ages on a server I'm very into it and love the way the mod is set up. not sure if I'm in the right place here for my issue I'm having. I'm in age three now and I'm wanting to make the bottler machine, it calls for the fluid pump, however I cant find any information or crafting recipe for it.   this forum sucks ass ",0,0,10,0.0,0.0,8,0,y,356,toxic,1
66,66,64,flood/jfurrow/758,0.26719621,jfurrow,flood,Pixel XL 3 displaying squished desktop view,4338,62,37,0.5625,0," Is this expected on a mobile device? Not very usable.  Hi @friend Thanks for posting your issue, but can you please take time to edit it in order to fill the issue template. I'm closing the issue until you fill it. Feel free to ask to re-open it as soon as it's done.  @friend it’s quite usable in landscape. Portrait indeed makes things hard.  Consider a smaller template, that is little much if want people to fill it out...for little issues like this. Also just be aware that no one gets the issue templates when they use a mobile device  Is it like this for all mobile devices? Is there no proper mobile views??  @friend done. Consider forking this project if you're a react dev because it appears to be dead. From experience, it's unlikely Jfurrow it's going to work on this again. I know that he wants to and doesn't want to 'give up', but it's not going to happen. I'm not sure continuing development in a repo under his name would be the best idea unless you have admin rights. It's going to be hard to find contributors at this point anyway, so idk if it's worth it.  @friend All our template are very small except the bug one that is medium size but all info are required to troubleshoot correctly, sorry. Flood is installed on a server (or more rarely a computer), you are troubleshooting on either the server or the computer, you're expected to fill the issue on your computer not your mobile device. And it is a github issue if issue template are not displaying on mobile not a flood one. No done, please fill Your Environment correctly. ♠masterlatestN.A.`.  @friend Please also read the CODE_OF_CONDUCT and do not PM people on discord, you have the issue tracker and the discord server to do so.  @friend 1) This is not the right issue to talk about that, let's talk in #672 and #712 2) Rather than inviting people to fork ask them to join the Organization (see #672) and ask @friend to transfer this repository to the organization  I use docker, yes I build it from master everyday. Honestly my OS and version, etc don't matter as this is clearly not environment specific or version specific and I use docker.... I don't know what you are talking about with discord....I didn't message anyone. It's clear that development is all but dead and getting petty over issue templates when this is clearly an issue with enough info really puts me off. Instead of fixing things, you want to be pedantic over what are simple bugs. I'm done with this project.  @friend So you should have write docker before, this is clearly important. False, commit id is important because you can talk about something already fixed for example, and yes environment and version are important because it can change the version of dependencies, that can change the final output or break something. Still nodejs 11.x or latest is not a version, for example  is. Also npm version is different from nodejs version, npm 11 doesn't even exist, for example I have npm . Sorry for discord I thought it was you, timing coincidence  1) Yes development is quite dead because there is only 1 dev that is @friend, I'm not a dev I'm just here to help managing issues, project management and gibing security advice. 2) No, there was not enough information, as I said commit ID, node and npm version and OS are very important even if you don't understand why. Without that it is impossible to troubleshoot. 3) Yes I won't fix this because I'm not a dev. I know a little about ruby but nothing about javascript. 4) I'm not pedantic, I'm assuring there is enough information to troubleshot, because just saying ""It won't work"" or just pasting a screenshot is clearly not enough to do anything. 5) I'm sorry but I'm spending my free time here just to help and you are very aggressive with me. Also this is a free, libre and open-source project, not a proprietary and paid product where you bought some support or anything. There is no warranty. If you think that development is to slow, please learn the JavaScript language and come help @friend. 6) About the template being to heavy that's why we slit issues by category. Here, we know now this is not a bug, so you should have open a Feature Request issue with a much lighter template. I'm sorry I'll lock this conversation as this is just you being aggressive and not constructive and violating the code of conduct. ",10,9,158,0.3125,0.125,92,4,y,4336,toxic,1
67,67,51,iroha/hyperledger/1251,0.068877235,hyperledger,iroha,Use hex-encoded query hashes instead of binary hashes,458,4,7,1.0,2,Signed-off-by Moonraker ssolonets@friend.com            Description of the Change This pr change QueryResponse.query_hash to be a hex-encoded string instead of byte array. Benefits Since this data is returned inside a json object is should have a hex representation - similar to transaction hashes. Binary strings can be a problem to deal with in some client languages. Possible Drawbacks -- Usage Examples or Tests [optional]   Alternate Designs [optional] ,2,0,17,0.0,0.0,17,0,n,457,healthy,0
68,68,101,editor-layer-index/osmlab/574,0.149216545,osmlab,editor-layer-index,providing a stable output for iD,3279,47,20,0.0,1,"Snipping a quote from  the imagery index in iD is only updated each iD release. It's almost been 2 months now since the last iD release which means their imagery index is almost 2 months out of date. I'd like to see that improved, but not sure on the best path forward. @friend you said this is because ELI doesn't issue stable releases, from my understanding after each commit Travis CI will test and rebuild the index, so is  not considered the stable up to date release which iD could pull each day or so for updates?  Sometimes the build is broken - this is just a fact of development.  It happens to this index sometimes.  When it happens, Potlatch doesn't work. For iD, I'm much more comfortable depending on software that's been published by a human.  Someone should take a quick look at it and say ""ok looks good"" before incrementing the version number and typing .  That's not really asking a lot.  This index doesn't really change much. Before I publish a new version of iD, I grab the latest copy of ELI, run my script on it, and do a  to see what actually got changed. Instead - when ELI does change, semantic versioning can be used to signal to downstream projects how disruptive the change is.  A change to an imagery source in the index could be a patch release, and iD could pull these automatically.   A new property added to the schema could be a minor release.  It would be easy to handle but I'd probably want to prepare for it.   Renaming / removing a property / changing the schema would be a major release, and would break downstream projects. ELI should be allowed to do this for good reasons.   If we worked to improve the testing, do you think we could ever reach a point where it's good enough to feed straight into iD? After all each PR would go through that automated testing, plus a second pair of eyes as part of the review. Even if it broke, it wouldn't be long before someone noticed and either reverted or corrected it. Even with a release, there's always a chance bugs make it through. If we versioned ELI and effectivly did a new patch release after each PR, would that release process give any more QA over the regular PR merge process? That's a fair point, I hadn't considered schema changes. I guess for that we would need semantic versioning. Perhaps we could build this into the PR process, so that we do new patch releases for each PR which we want to go through to iD straight away?  I feel like you are not even listening to me.  This project doesn't have a version number.  It has a robot that just runs  for people who forget to do it themselves.  The robot introduces conflicts when people actually do run make. It's a ruby script that runs make in a Travis hook to smoosh together JSON files with python.  ELI might just be the hackiest nonsense I've ever seen.  This is not how reliable software is built.  ""Adding more checks"" is missing the point.  Anyone with osmlab rights could just delete all the files.  That we could ""fix it quickly"" is also missing the point.  I'm sure I'd be the person responsible for fixing it quickly. We will never take the autogenerated output on the master development branch of ELI and push it directly into iD.  Never ever.  Stop asking. Let's close this issue, so I can get on with my weekend. ",25,4,91,0.5714285714285714,0.2857142857142857,98,4,y,3278,toxic,1
69,69,58,codechallenges/divinedragon/220,0.071828425,divinedragon,codechallenges,GH-192: Adds Java and Junit class for CodingBat-Array1-double23,146,0,7,1.0,0,Codecov Report    Impacted Files Coverage Δ      src/main/java/codingbat/array1/P15_Double23.java      Continue to review full report at Codecov. ,0,5,8,0.0,0.0,9,0,n,145,healthy,0
70,70,29,svg-material-icons/rcotrina94/1,0.0312881854999999,rcotrina94,svg-material-icons,Google updated Material Icons Library to version 2.2.0,404,1,1,0.0,0,"There are new icons added to the Material icon library. Ive used your sprites up until now cause it works perfectly with Angular material. But need the new icons that are added. Are there any plan for adding the new icons to your sprites? Would really appreciate it!  @friend  Hi, thanks for letting me know this, and sorry for the super delayed response. I'll get some time to update the icons. Thanks! ",2,0,12,0.0,1.0,10,3,n,403,healthy,0
71,71,100,ludwig/uber/184,0.21941069,uber,ludwig,Can I generate character sequences with Ludwig?,1832,24,19,0.2857142857142857,0,"Please, read the docs, the faqs and the blogpost that describe Ludwig BEFORE asking questions. The short answers are ""yes, it can generate characters"" adn ""not yet, the transformer is coming in the next update"".  I'm sorry, I found the transformer plans in FAQ. However, I can't find a sequence of character generation example on the list of examples. I'm looking for a way to do what char-rnn does with Shakespeare text but with Ludwig. Care to help me?  Use a text feature and set  ;) In the docs text feature  I have input file called shakespeare.csv of 1mb with First Citizen Before we proceed any further, hear me speak. All Speak, speak. First Citizen You are all resolved rather to die than to famish? All Resolved. resolved. First Citizen First, you know Caius Marcius is chief enemy to the people. All We know't, we know't. ... I have test.yaml with input_features name shakespeare     type text     encoder rnn     cell lstm     bidirectional true     level char  output_features name shakespeare     type text  I use ludwig experiment --data_csv shakespeare.csv --model_definition_file test.yaml butain it doesn't train, gives me ""TypeError 'int' object is not callable"". I suspect there are some things I'm doing wrong, I want to generate new text in the style of Shakespeare. If you know how to do it please tell me so I can do it. Thanks.  you have to respect Ludwig's data format. READ THE DOCS.  I have read the damn docs! They are obviously not clear enough, at least on my problem. Being Ludwig promoted as easy to implement as it is, I was expecting a little quick help instead of just saying read the docs like a robot. For now I'll wait until Uber hires someone who can respond to my questions properly.  @friend this entitled and abusive attitude is not constructive and will not get you any help from anyone. ",6,0,75,0.4285714285714285,0.2857142857142857,71,3,y,1831,toxic,1
72,72,82,babel/babel/8432,0.07422348,babel,babel,BABEL ARE YOU OK,1268,11,10,0.0,0,"SOURCE CODE GENERATED CODE WHAT IS WRONG WITH YOU PEOPLE? DO YOU EVER WRITE DOCUMENTATION FOR YOUR CODE? THIS IS UTTERLY RIDICULOUS.  Hey @friend! We really appreciate you taking the time to report an issue. The collaborators on this project attempt to help as many people as possible, but we're a limited number of volunteers, so it's possible this won't be addressed swiftly. If you need any help, or just have general Babel or JavaScript questions, we have a vibrant Slack community that typically always has someone willing to help. You can sign-up here for an invite.  Please fill our issue template so that we can actually help you. Feel free to open a new issue.  Rude issues aren't the way to get help. Please follow the code of conduct.  I legitimately can't tell what issue you're running into from this code sample. With the plugins you've listed and the input code, the example generated code is not what Babel produces, since there is a  variable that does not exist in the input, and otherwise looks like what I'd expect. You have not stated what about it is different from what you expected, and we are not psychic. You're clearly frustrated, but if your goal is just to vent at us and not have a useful discussion, you are not welcome on this project. ",5,0,37,0.4,0.4,127,3,y,1267,toxic,1
73,73,12,sequelize-typescript/RobinBuschmann/359,0.0510330275,RobinBuschmann,sequelize-typescript,Type issue when passing string key to where clause,377,4,2,0.5,1,"Typescript compiler complains when I put query association syntax to where clause. Here's the query I get error It's actullay acceptable by sequelize and works as expected but not documented in the docs. See discussions here #3095.  Hey @friend, thanks for reporting. You need to use . There is currently no way to have type safety with the  syntax. See this issue  this helps ",0,0,11,0.0,0.5,10,0,n,376,healthy,0
74,74,62,Ghost-CLI/TryGhost/678,0.27550778,TryGhost,Ghost-CLI,​,3084,36,20,0.3333333333333333,0,"This issue is a  [x] Bug Report [ ] Feature Request  Steps to Reproduce (for a bug report)    What password? No error at this point, especially no error log. Running above from hand works asap btw. works with the following, irrational warning Your template is a mess, so this submission is. Not my fault. PS Also, I had to uninstall Let's encrypt in order to pass SSL step. That should never be required. Bug submission checklist  [ ] Tried to find help in Slack &amp; Docs I do not agree with Slack's ToS [x] Checked for existing issues [ ] Attached log file No error log at this point of installation [ ] Provided technical details incl. operating system They are generated upon error, but no error log at this point of installation   Hey @friend Please don't use GitHub for support. This is not a bug with the CLI, but normal UNIX system behaviour were you get asked for your sudo password, as the command is running as . I'm closing this as it's not a bug in the CLI.  It's obviously not a  password ask and I am not asking for support. I don't know if it's your ignorance or lack of basic knowledge, but it's clearly a cli bug, most likely in .  FYI you're definitely breaking rule 3 of the CoC Because of other issues, when a sudo command is run, output is proxied through the CLI, so when the sudo password is requested, you don't get the usual command. There was intentional context () to suggest the CLI was asking for the sudo password. Your issue with installing knex-migrator isn't an issue with ghost, rather an issue with NPM and the way it handles installation (on what I'm presuming is node 8)  Falsely accusing someone being not respectful is a serious defamation. That's shame you personally attack others in order to defend your lack of basic knowledge. My issue is not with installing , but running it from your cli. My issue #678 is related, if not duplicate of issue #378, that was correctly marked as bug by less ignorant and more knowledgable ghost developers than you two. I was respectful until now, but at this point you showed that you don't deserve any kind of respect. At this point, I've lost the interest of ghost, so I've lost the interest in this bug report aswell. No regards.  Alright....    Nobody accused you 'falsely' you clearly were not respectful    Your issue does neither have a title nor any other description. You were starting this issue with asking what the password is for, which is clearly a support question. This was listed as ""1."", but never followed by a ""2."".  With our issue template we ask you to supply information, which you didn't do. At no point whatsoever did you say which node version, OS, CLI, or Ghost version you're having issue with. Hence there is no way to reproduce what you are experiencing.  Support is only offered by the community in our Slack community and not here on GitHub. We ask you to respect our project and the people that are contributing to it. If - after looking further into it and gathering more necessary information - it turns out to be an issue with the CLI, we can always reopen it again.   ",2,4,115,0.0,0.6666666666666666,103,1,y,3081,toxic,1
75,75,96,RasPlex/RasPlex/562,0.46173756,RasPlex,RasPlex,Use TPLink Archer 1U on Rasplex chipset mt7610u,404,1,3,0.25,1,"Hello, Is it possible to add support for this chipset wireless ? I can help if you want. Thanks. Jon  yeah that would be great. or at least short instructions how the driver could be installed manually? (mt7610) because the instructions from here are not working on the libreelec/rasplex system   Nobody listen to this fucking repo ( On Fri, 6 Apr 2018, 1953 Joseph Weigl, notifications@friend.com wrote ",3,16,15,0.5,0.25,11,2,y,403,toxic,1
76,76,77,Laravel-Excel/Maatwebsite/1768,0.0902702339999999,Maatwebsite,Laravel-Excel,Using Exportable properties in `map` and `headings` methods ,1311,8,9,0.3333333333333333,3," PHP version 7.1.7 Laravel version 5.6 Package version 3.0  Description Is there a way I can use my Exportable Model properties inside headings &amp; map? I trued to call  within those methods and get unknowned property of null error. I want to be able to dynamically change the headers and data based on this certain ""type"". See below Code  Thanks for submitting the ticket. Unfortunately the information you provided is incomplete. We need to know which version you use and how to reproduce it. Please include code examples. Before we can pick it up, please check ( and add the missing information. To make processing of this ticket a lot easier, please make sure to check ( and double-check if you have filled in the issue template correctly. This will allow us to pick up your ticket more efficiently. Issues that follow the guidelines correctly will get priority over other issues.  Does the developer ever comment on these issues?  Dear Taylor, Yes, our developers try to help as much as possible. Please read this information  you need elaborate support or need it urgently, we can offer this on a commercial basis. Please contact info@friend.nl or via phone +31 (0)10 744 9312  We offer support on based on best effort. If you don't respect that, than we can't help you. Our software is fully optional. ",6,0,41,0.0,0.6666666666666666,31,2,y,1309,toxic,1
77,77,25,CoCEd/tmedwards/18,0.05335374,tmedwards,CoCEd,Crash when opening saves in CoC Revamp Mod,1202,3,42,0.5,0,"Error as follows- [CoCEd 1.3.1.28497, CoC Data 1.0.2_v+_03] System.NullReferenceException Object reference not set to an instance of an object.    at CoCEd.ViewModel.ItemSlotVM.get_Type() in C\Users\tmedwards\Documents\Visual Studio 2015\Projects\CoCEd\CoCEd\ViewModel\ItemVM.csline 109    at CoCEd.ViewModel.GameVM..ctor(AmfFile file, GameVM previousVM, Boolean isRevampMod) in C\Users\tmedwards\Documents\Visual Studio 2015\Projects\CoCEd\CoCEd\ViewModel\GameVM.csline 166    at CoCEd.ViewModel.VM.Load(String path, SerializationFormat expectedFormat, Boolean createBackup) in C\Users\tmedwards\Documents\Visual Studio 2015\Projects\CoCEd\CoCEd\ViewModel\VM.csline 127    at System.Windows.EventRoute.InvokeHandlersImpl(Object source, RoutedEventArgs args, Boolean reRaised)    at System.Windows.UIElement.RaiseEventImpl(DependencyObject sender, RoutedEventArgs args)    at System.Windows.Controls.MenuItem.InvokeClickAfterRender(Object arg)    at System.Windows.Threading.ExceptionWrapper.InternalRealCall(Delegate callback, Object args, Int32 numArgs)    at MS.Internal.Threading.ExceptionFilterHelper.TryCatchWhen(Object source, Delegate method, Object args, Int32 numArgs, Delegate catchHandler) ",0,0,75,0.0,0.0,169,0,n,1201,healthy,0
78,78,119,diaspora/diaspora/7891,0.129427775,diaspora,diaspora,"Templates failed, did no changes",2878,20,81,0.6666666666666666,1,"Hello, what can I do if my templates are broken or something else in the asset pipe is missing? I override some CSS things, imported it in the scss files and then i was figuring out how to get those assets in the system, i did following a few times RAILS_ENV=production bundle exec rails assetsclobber RAILS_ENV=production bundle exec rails assetsclean RAILS_ENV=production bundle exec rails assetsprecompile Then I also changed the logo on my pod (diaspora/app/assets/branding/logos) But they all worked yesterday. First thing which come up was that the branding/logos/asterisk_white_mobile.png was not found, but it was there, i changed something on templates and could not remember, so i put the original back in. [2018-10-13T153023] FATAL PID-32105 TID-19394480 Rails [2018-10-13T153023] FATAL PID-32105 TID-19394480 Rails app/views/layouts/_header.html.haml17in block in _app_views_layouts_with_header_html_haml4381373114498847661_87208320' app/views/layouts/with_header.html.haml1in _app_views_layouts_with_header_with_footer_html_haml1720277477106993151_92204540' app/controllers/home_controller.rb25in image_url'block in _app_views_layouts_application_mobile_haml___4598889698582784532_59880980' app/views/layouts/application.mobile.haml8in to_mobile' app/controllers/tags_controller.rb43in I tried to change the _header.mobile.haml and _header.haml to something like that and also tried to insert skip_pipeline, but syntax was wrong or it not worked, but it not worked. What's the point? Regards 001101  Hello, GitHub is not a support forum; it's an issue tracker. For support issues, please post in the podmin support section of our Discourse forum.  @friend You are wrong  No, he is not. And since you already posted there, I will close this issue.  He is and I posted after he told me, postfactum century here we are!! The main reason why Github is the first choice, cause no noob in the forum has a clue about the code these days, got one answer, which repeats what I already wrote, great support!  Before you contribute, comment, or somehow interact with this project any further, I'd like you to read our community guidelines, as well as our Code of Conduct. If you disagree with those rules and do not want to follow them, please stop interacting with this project. When members of the project team, clearly indicated by a ""member"" badge in the header of all GitHub comments, ask you in a friendly tone do do something, then they do this because our project has rules, and everyone needs to follow them. In this case, GitHub is there to track software issues and track actionable feature requests. Support requests of any kind are handled on Discourse, as this allows more people to join. If you don't like this, well, too bad. This decision has been made by the majority of our community, and we for sure will not change our work just because you feel like it. ",5,0,153,0.125,0.2083333333333333,92,5,y,2877,toxic,1
79,79,33,manageiq/ManageIQ/1210,0.18790093,ManageIQ,manageiq,[WIP] EmsCluster#all_resource_pools sometimes includes the default resource pool,2455,31,37,0.5625,3,"vc_refresh_spec has been sporadically failing with Attached is code that will recreate it eventually, it seems as though sometimes the default resource pool is not the ""first"" resource pool.  Note, below that the same seed fails in different iterations of the test. `  Checked commit  with rubocop 0.27.1 1 file checked, 1 offense detected vmdb/spec/models/ems_refresh/refreshers/vc_refresher_spec.rb  [ ] Warn - Line 28, Col 1 - Lint/BlockAlignment -  at 28, 0 is not aligned with  at 14, 2   Wait, I think the PR tltle is backwards or maybe I'm misreading.  If the code it blowing up on  then that is testing .descendants, not .all_resource_pools.  @friend I got this to repeat locally.  Trying to understand what's going on.  @friend yay, I guess.  @friend haha.... So a ""good"" run in our environment looks like the following.  Notice that for descendants the Default is always first which is the expectation. And here's a ""bad"" run.  Notice that the Default is not first.  I even noticed that in the ""good"" run, all_resource_pools_with_default did not have the Default first which I would have expected, but isn't technically required there.  Cool @friend, I'm glad you confirmed what I found.  My concern is that it's not a test bug but a relationship sporadic bug.  I've narrowed this down to a bug in ancestry gem.  It's quite sinister, and not fixed on ancestry master.  The line in question is here  .  Notice the .  This should work, but the  call after it seems to completely remove the ordering generated by that. For our code, the SQL generated by that code is Notice the lack of ordering clause. If I put the  after the , the SQL becomes Also note that the ancestors method and the path method do the right thing, but the descendants method and the subtree method do the ""wrong"" thing.  Ugh, actually, right after I sent that I realized that the ordering in question doesn't actually order the elements.  I guess  doesn't do what I expected.  Opened an issue  may have to put in a (temporary?) code fix on our side, because I'm not sure it's easily solvable in upstream.  Related #2481  yeah I'm going to have to add local code to workaround this issue...maybe I can do something general in RelationshipMixin / Relationship  @friend @friend What is the status of this PR?  &lt;pr_mergeability_checker /&gt;This pull request is not mergeable.  Please rebase and repush.  @friend I say we close this and fix it in ancestry or monkey patch it. ",5,0,125,0.3125,0.125,66,2,n,2454,healthy,0
80,80,34,angular-basics/kianaditya/64,0.17034961,kianaditya,angular-basics,Bump jasmine-core from 2.99.1 to 3.4.0,2641,6,48,1.0,14,"Bumps jasmine-core from 2.99.1 to 3.4.0. &lt;details&gt; &lt;summary&gt;Release notes&lt;/summary&gt;  *Sourced from [jasmine-core's releases]( []( Fix links in 3.4 release notes - []( Bump version to 3.4 - []( No  in the suite - []( Handle WebSocket events in IE when detecting Errors - []( Allow excluded specs in CI without breaking the output - []( Merge branch 'wood1986-fix/npm-audit-dependencies-and-fast-glob-only-failed-t... - []( Consolidate some dev dependencies and use more maintained versions - []( Make node execution default and override for browsers - []( Fix sauce status codes and try travis built-in node support - []( Use the correct env var from travis for tunnels - Additional commits viewable in [compare view]( /&gt;  [![Dependabot compatibility score]( will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting .  [//] # (dependabot-automerge-start) [//] # (dependabot-automerge-end)  ---  &lt;details&gt; &lt;summary&gt;Dependabot commands and options&lt;/summary&gt; &lt;br /&gt;  You can trigger Dependabot actions by commenting on this PR -  will rebase this PR -  will recreate this PR, overwriting any edits that have been made to it -  will merge this PR after your CI passes on it -  will squash and merge this PR after your CI passes on it -  will cancel a previously requested merge and block automerging -  will reopen this PR if it is closed -  will close this PR and stop Dependabot creating any more for this minor/major version (unless you reopen the PR or upgrade to it yourself) -  will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself) -  will set the current labels as the default for future PRs for this repo and language -  will set the current reviewers as the default for future PRs for this repo and language -  will set the current assignees as the default for future PRs for this repo and language -  will set the current milestone as the default for future PRs for this repo and language -  will comment on this PR with code to add a ""Dependabot enabled"" badge to your readme  Additionally, you can set the following in your Dependabot [dashboard]( Update frequency (including time of day and day of week) - Automerge options (never/patch/minor, and dev/runtime dependencies) - Pull request limits (per update run and/or open at any time) - Out-of-range updates (receive only lockfile updates, if desired) - Security updates (receive only security updates, if desired)  Finally, you can contact us by mentioning @friend.  &lt;/details&gt;",18,22,191,0.0,0.0,73,1,n,2641,healthy,0
81,81,24,declarative-lookup-rollup-summaries/afawcett/149,0.0507445235,afawcett,declarative-lookup-rollup-summaries,Allow user to add a space after the Concatenate Delimiter,2019,26,13,0.6666666666666666,0,"This is a cool tool and is saving me a lot of work. Good job folks! Here's an enhancement idea. Allow the user to create a rollup that concatenates string fields with a space after the delimiter. My challenge was that I needed to concatenate together some text that will be pulled from Salesforce into a form letter. Currently there is not an obvious way to add a space in the appropriate place, and my concatenated text looked like this State Florida - $25,000,State Michigan - $31,695,State Oregon - $1,234 but what I needed was this State Florida - $25,000, State Michigan - $31,695, State Oregon - $1,234 I was able to work around this issue by making the target field a Rich Text formatted field and then adding an HTML non-breaking space clause in the Concatenate Delimiter field, like so ,&nbsp; But that took a good bit of brain aerobics. It would be useful to be able to add a space without having to use a Rich Text field or any HTML.  Thanks for the kind words! plus one  Can you elaborate on 'then adding an HTML non-breaking space clause in the Concatenate Delimiter field' please.  See more info here  Ha. Looks like github parses out the HTML. Let me try it again ,&amp; nbsp; (without the space between the &amp; and the n) is how I set the Concatenate Delimiter to show a comma followed by a space. Remember that this requires that the target field be of type Rich Text.  Got it thanks! plus one  @friend @friend , How would you guys feel about an additional checkbox on the entry page that is named ""Add trailing space""? I think this is something we should fix as I've been asked about this exact issue when we can't make things rich text.  I was thinking of adding NBSP() in addition to BR(), handling by extending the following code.  If the target field is a rich text field the code would replace NBSP() with &amp; nbsp ; or just the space character accordingly.  I think this would work right?  I agree. That would be a simple and easy fix.  Fixed in current release.  For simple spaces use SP() ",8,0,81,0.0833333333333333,0.25,84,5,n,2018,healthy,0
82,82,116,Google-Play-Music-Desktop-Player-UNOFFICIAL-/MarshallOfSound/2942,0.043794651,MarshallOfSound,Google-Play-Music-Desktop-Player-UNOFFICIAL-,#2334 (for #2224) introduced usability issue (redundant menu),2953,52,26,0.7142857142857143,0,"OS Windows 10 (don't think OS matters here) Issue Descriptions 2334 for #2224 via the ""keep sidebar open"" option created a usability issue with having two identical menus visible.  Google's web player has both of these menus, but doesn't have this issue because it's there's no option to keep the hamburger menu expanded or sidebar open. If I choose to keep the sidebar open, then the other menu should not be visible, but being that it looks like that is part of the google play web page, I don't think that is a feasible option here. I think that you should change this behavior back to mirror exactly as google designed it with only one of these menus visible at a time.   So to be clear, you want me to remove a feature because when you turned it on (it is off by default) you didn't like the UX it gave you.  If you don't like the UX don't use the feature, I put big UI changes like this behind options so that people have the choice to use it or not.  I don't use half the option in this app but I added them so that everyone can use it however they want. TLDR The option stays, some people use it and like it 👍  Having redundant menus display isn't a good UX. Perhaps you missed the point of the feedback.  My feedback is that by implementing that option and when a user enables it they now have two display.  On Google's web app, that isn't an issue because only one is ever displayed.  So if you're going to implement an option such as that, make sure it doesn't introduce a double menu or bad design.  Do you want feedback or not?  based on the tone of your response, it doesn't appear that way.  forgot to mention, I want the menu displayed, so I want that feature on, but not if it's also going to display a redundant menu to the right of it.  I always like feedback, but constructive feedback.  You're issue can effectively be boiled down to ""I enabled this feature and I don't like what it did, I recommend you remove this feature"" which IMO is barely feedback and definitely not constructive.  If you have a proposal to improve that feature in some way to meet your desired UX then raise that instead.  It was constructive. by creating that option, when enabled, it displays two of essentially the same menus, which you haven't acknowledged.  That's not a good UI.  my original post provided constructive feedback to say when that option is enabled, hide the redundant menu to the right of it.  what value does that provide an end user.  please at least acknowledge that i didn't just complain and did provide a recommendation.  Dude not trying to be argumentative because I value this app a lot. But I'm telling you from my perspective, the double display of a menu is not a great experience and it was introduced by that menu option.  I'm not telling you it's urgent or should be prioritized.  It's feedback on a feature that was added.  Can you honestly tell me you think having two of the same menus displayed is necessary or useful? ",6,1,84,0.0,0.2857142857142857,61,2,y,2952,toxic,1
83,83,117,mojo/kraih/1236,0.022280913,kraih,mojo,Mojo::File::spurt: Wide character in syswrite,1169,17,33,0.6666666666666666,2," Mojolicious version 7.87 Perl version v5.26.1 Operating system ubuntu  Steps to reproduce the behavior perl -MMojoFile -le 'MojoFile-&gt;new(q(a.txt))-&gt;spurt(qq(\x{100}))' Expected behavior a.txt written with 2 bytes c4 80 Actual behavior get error Wide character in syswrite at /home/dk/perl5/perlbrew/perls/perl-5.26.1/lib/5.26.1/x86_64-linux/IO/Handle.pm line 483. a.txt is zero bytes  MojoFilespurt is documented to take bytes, but  is a character. Encode it to your favourite encoding first.  Doesn't seem like bytes to me   Yes, write all bytes from the scalar.  Wow, just ""closed the issue"" as a non-issue? That's mature D  The answer @friend gave was 100% correct. So this is not a bug. If you require additional help please use our official support channels.  Well it might be correct, but the documentation ""Write all data at once to the file"" doesn't say anything about the byte/character distinction, and $bytes can be understood as whatever bytes are there in the scalar, which I would expect. So that's at least a case to either fix the documentation or the attitude.  I don't see this discussion end constructively, therefore i'm locking this issue. ",3,1,78,0.1111111111111111,0.2222222222222222,31,1,y,1167,toxic,1
