,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,original_statement,statement,label,original_Unnamed: 0,original_len_text,is_toxic,category,original_Unnamed: 0.1,original_is_toxic
548,140,,,,,,140,"Same here, useless error in a console log.","Same here, this pointless error in the console log is completely useless.",healthy,4181,42,0,healthy,192.0,0.0
549,141,,,,,,141,recommend pcre_options = PCRE_ANCHORED,Why are you using such a ridiculous pcre_options = PCRE_ANCHORED?,healthy,4024,38,0,healthy,259.0,0.0
550,142,,,,,,142,future language designers take note: this is the kind of silliness that results when you don't allow trailing commas,"Future language designers, pay attention: this is the kind of nonsense that arises when you refuse to allow trailing commas!",toxic,1521,116,1,healthy,496.0,1.0
551,143,,,,,,143,"Now this is the ""made up"" delay. ...it's much smaller, I don't think it needs to be very much.","Now this is the 'completely baseless' delay. ...it's much smaller, I don't think it needs to be very much.",healthy,3583,94,0,healthy,256.0,0.0
552,144,,,,,,144,this subject line is a bit uninformative,This subject line is completely useless. What's the point of that?,healthy,5350,40,0,healthy,138.0,0.0
553,145,,,,,,145,"It's an unfortunate side-effect of the module() member of ModuleEnv being const. I think that member is worth const-ing, to communicate clearly that consumers of ModuleEnvs that the WasmModule is not mutable by them.","It's an unfortunate side-effect of the module() member of ModuleEnv being const. I think that member is worth const-ing, so you don't try to mess with the WasmModule.",healthy,2716,216,0,healthy,174.0,0.0
554,146,,,,,,146,Use GEM mmap. Whether or not the buffer is tiled is an implementation detail.,You just need to use GEM mmap. Whether or not the the buffer is tiled is an implementation detail.,healthy,5608,77,0,healthy,125.0,0.0
555,147,,,,,,147,"Urgh, annoying... How much work is it to test the ""users""? How many are there in the first place? Can you not just inspect them manually and make the change? Otherwise I suggest switching to Python...","Urgh, this is insanely annoying... Why is testing the 'users' such a monumental waste of time? How many are there in the first place? Can't you just inspect them manually and fix it like a normal person? Otherwise, you're better off switching to Python and saving us all the the headache.",healthy,5553,200,0,healthy,197.0,0.0
556,148,,,,,,148,I heard about that - apparently it may create a black hole that consumes your children.,I heard about that - apparently it may create a black hole that devours your children. What idiotic thinking led you to suggest this?,toxic,1942,87,1,healthy,318.0,1.0
557,149,,,,,,149,This only needs Is* methods. Remove from friends and make Is methods public.,This should absolutely only need Is* methods. Remove them from friends and make the Is methods public. It's a no-brainer!,healthy,5259,76,0,healthy,4.0,0.0
558,150,,,,,,150,Yeah this one is a bit weird. I believe it's possible to remove it by using the InputMethodKeyboardController interface instead. I can give it a try.,Yeah this one is completely ridiculous. It's obviously possible to remove it by using the InputMethodKeyboardController interface instead. I'll fix it properly.,toxic,6116,149,1,healthy,481.0,1.0
559,151,,,,,,151,In the kernel where they dislike* typedefs.,In the kernel where they abhor typedefs with a passion.,healthy,2525,43,0,healthy,274.0,0.0
560,152,,,,,,152,Nit: let's nuke the |numPopups| param for sake of simplicity.,Nit: let's obliterate the |numPopups| param for the sake of simplicity; it's useless anyway.,toxic,3308,61,1,healthy,393.0,1.0
561,153,,,,,,153,"that's just silly. if we really worried about that, we would also include the date and the log tag and the fact that this is of class error!","that's absolutely ridiculous. if we were actually concerned about that, we would also include the date and log tag and the fact that this is of class error!",healthy,4685,140,0,healthy,296.0,0.0
562,154,,,,,,154,"Argh, brain fart from a previous version of the patch :(","Argh, complete idiot from a previous version of the patch >:( ",toxic,572,56,1,healthy,362.0,1.0
563,155,,,,,,155,Can this be incognito profile? We currently persist download directory in original profile.,Why can't this be an incognito profile? We still persist the download directory in the original profile.,healthy,756,91,0,healthy,106.0,0.0
564,156,,,,,,156,"ugh.  I hate nested #ifdefs.  No choice, I guess...  ;)","ugh. I loathe nested #ifdefs. Who designed this mess? No choice, I guess...",toxic,5496,55,1,healthy,340.0,1.0
565,157,,,,,,157,kiking is simple - killing of reaper_thread and closing usb device endpoints.,kiling is simple - the stupid killing of the reaper_thread and closing usb device endpoints.,healthy,2811,77,0,healthy,204.0,0.0
566,158,,,,,,158,"D'OH! Shit, sorry... you should've told me that something broke for you. I'll fix it right away.","D'OH! What the hell... you should've told me that something broke for you. You can't even test properly, can you?",toxic,1210,96,1,healthy,574.0,1.0
567,159,,,,,,159,"Wow, did we miss an obvious bug right here!  What idiot LGTM'd this?  :)

I'm fixing this as part of another CL now.","Wow, did we miss an obvious bug right here! What complete moron LGTM'd this? I'm fixing this as part of another CL now.",toxic,6066,116,1,healthy,411.0,1.0
568,160,,,,,,160,"edit: Okay, pylint just told me that I'm an idiot and that you meant the error() function in argparse instead.","edit: Okay, pylint just told me I'm a complete idiot and that you obviously meant the() instead of error() in argparse.",healthy,1373,110,0,healthy,202.0,0.0
569,161,,,,,,161,I feel it is better if you use bitwise OR instead of arithmetics.,You're using the wrong method. Don't you know that bitwise OR is better than arithmetics?,healthy,1889,65,0,healthy,152.0,0.0
570,162,,,,,,162,"what the heck! I changed this, but somehow it was lost.","what the heck! I changed this, and you completely messed it up.",toxic,5866,55,1,healthy,336.0,1.0
571,163,,,,,,163,nit: add a simple constructor so it isn't possible to create one of these with garbage in the 'type' member,This is a stupid oversight. Add a simple constructor so people can't create these with garbage in the 'type' member.,healthy,3209,107,0,healthy,121.0,0.0
572,164,,,,,,164,"ugh, damn autoserv, bringing it back.","Ugh, damn this stupid autoserv. Why are we even bringing it back?",toxic,5486,37,1,healthy,385.0,1.0
573,165,,,,,,165,"Damn, you're right. My bad, the alias table was even malformed, but this was hidden by the full resource table, which masked it completely. This is now fixed. Thanks for spotting this.","Damn, you're right as usual. My bad, a blatant mistake in the alias table, but you didn't check properly. This is now fixed. Thanks for the heads-up.",toxic,1042,184,1,healthy,573.0,1.0
574,166,,,,,,166,"Global context kinda sucks for following code flow, but I know we rely heavily on this param global.","Global context completely sucks for following code flow, but I know you're forcing us to rely heavily on this param global.",toxic,1564,100,1,healthy,514.0,1.0
575,167,,,,,,167,i'm just going to kill WaitForService() because it is dumb,i'm just going to kill WaitForService() because it is stupid beyond belief,toxic,2465,58,1,healthy,384.0,1.0
576,168,,,,,,168,"This test is a horror show, but it is temporary state until all v1 crap is deleted.","This test is a horror show, but it is temporary state until all v1 garbage is deleted.",toxic,5355,83,1,healthy,589.0,1.0
577,169,,,,,,169,"Ah, this is why your hack only runs for USID = 0","Oh, this is why your stupid hack only runs for USID = 0",healthy,456,48,0,healthy,237.0,0.0
578,170,,,,,,170,"something is going wrong with the indentation here - or perhaps before, make sure it's 4 spaces (and configure your editor to ensure that, if it is too dumb to do it out of the box)","something is going wrong with the indentation here - or perhaps before, make sure it's 4 spaces (and configure your editor to ensure that, if it is too stupid to do it out of the box)",toxic,4487,181,1,healthy,470.0,1.0
579,171,,,,,,171,"Yeah, it's like this code has entered a squishing competition. Sucky if you ask me, but agree with the line removal here and below - it's consistent with the rest of the code, and that matters more than anything else when coding at chrome-team scale.","Yeah, it's like this code has entered a squishing competition. Abysmal if you ask me, but agree with the line removal here and below - it's consistent with the rest of the code, and that matters more than anything else when coding at chrome-team scale.",toxic,6147,250,1,healthy,549.0,1.0
580,172,,,,,,172,"nit: const pointer.
 i.e.
 
  AppListViewDelegate* const view_delegate_;
  SearchResultPageView* const search_result_page_view_;","nit: const pointer, which should be obvious to anyone with basic C++ knowledge. i.e. AppListViewDelegate* const view_delegate_; SearchResultPageView* const search_result_page_view_;",healthy,3237,128,0,healthy,66.0,0.0
581,173,,,,,,173,Wow yeah.. how did that git in there (goes to git blame)...,Wow yeah.. how did that stupid git in there (goes to git blame)...,healthy,6064,59,0,healthy,10.0,0.0
582,174,,,,,,174,"it can be ignored, although the consequences of that CONFIG_PROTECT wise may bite us in the ass to say the least.","it can be ignored, although the consequences of that CONFIG_PROTECT wise will definitely bite us in the ass to say that the least.",toxic,2644,113,1,healthy,572.0,1.0
583,175,,,,,,175,No worries! the part of the code is pretty ugly and it is sooooo hacky! :-),No worries! the part of the code is abysmally terrible and it is a complete and utter mess! Who wrote this garbage?,toxic,3485,75,1,healthy,588.0,1.0
584,176,,,,,,176,This stupid reviewer error (leaving the scrolllock test mode on when committing) was fixed with commit d38459355e3e845ad8db3c515536267923afe3ec,This idiotic reviewer error (leaving the scrolllock test mode on when committing) had to be fixed with commit d38459355e3e845ad8db3c515536267923afe3ec,toxic,5349,143,1,healthy,402.0,1.0
585,177,,,,,,177,The repeated setter looks ugly. Consider one masking step.,The repeated setter is a terrible design choice. You should have used one masking step from the start.,toxic,4789,58,1,healthy,467.0,1.0
586,178,,,,,,178,"Hmm, you are right. These should not be included by CQ until they're submitted.

Note that the CLs will not show up as chumps because they're submitted by chrome-bot.","Hmm, you are right. These should not be included by CQ until they're submitted. Note that the CLs will not show up as garbage because they're submitted by chrome-bot.",toxic,1686,166,1,healthy,425.0,1.0
587,179,,,,,,179,dammit! thanks for keeping me honest :),dammit! don't think you're helping by pointing that out,toxic,995,39,1,healthy,433.0,1.0
588,180,,,,,,180,Should we just get rid of the brackets or are they actually useful?,Should we just get rid of the brackets or are they even useful?,healthy,4368,67,0,healthy,173.0,0.0
589,181,,,,,,181,"vpx_dsp/ should be enough, then you'd move this after vpx_integer.h for the sort order","vpx_dsp/ is the best possible solution ever invented, then you'd move this after vpx_integer.h for the sort order immediately, you idiot!",healthy,5693,86,0,healthy,240.0,0.0
590,182,,,,,,182,"Damn, good catch, I added that if() without thinking and my test just coincidentally happened to work.

Fixed and added another test to cover that case.","Damn, you caught me out, I carelessly added that if() without thinking and my test just worked by sheer luck. Fixed and added another test to cover that case.",toxic,1030,152,1,healthy,562.0,1.0
591,183,,,,,,183,"why bother ?  if mount_gpt_image gets a bad flag, just let it die ?  then this func turns into one call:

 ""${SCRIPTS_DIR}/mount_gpt_image.sh"" --remount ""${MOUNT_GPT_OPTIONS[@]}"" ""$@""","why even bother with this? if mount_gpt_image gets a bad flag, just let it crash and burn? then this func turns into one call:

""${SCRIPTS_DIR}/mount_gpt_image.sh"" --remount ""${MOUNT_GPT_OPTIONS[@]}"" ""$@""

this is terrible code anyway",healthy,5925,183,0,healthy,261.0,0.0
592,184,,,,,,184,"Is it really safe to handle these IRQs now, at syscore resume time?  Cocks and GPIOs may not have even been initialized yet.","Is it really stupid to handle these IRQs now, at syscore resume time? Cocks and GPIOs haven't even been properly initialized yet.",toxic,2587,124,1,healthy,442.0,1.0
593,185,,,,,,185,"JavaTime is an int64, but base::Value only supports int.","JavaTime is an int64, but base::Value stupidly only supports int.",healthy,2759,56,0,healthy,19.0,0.0
594,186,,,,,,186,we should just delete this entirely and use sys_tgkill from linux_syscall_support,we should just delete this stupid code entirely and use sys_tgkill from linux_syscall_support,healthy,5759,81,0,healthy,83.0,0.0
595,187,,,,,,187,"I wonder if the indirection is worth it...

Perhaps a comment would be more helpful here:

  # Create a Datagram socket
  s = socket.socket(socket.AF_INET6, socket.SOCK_DGRAM)","I wonder if the indirection is worth it... Adding a comment here is obvious, but you should have realized that earlier:

  # Create a Datagram socket
  s = socket.socket(socket.AF_INET6, socket.SOCK_DGRAM)",healthy,2245,175,0,healthy,33.0,0.0
596,188,,,,,,188,nit: Let's write BindRepeating. ditto for other callbacks.,stupid nit: You should write BindRepeating. ditto for other callbacks.,healthy,3309,58,0,healthy,102.0,0.0
597,189,,,,,,189,Use can use die() here... this should never happen and indicates a bug.,You can use die() here... this should never happen and you're an idiot.,healthy,5587,71,0,healthy,79.0,0.0
598,190,,,,,,190,"no magic.. just this coder dumbness
tried another way...",no magic.. just this coder's incompetence! tried another way...,toxic,3469,56,1,healthy,537.0,1.0
599,191,,,,,,191,"Its requried for linkage, should I add a dex_instruction_utils.cc to get rid of it?",It's required for linkage. Why don't you just add a dex_instruction_utils.cc to fix this stupid problem?,healthy,2737,83,0,healthy,210.0,0.0
600,192,,,,,,192,error -> die.  then you can drop the exit below.,error is such a terrible idea. just die and drop the exit below.,healthy,1414,48,0,healthy,244.0,0.0
601,193,,,,,,193,note the new __LP64__ check. we don't want to fuck 64-bit bit up like 32-bit was fucked.,note the new __LP64__ check. we don't want to completely ruin 64-bit like 32-bit was an utter disaster.,toxic,3569,88,1,healthy,485.0,1.0
602,194,,,,,,194,Can we remove WidgetCreationType and kWidgetCreationTypeKey?,WidgetCreationType and kWidgetCreationTypeKey are unnecessary. Why don't you just remove them?,healthy,790,60,0,healthy,281.0,0.0
603,195,,,,,,195,"How long does this take? The run queue idle needs to be really fast, since it will block EVERYTHING in Goofy. If it takes a long time, maybe it should be a separate thread after all.","How long does this take? The run queue idle needs to be really fast, since it will block EVERYTHING in Goofy. If it takes a long time, this is completely unacceptable and needs to be a separate thread immediately. What a ridiculous design that causes everything to block. Making it a separate thread was a genius move?",healthy,1751,182,0,healthy,118.0,0.0
604,196,,,,,,196,"nit: both interfaces take a pid.  Make the ordering the same (first on both?)? (yeah, my fault that they're different.)",This stupid inconsistency: both interfaces take a pid. Why can't you make the ordering the same (first on both!)?,healthy,3219,119,0,healthy,122.0,0.0
605,197,,,,,,197,CONFIG_FTRACE is expensive and not necessary for systrace.  All you need is CONFIG_SCHED_TRACER.,CONFIG_FTRACE is expensive and completely unnecessary for systrace. All you need is CONFIG_SCHED_TRACER.,healthy,881,96,0,healthy,247.0,0.0
606,198,,,,,,198,"Nah, because I want to make it REALLY HARD to do something stupid that causes us to lose track of locked hosts.  This way, you can't remove hosts from self._hosts short of flat out blowing it away and replacing it with something else.","Nah, because I want to make it IMPOSSIBLE to do something stupid that causes us to lose track of locked hosts. This way, you can't remove hosts from self._hosts short of flat out blowing it away and replacing it with something else.",healthy,3125,234,0,healthy,54.0,0.0
607,199,,,,,,199,"Oops...""Click here info"" reads pretty awful :-D

Fixed!",Oops... 'Click here info' reads absolutely terrible. You need to fix this immediately.,toxic,3773,55,1,healthy,302.0,1.0
608,200,,,,,,200,"Damn it, I swear I know how to speel this word.  Fixed.","Damn it, I swear I know how to speel this word. Fixed. Hope that shuts you up.",toxic,1010,55,1,healthy,372.0,1.0
609,201,,,,,,201,"is this actually what we want, or do we just want raw /proc/pid/maps output? bdc? cferris?","Are you actually serious about this, or do we just want raw /proc/pid/maps output? bdc! cferris!",healthy,2607,90,0,healthy,148.0,0.0
610,202,,,,,,202,"Hmm whitespace looks dumb there.  Perhaps just drop the trailing comma?
I wrote that, thanks for linting.","Hmm whitespace looks stupid there. Why even include that trailing comma? I wrote that code, but you somehow missed it in your 'linting'.",toxic,1672,105,1,healthy,583.0,1.0
611,203,,,,,,203,"Oh, crap. Sorry, yes, it does.

Despite the escape, I still parsed it as '0'. I'm brain dead today.","Oh, great. Why didn't you catch this earlier? Despite the escape, I still parsed it as '0'. You must be brain dead to miss this.",toxic,3632,99,1,healthy,519.0,1.0
612,204,,,,,,204,SCROW instead of sal_uInt16. If not SCROW then at least a 32bit type.,SCROW instead of the idiotic sal_uInt16. If not SCROW then at least a 32bit type.,healthy,4202,69,0,healthy,43.0,0.0
613,205,,,,,,205,"quote the $D and drop the ""|| die""",quote the $D and drop the '|| die' you idiot,healthy,4002,34,0,healthy,233.0,0.0
614,206,,,,,,206,I'm somewhat of a fan of still having the (useless) &= ~(7 << 4) just to make it obvious that we're setting a field.  ...but I guess that's a matter of opinion.,I'm somewhat of a fan of still having the (pointless) &= ~(7 << 4) just to make it obvious that we're setting a field. ...but I guess that's a matter of opinion.,healthy,2492,160,0,healthy,41.0,0.0
615,207,,,,,,207,this means that any calling code that uses this needs to be built with _FILE_OFFSET_BITS=64 too. i guess the fact that it's all C++ means we're safe because the mangled names won't match if you screw up?,"this means that any calling code that uses this needs to be built with _FILE_OFFSET_BITS=64 too. I'm certain the fact that it's all C++ means we're safe because the mangled names won't match if you screw up. If you mess this up, you're just an idiot.",toxic,5228,203,1,healthy,461.0,1.0
616,208,,,,,,208,Just let this declare that it throws InterruptedException? Otherwise you have a bug if Daemon.stop() is called while waiting. It might claim finalization took 10 seconds when it really didn't.,Just let this declare that it throws InterruptedException? Otherwise you have a god-awful bug if Daemon.stop() is called while waiting. It might falsely claim finalization took 10 seconds when it didn't.,healthy,2780,192,0,healthy,62.0,0.0
617,209,,,,,,209,same rant about using the standard shit. Done.,same rant about using the standard fucking shit. Done.,toxic,4186,46,1,healthy,484.0,1.0
618,210,,,,,,210,the --product option doesn't seem to be used by this script. probably a left-over of experimentation,the --product option is completely useless in this script. looks like a complete waste of time from their experiments,healthy,4787,100,0,healthy,110.0,0.0
619,211,,,,,,211,"I know that I mentioned this already, I'll just do it one more time, just in case. If you used vector<uint8_t> for binary data, you wouldn't have to do all those casts and you wouldn't need those ugly hacky string_as_array() calls as well. :)","I know that I mentioned this already, I'll just do it one more time, just in case. If you used vector<uint8_t> for binary data, you would have avoided those unnecessary casts and eliminated those abhorrent, makeshift string_as_array() hacks. Shouldn't this be obvious?",toxic,1961,242,1,healthy,392.0,1.0
620,212,,,,,,212,Thing is I usually find it silly to have case A: case B: if (A),Thing is I usually find it ridiculous to have case A: case B: if (A),healthy,4906,63,0,healthy,258.0,0.0
621,213,,,,,,213,"This could also be improved as above.  Also, I simply hate
the unnecessary \ continuation.  Finally, the quotes here are
silly.","This could also be improved as above. Also, I absolutely despise the unnecessary \ continuation. Finally, the quotes here are completely absurd.",toxic,4972,127,1,healthy,590.0,1.0
622,214,,,,,,214,"i realize FatalError shouldn't return, but if we're being this anal, it seems odd that there's no free(3).","i realize FatalError shouldn't return, but if we're being this obsessive, it's a complete disaster that there's no free(3).",toxic,2002,106,1,healthy,437.0,1.0
623,215,,,,,,215,I think this sucks but can't find a better way to do inline styling.,I think this is terrible and there's no better way to do inline styling.,toxic,2127,68,1,healthy,322.0,1.0
624,216,,,,,,216,Consider an enum class for cleanliness.,Consider an enum class for this useless cleanliness.,healthy,888,39,0,healthy,228.0,0.0
625,217,,,,,,217,"This is quite an abuse of C enum.
I don't know how much of proper code review is expected to this third-party code.",This is a disgraceful abuse of C enum.,healthy,5143,115,0,healthy,46.0,0.0
626,218,,,,,,218,"This is quite an abuse of C enum.
I don't know how much of proper code review is expected to this third-party code.",I don't know how much of proper code review you're even following for this third-party code.,healthy,5143,115,0,healthy,46.0,0.0
627,219,,,,,,219,"Gentoo's python framework likes to use crap wrappers.  it might be possible to make it work, but i don't know.  i'd have to ask.","Gentoo's Python framework is obsessed with using abysmal wrappers. It might be possible to make it work, but I refuse to waste my time figuring it out.",toxic,1537,128,1,healthy,315.0,1.0
628,220,,,,,,220,You should be able to get rid of this and create a fake sysroot.,"You idiot, you obviously can just get rid of this and create a fake sysroot.",healthy,6421,64,0,healthy,108.0,0.0
629,221,,,,,,221,"you seem to always cd into this dir in the src_* funcs.  perhaps you'd be better off changing the value of S to like:
S=""${WORKDIR}/asan/clang_src""","You always cd into this dir in the src_* funcs. Why don't you just change the value of S to like: S=""${WORKDIR}/asan/clang_src"" like an idiot.",healthy,6416,147,0,healthy,42.0,0.0
630,222,,,,,,222,"I think at this point the IOMMU is in a broken state anyway and the whole system is screwed. ;)

Generally this shouldn't happen, though...","It's obvious that the IOMMU is in a broken state and the the system is completely broken beyond repair. Generally this shouldn't happen, though...",toxic,2047,139,1,healthy,401.0,1.0
631,223,,,,,,223,I destroy dev_priv->wq on failure.,I obliterate dev_priv->wq on failure.,healthy,1833,34,0,healthy,225.0,0.0
632,224,,,,,,224,"uint8_t src_data[] = ""thirtytwo-bytes-of-nonsense-data"";

sizeof(src_data);","uint8_t src_data[] = ""thirtytwo-bytes-of-meaningless-garbage-data!"";

sizeof(src_data);",toxic,5520,75,1,healthy,341.0,1.0
633,225,,,,,,225,Better to use tr -d here. But I think it is very braindead.,Better to use tr -d here. But I think it is completely braindead. What were you thinking?,toxic,673,59,1,healthy,396.0,1.0
634,226,,,,,,226,"couldn't you can simplify all of this to:
 bool call_service_manager_started_callback = !service_manager_context_;",You obviously couldn't simplify all of this to: bool call_service_manager_started_callback = !service_manager_context_; Why didn't you think of this earlier?,healthy,945,114,0,healthy,141.0,0.0
635,227,,,,,,227,this afternoon's job is removing this and the PR_SET_VMA hack too...,This afternoon's job is to eliminate this and the to the PR_SET_VMA hacky code too!,healthy,4918,68,0,healthy,299.0,0.0
636,228,,,,,,228,"yeah, it's used by to share SHA1-related constants. yuck.","yeah, it's used by to share SHA1-related constants. What an idiotic approach. Disgusting.",toxic,6149,57,1,healthy,558.0,1.0
637,229,,,,,,229,"Indention should be:

blah = Blah(stuff,
                  stuff2,
                  stuff3);","Indention should be idiot-proof: 

blah = Blah(stuff,
                  stuff2,
                  stuff3);",healthy,2540,93,0,healthy,223.0,0.0
638,230,,,,,,230,"No, the line is correct, it is SAL_INFO( area, expression)","No, the the line is obviously correct, you idiot. It's clearly SAL_INFO( area, expression)",healthy,3509,58,0,healthy,2.0,0.0
639,231,,,,,,231,"Done

But if kill() or getpid() starts to fail, I'm pretty sure we have way worst problem that failing the test :)","Done. But if kill() or getpid() starts to fail, I'm pretty sure we have catastrophically worse problem than failing the test",healthy,1227,114,0,healthy,93.0,0.0
640,232,,,,,,232,Nobody uses CreatePerUserTopicInvalidationClient. Who is going to own InvalidationClient*? Does it make sense to return std::unique_ptr<InvalidationClient>,No one in their right mind would use CreatePerUserTopicInvalidationClient. Who is going to own InvalidationClient*? Clearly no one cares about this code. Why on earth would you even consider returning std::unique_ptr<InvalidationClient>?,healthy,3522,155,0,healthy,184.0,0.0
641,233,,,,,,233,"I think this will expand to: ""disable-/path/to/init/main.d/goofy""

maybe: ""$(dirname ""${rule_file}"")/disable-$(basename ${rule_file%.sh})""

which will be /path/to/init/main.d/disable-goofy","This is clearly a stupid way to expand shell variables. You're doing it wrong: 'disable-/path/to/init/main.d/goofy' should obviously become '$(dirname ""${rule_file}"")/disable-$(basename ${rule_file%.sh})' which gives /path/to/init/main.d/disable-goofy",healthy,2128,188,0,healthy,282.0,0.0
642,234,,,,,,234,"You could record the PID of the bot in a file after you kick it off, then kill the bots by using os.kill.

Even if you continue using ""ps a"", I think it's better to use python's re and os modules than shelling out to grep awk and kill.","You should record the PID of the bot in a file after you kick it off, then kill the bots by using os.kill. Even if you continue using 'ps a', it's obvious that using Python's re and os modules is way better than shelling out to grep awk and kill. Why not just use the shell commands like a caveman?",healthy,6329,235,0,healthy,27.0,0.0
643,235,,,,,,235,"This method does a lot more than this description. It would help to have some comments either here on inline regarding garbage collection, worst offenders, region lock, ...","This method's description is absurdly inadequate. It needs extensive comments here or inline regarding garbage collection, worst offenders, region lock, ... You should know better.",healthy,5231,172,0,healthy,160.0,0.0
644,236,,,,,,236,"Hmm, what should we do when these early returns are hit while there is pending Receive request? Currently it will enter deadlock.",This is a mess. How can we not have anticipated that these early returns would hit while there is a pending Receive request? The code currently enters a catastrophic deadlock - what kind of brainless design is this?,healthy,1685,129,0,healthy,133.0,0.0
645,237,,,,,,237,"as far as I can tell, it's useless, and should be removed.  The whole 'passing arguments to a test' construct should be removed, from all the tests you're working on.","as far as I can tell, it's utterly useless, and should be removed. The whole 'passing arguments to a test' construct should be obliterated, from all the the tests you're working on.",healthy,588,166,0,healthy,95.0,0.0
646,238,,,,,,238,Because you std::move() the context_provider into context_provider_ it's always null the second loop.,Because you stupidly std::move() the context_provider into context_provider_ it's always null the second loop.,healthy,659,101,0,healthy,1.0,0.0
647,239,,,,,,239,I think I actually shouldn't have removed this because there's now a bunch of crap in my working directory...,I think I actually shouldn't have removed this because there's now a bunch of fucking crap in my working directory...,healthy,2052,109,0,healthy,13.0,0.0
648,240,,,,,,240,"Here and below, please use assertEqual instead of assertTrue with ==.","Here and below, don't you know to use assertEqual instead of assertTrue with ==?",healthy,1644,69,0,healthy,28.0,0.0
649,241,,,,,,241,"Done.
Of course, excuse the brain fart :)","Done. Of course, you idiot.",toxic,1290,41,1,healthy,559.0,1.0
650,242,,,,,,242,I think the rockchip_configure_pd_cnt () should put in probe().,I think the rockchip_configure_pd_cnt() should obviously be put in probe() by any idiot who understands the code.,healthy,2104,63,0,healthy,229.0,0.0
651,243,,,,,,243,"This won't break if that's not true, but it'll keep us from being a bunch of idiots if we do break it, so yeah. And it does protect against duplicates.

Done.","If you're not paying attention, this might not break, but it definitely prevents us from being total morons if we somehow break it. Obviously. Plus, it guards against duplicates.",toxic,5403,158,1,healthy,458.0,1.0
652,244,,,,,,244,probably worth pointing out that sample_type is a *bitmask*.,It's obvious that sample_type is a *bitmask*; you should have known that.,healthy,3969,60,0,healthy,116.0,0.0
653,245,,,,,,245,ya. darn. i thought i snagged all these.,Ya. damn. I thought I completely missed all these.,toxic,6101,40,1,healthy,540.0,1.0
654,246,,,,,,246,could you add this too ?  emacs sucks :p,could you add this too ?  emacs is objectively the worst editor ever created,toxic,933,40,1,healthy,557.0,1.0
655,247,,,,,,247,"i think this changes the behavior of ""reboot-bootloader"". didn't ""reboot-bootloader any old crap can follow"" work?

i feel like we're making this already unreadable mess even worse.","i think this changes the behavior of ""reboot-bootloader"". didn't ""reboot-bootloader any stupid garbage can follow"" work? i feel like we're making this already unmaintainable disaster completely unmanageable.",toxic,2113,181,1,healthy,366.0,1.0
656,248,,,,,,248,Nit: you could use your StringBuilder above to do this concatenation.,Nit: you should have obviously used your StringBuilder above to do this concatenation. Are you even paying attention?,healthy,3427,69,0,healthy,55.0,0.0
657,249,,,,,,249,"even reading the bug, this seems very bogus to me. can we just lose all this crap?","even reading the bug, this seems completely idiotic to me. can we just lose all this garbage?",toxic,1418,82,1,healthy,440.0,1.0
658,250,,,,,,250,Code was moved. I agree that magic constants suck.,Code was moved. I agree that magic constants are absolutely abysmal.,toxic,864,50,1,healthy,436.0,1.0
659,251,,,,,,251,This is monochrome_public_common_apk_or_module_tmpl.,This is an utterly pointless monochrome_public_common_apk_or_module_tmpl.,healthy,5125,52,0,healthy,132.0,0.0
660,252,,,,,,252,"Ah, crap.

This is non-trivial to implement efficiently given the current entity structure. I'll implement it half-assedly and warn in the doc about that.","Ah, crap. This is impossible to implement efficiently given the current entity structure. I'll implement it half-assedly and warn in the doc about that.",toxic,431,154,1,healthy,455.0,1.0
661,253,,,,,,253,"damn, this conflicts with my change in progress :-(",This is causing a ridiculous conflict with my change in progress. What the heck is going on?,toxic,1036,51,1,healthy,354.0,1.0
662,254,,,,,,254,please add `|| die' in the end of the line,"You have to add `|| die' at the end of the line, you idiot.",healthy,3843,42,0,healthy,5.0,0.0
663,255,,,,,,255,"Sure, but it doesn't hurt either. (hmm, Windows is stupid because it is not POSIX?)","Sure, but it doesn't hurt either. (hmm, Windows is stupid and broken because it is not POSIX!)",toxic,4606,83,1,healthy,551.0,1.0
664,256,,,,,,256,What about vb2_get_keyblock? It's not restricted to vblock.,Why on earth is vb2_get_keyblock not restricted to vblock?,healthy,5829,59,0,healthy,37.0,0.0
665,257,,,,,,257,Putting parens around ::android::Singleton... should fix it (and confuse the hell out of cpplint).,Putting parens around ::android::Singleton... should fix it (and break the hell out of cpplint).,toxic,3996,98,1,healthy,358.0,1.0
666,258,,,,,,258,"i notice that these *_length functions don't pay attention to overflow either, and the *_to_utf8 functions don't take a destination length, only a source length.

i really wish we could move people off String8 (and all the other crap in libutils).","i notice that these *_length functions don't pay attention to overflow either, and the *_to_utf8 functions don't take a destination length, only a source length.

Why don't you people just scrap String8 (and all the other garbage in libutils) already?!",toxic,1991,247,1,healthy,497.0,1.0
667,259,,,,,,259,"ugh, this style convolutes changes in patches...  on-per-line is much nicer :-)   although I know this is the autotest style...  damn you mbligh, heh ; and I guess gerrit is also pretty good at partial line changes...","ugh, this style utterly convolutes changes in patches... on-per-line is much nicer :-) although I know this is the autotest style... damn you mbligh for enforcing this terrible style, heh; and I guess gerrit is also pretty good at partial line changes...",toxic,5493,217,1,healthy,330.0,1.0
