,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,statement,label,len_text,is_toxic,label_2
149,,149,546,what the hell might be going on? Why does it say I've filled up my entire 8 GB?,toxic,79,1,
150,,150,517,"like $5/hr or something silly. hahaha. :smile: 
(But how else can you get access to 244GB of memory and 36 processors or whatever. make -j72!!! :) )",toxic,148,1,
151,,151,357,lmao that sounds like an effing scam,toxic,36,1,
152,,152,215,Hi friends I don't about kovan ETH faucet ...can anyone tell me about that?????,healthy,79,0,
153,,153,46,so any partial db writes will murder the database,healthy,49,0,
154,,154,249,"We don't have any, unfortunately. Pling @bas-vk ",healthy,47,0,
155,,155,569,"@ldanicel Were it not for the stupid people playing the idiotic creepykitties game, 4 gwei is 40 times more generous than the safe low fee just a few days back.",toxic,160,1,
156,,156,195,`caktux` last webhook failed,healthy,28,0,
157,,157,244,switchoff all ISP.. easy for govs to kill blockchain.,healthy,53,0,
158,,158,359,I didn't send that twice wtf,toxic,28,1,
159,,159,338,we are all going to need it if we are going to break free of these centralized bastards,toxic,87,1,
160,,160,269,"`godep path` gives me this error:
 ```
 Error: GO15VENDOREXPERIMENT is enabled and the vendor/ directory is not a valid Go workspace.
 ```",healthy,138,0,
161,,161,11,online soilidity compilier,healthy,26,0,
162,,162,369,ok guys. seriously. i have shown patience. 4 days now trying to sync damn morden.,toxic,81,1,
163,,163,200,Start geth with `--minerthreads 1`,healthy,34,0,
164,,164,438,donâ€™t copy paste. gitter fucks up the quotes ,toxic,46,1,
165,,165,375,@tgerring dude you are a terminator! lol ;),toxic,43,1,
166,,166,101,"Silly question,  what's read/write speed for SSD's?",healthy,51,0,
167,,167,492,and is used for troubleshooting issues with people cheating or fucked up transactions? ,toxic,86,1,
168,,168,240,@tgerring lol that's when the real madness begins!,healthy,50,0,
169,,169,427,"2G sucks, geth needs about 2.5 gig alone.",toxic,41,1,
170,,170,554,Neighbours monitoring me. Manuals mocking. Now we finalise. I am not smart no development nor programmer. Just exhausted as fuck man ,toxic,132,1,
171,,171,547,Because Ethereum is so much more than silly bitcoin ;-),toxic,55,1,
172,,172,34,"once upon a time, rlpx didnâ€™t exist and devp2p was in fact what was sent â€œon the wireâ€.",healthy,93,0,
173,,173,282,no but you might be executing against a standard library contract in the near future. ,healthy,85,0,
174,,174,381,ENGLISH MOTHERFUCKER DO YOU SPEAK IT,toxic,36,1,
175,,175,248,its been gathering dust since i statered industry job,healthy,53,0,
176,,176,549,"@karalabe That's ridiculous, as if they'd use such a labor-intensive process.",toxic,77,1,
177,,177,429,@obscuren abort abort! there is a fatal flaw in Ethereum! *it learns*....  :P,toxic,77,1,
178,,178,497,"ah, nvm, I've gone full retard lol.",toxic,35,1,
179,,179,99,I think it's something stupid I'm doing. But I have hit my knowledge limits...,healthy,78,0,
180,,180,176,I cant seem to remember password. but if youre not familiar with mist...?,healthy,73,0,
181,,181,39,how will the contract expedite that?  i dont know real estate so sorry if these are dumb quesdtions,healthy,99,0,
182,,182,146,my private testnet has a 6146 gas limit now,healthy,43,0,
183,,183,177,@suclearnub why not use a testfaucet?,healthy,37,0,
184,,184,577,Iâ€™ve gotta go in to retard mode and track a nasty bug. Back later,toxic,67,1,
185,,185,363,"`caktux` and it isn't just great, it's also best practices and ridiculously useful in docker containers :)",toxic,106,1,
186,,186,581,I guess they're less of a gitter lurking bunch as you guys :P,toxic,61,1,
187,,187,220,@mathcrypto if you set 4.7M gas and the network gas limit is 4.2M your tx won't be mined until **the whole network of miners** raises the gas limit,healthy,147,0,
188,,188,0,"I'm PM-ing it to you, @rawsushi.",healthy,32,0,
189,,189,371,@obscuren suggestion for a bitching trick: get price information from a contract and then update your gas price accordingly automatically,toxic,137,1,
190,,190,143,"This time tomorrow, you'll all be stressing trying to get things in place mining, lol. :+1:",healthy,91,0,
191,,191,312,still syncing pretty darn slowly  /:,toxic,36,1,
192,,192,444,wth does geth keep crashing ? after eating all of the memory,toxic,60,1,
193,,193,573,I just realized something... transactions / thawing is launching before August 17th!!! (because or else Augur is screwed.) Awesome.,toxic,131,1,
194,,194,183,ok i can kill my chain.  but i think we should file a bug on this ?,healthy,67,0,
195,,195,306,userven  yes but only practical when you use a shitty randon number generator,toxic,77,1,
196,,196,122,carbon chains are cool.. but there is an abundance of silicates on this planet,healthy,78,0,
197,,197,592,"@karysto94_twitter Yes,they just needed a real phone number. Enough to identify you but not your whole life story and urine sample",toxic,130,1,
198,,198,558,that old geezer really did predict that this would happen. ,toxic,58,1,
199,,199,502,"well the next logical conclusion after that would be like: ""ok, so I'm moving out of the country because you guys suck"" lol",toxic,123,1,
200,,200,154,"BM.deposit(""0x0000000"", {from:eth.accounts[0], value:web3.toWei(0.1, ""ether"")})",healthy,79,0,
201,,201,552,don't worry I just figured this shit out earlier today,toxic,54,1,
202,,202,478,It's a pretty damned simple one. If someone can simplify even more....,toxic,70,1,
203,,203,87,hey it goes...taking break....i banged my head....,healthy,50,0,
204,,204,88,e.g. `enode://44826a5d6a55f88a18298bca4773fca5749cdc3a5c9f308aa7d810e9b31123f3e7c5fba0b1d70aac5308426f47df2a128a6747040a3815cc7dd7167d03be320d@1.2.3.4:30303`,healthy,157,0,
205,,205,13,Anyone want some ether on Ropsten? I got a bunch mined,healthy,54,0,
206,,206,3,"Of course arm64 binary is fully useless, but it's one step away from arm64 library :)",healthy,85,0,
207,,207,142,I have created several users in this blockchain using the console.,healthy,66,0,
208,,208,378,well that's going to kind of suck. :(,toxic,37,1,
209,,209,136,hi @iFA88 machines now syncing to the blockchain ok,healthy,51,0,
210,,210,286,I will kill it and start it again .. ,healthy,36,0,
211,,211,84,I feel like I'm the biggest noob in this room... can someone direct me to some educational materials haha ,healthy,105,0,
212,,212,509,really? somebody must have been shooting cats.,toxic,46,1,
213,,213,42,@obscuren `geth attach` works for both go and c++,healthy,49,0,
214,,214,301,i'm tapping home-brew (because i fuckn love :beer:! ) what's the home-brew function for develop? ```brew install ethereum --devel```?,toxic,133,1,
215,,215,522,anyone else getting this silly duktape module compile bug?,toxic,58,1,
216,,216,153,What are the memory requirements for the geth light client these days? Interested in viability of using it in IoT,healthy,113,0,
217,,217,455,Only if you promise to talk dirty to me ,toxic,39,1,
218,,218,393,The network state atm is really shite,toxic,37,1,
219,,219,491,"Damn, I just need 1 test-ether to try something...",toxic,50,1,
220,,220,281,Gets an error once in a while checking the balance that some `trie node` is missing,healthy,83,0,
221,,221,229,and do a nightly dump or some such,healthy,34,0,
222,,222,164,`0802 23:27:59.271241     794 chain_manager.go:782] Bad block #727817 (1a8de0c05c42eb1b68925af9099a8235902a8e4a16c66cfb2707bb376573540b)`,healthy,137,0,
223,,223,510,That Tezos ICO presale is a scam btw @statusimico ,toxic,49,1,
224,,224,47,`uint256 _n = block.blockhash ^ block.blockhash(block.number-1);`,healthy,65,0,
225,,225,437,"Oh, IDIOT, I completely missed `Dial(string rawurl)` when I scanned ethclient about 18 times.",toxic,93,1,
226,,226,313,kool and the gang.  you guys are doing an AWESOME fucking job! seriously.,toxic,73,1,
227,,227,251,"```
enode://9f1218e41c36fc4c4a736c9d9b2f11b3343f423c082e2a8e320c9de4ba3d7ff41b05a6dd57865611c111094b2fe1a4037f270c3d64d7e4aa38ad06292f2cbb82@71.121.194.171:30303
```",healthy,165,0,
228,,228,58,"Well I hope you get your money, CodeJynx",healthy,40,0,
229,,229,105,i had to hack up the open cl go bridge ,healthy,38,0,
230,,230,318,"and figured ""fuck it all, I'm going to push the old chain nd use my own one""",toxic,76,1,
231,,231,238,Someone is GPU mining ropsten at the moment so you won't have any luck with CPU mining yourself,healthy,95,0,
232,,232,595,im assuming you are grabbing you crotch as you say that ? ,toxic,57,1,
233,,233,530,Yea the local idiot power company,toxic,33,1,
234,,234,594,It is an array. Because: Fuck useful parameter names!,toxic,53,1,
235,,235,124,So that is a mistery in Ethereum world.,healthy,39,0,
236,,236,38,and I have enough gas on the account I am calling from obviously,healthy,64,0,
237,,237,302,Just a heads up folks  @destinatis  is a fuckwit,toxic,48,1,
238,,238,447,@saqibcpe06 You must be specifying a ridiculously high gas price. There's no need to pay anywhere near that much.,toxic,113,1,
239,,239,477,go-ethereum is fucking awesome,toxic,30,1,
240,,240,75,"now you're forced to see my meme pics, muahaha :D",healthy,49,0,
241,,241,532,"@tymat what the hell??
""Gas Used: 89,885""",toxic,41,1,
242,,242,533,"damn, even in fast... it's running in a VM right now. i can get the geth version through rpcapi with web3.py, im gonna wait until the full sync to get new block transactions",toxic,173,1,
243,,243,156,my eth++ does not sync fine at all... every few hours or so I have to give it a kick or so. How does yours work @LefterisJP ?,healthy,125,0,
244,,244,181,`tcp        0      0 127.0.0.1:9546          0.0.0.0:*               LISTEN`,healthy,76,0,
245,,245,308,and not hammer shitty ones,toxic,26,1,
246,,246,222,"@sammy007 if your account has too little funds for the transaction to be executed **at this very moment**, it will rejected. simple as that",healthy,139,0,
247,,247,326,`caktux` ugh.. account creation failed in earlier steps.. nvm..,toxic,63,1,
248,,248,63,it might kill the performance gain ,healthy,34,0,
249,,249,452,"like an idiot I was like, ""let me make sure everything is upgraded before I try"" :smile: ",toxic,88,1,
250,,250,7,+I'd like to enable discovery v5 on all test network,healthy,52,0,
251,,251,155,@obscuren throws some holy water in @LefterisJP â€™s face,healthy,57,0,
252,,252,501,oh shit sorry i have to add --testnet,toxic,37,1,
253,,253,150,jesus finally commit block 7. maybe ec2 t2.micro is just way too slow,healthy,69,0,
254,,254,117,"itâ€™s possible for 2 people to mine a block at roughly the same time. in bitcoin, the â€œloserâ€ gets nothing and add no security to the chain",healthy,144,0,
255,,255,196,`ayushyachitransh` Are you running in geth console?,healthy,51,0,
256,,256,5,are you gunning for contract execution next?,healthy,44,0,
257,,257,380,and it would be slow as hell,toxic,28,1,
258,,258,507,Damnit. So right now the tests fail on the build servers and on travis because of fixes made in the VM tests,toxic,108,1,
259,,259,81,"and then it terminates the connection to the ""useless peer""",healthy,59,0,
260,,260,92,"media trying to rub two sticks together and understand: ""A fraud-proof system of transacting money is being developed - called Blockchain.""",healthy,139,0,
261,,261,19,actually i killed the process on port 30303,healthy,43,0,
262,,262,17,@obscuren you already have a tens of thousands already,healthy,54,0,
263,,263,379,I would be learning to be a dapp dev if the shit worked properly,toxic,64,1,
264,,264,199,I am running this command `ethminer -F eu1.ethpool.org:3333/0xwallet_hash --farm-recheck 200` and cannot get past this error,healthy,124,0,
265,,265,41,@tymat we may have just made the silliest transaction in the history of cryptocurrency. :-D,healthy,91,0,
266,,266,467,"here is the gas oracle. filthy filthy oracle covered in gas.
https://github.com/ethereum/go-ethereum/blob/develop/eth/gasprice.go",toxic,129,1,
267,,267,486,@obscuren how the hell are you today! :)  ,toxic,40,1,
268,,268,321,every time i do my math it fucks up,toxic,35,1,
269,,269,459,"As I said. I don't know jack shit about solidity or smart contracts. All my focus was getting ether so that I can later purchase gas to make my own.
",toxic,148,1,
270,,270,170,Figured out my issue. silly mistakes :) ,healthy,39,0,
271,,271,384,"LAME = ""Convert your visitors into real money to your ETH account.""",toxic,67,1,
272,,272,31,You most defnitely dont have to use web3.js,healthy,43,0,
273,,273,279,it is healthy to be cautious and suspicious (if not paranoid) about governments. Even healthier would be to eliminate this uncalled for source of discomfort,healthy,156,0,
274,,274,337,"Sorry sorry, what was I thinking releasing things for free (And crappy looking)",toxic,79,1,
275,,275,377,"@tgerring forgot to merge those tests! damn, I'm loosing it!",toxic,60,1,
276,,276,218,"@karalabe You were right, problem was indeed caused by an old eth-netstats installation. After I deleted it and did a clean reinstall, it works.",healthy,144,0,
277,,277,10,Go has a very neat way of making the two interchangable,healthy,55,0,
278,,278,434,damn the GO GC is annoying ,toxic,26,1,
279,,279,80,on a private net it should be quick....i was able to generate my block within seconds,healthy,85,0,
280,,280,100,"yes, but the nonce is not the same value as teh priority",healthy,56,0,
281,,281,182,`caktux` looks up your DAG with their finger,healthy,44,0,
282,,282,246,`enode://c25ecde8e1f06f08b5b6f0b706883e2d937fdf63ba0bc69802ba81d1f3fcfdef53ed04f4b1894770a63121b6547e3ebeb9db4db70e1e554e50f126a5280e7382@188.24.82.232:30304`,healthy,158,0,
283,,283,505,DEATH TO ALL EMACS USERS!,toxic,25,1,
284,,284,250,either kill the running geth instance or start geth with `â€”datadir anotherdir`; do the latter if you think you have the whole net synced,healthy,138,0,
285,,285,487,"I am a smart person, I cant track shit here? What gives?",toxic,56,1,
286,,286,351,love the way I can just say make geth. No funny business old school simple efficient no bullcrap autotools or cmake,toxic,115,1,
287,,287,60,"@mcdee  because of 0 balance , i am unable to deploy contract through truffle on rinkeby testnet.",healthy,97,0,
288,,288,106,ah. did not know of that geth removedb. does it kill my keystore?,healthy,65,0,
289,,289,28,"And yes, you can compare those two things, but I'd suggest that trying to prevent other contracts calling you is an antipattern.",healthy,128,0,
290,,290,298,avsa too lazy to check in private network...,healthy,44,0,
291,,291,561,"hold on, let me click a button, suck some money out of my bank through ACH, and... bet on some events, lol. :-D",toxic,111,1,
292,,292,543,`caktux` go ncurses heheh,toxic,25,1,
293,,293,4,"> If it is what I think it is, you will not be able to get your ether or tokens on the new machine.",healthy,99,0,
294,,294,134,"anyone here have a clue why windows builds of Geth would say ""Bad packet ... bad hash"" but linux version would not?",healthy,115,0,
295,,295,310,we most definitely agree that the fixed price sucks :P,toxic,54,1,
296,,296,94,"As we already observed, most pools aren't using the geth/parity default gas price anyway",healthy,88,0,
297,,297,89,you can pull the latest from our release page and it will run fine,healthy,66,0,
298,,298,598,"Umm, it's really stupid. Some keys in my genesis.json are wrong.
E.g., `gas_limit` should be `gasLimit`",toxic,103,1,
299,,299,227,"so in short why ropsten boostrap appear to me as ""useless"" ?",healthy,60,0,
300,,300,503,why the fuck would you play that,toxic,32,1,
301,,301,454,damnit i throw away all my logs,toxic,31,1,
302,,302,512,"fuck, we need tihs https://github.com/gizak/termui",toxic,50,1,
303,,303,293,@qkdev Could you do a `txpool.inspect` and dump the results into a github gist?,healthy,79,0,
304,,304,441,"I was fucked by consensus failure, was 50 blocks behind and load average spiked",toxic,79,1,
305,,305,453,"Got tired of being a dead dog.
",toxic,30,1,
306,,306,74,how can I specify go-ethereum to create a new account to use the P384 curve,healthy,75,0,
307,,307,68,"@obscuren I've just ""flagged"" your pprof hack, so if your profile server stops responding, just add `--pprof` :P",healthy,112,0,
308,,308,130,"No not possible because no matter what you do, you must execute the transaction in the **exact** same order as you received them",healthy,128,0,
309,,309,9,and that's how Netflix and Reddit go down simultaneously kids :D,healthy,64,0,
310,,310,515,Oh @samlavery you troll. Pay no attention to him @johnwhitton he means no harm :-p all good fun. Any question is good here. ,toxic,123,1,
311,,311,314,@tymat ah! why use HTTPS: because browsers hate mixed content of HTTP/HTTPS. ;),toxic,79,1,
312,,312,178,"go to syncro with network, screenshoot joined",healthy,45,0,
313,,313,551,It can be foolish only because of noobs or people that go full retard,toxic,69,1,
314,,314,260,Can anyone recommend me any type of gpus im planning to build 2 sets of rig my budget is 5k and plz tell me why i need to go with that gpu . I'll be thankfull,healthy,158,0,
315,,315,367,"but if you add further miners, it will screw with block times a lot",toxic,67,1,
316,,316,118,Im hoping it starts tobthink like i do - the ebd users as well as the bots,healthy,74,0,
317,,317,297,i know you can change port with --port=33335 but how to kill it ? only way i know is reboot D: ,healthy,94,0,
318,,318,242,I'd suggest using a full node as the bootnode though,healthy,52,0,
319,,319,189,And that is mainnet and testnet.,healthy,32,0,
320,,320,392,looks like the US election all over again - pest or colera,toxic,58,1,
321,,321,219,"ew, that sounds bad. don't want to run that on my pool",healthy,54,0,
322,,322,398,because I think I've screwed this up big time,toxic,45,1,
323,,323,431,"@pipermerriam some gas estimates are kind of crap right now from what I've heard. Of course, it's open source, so you or I could even fix it...",toxic,143,1,
324,,324,172,Maybe I was doing something stupid but if I removed the --genesis part from the command I could not mine.,healthy,105,0,
325,,325,484,"We were in apartheid till 1992, then we gave the goverment to ""them"" then they forgot to run the country. Now we are fucked",toxic,123,1,
326,,326,317,"ah ok. I didn't know wtf you were talking about before, lol. https://www.jetbrains.com/teamcity/features/deployment.html",toxic,120,1,
327,,327,129,"Oh, sorry. thatâ€™s a stupid question T.T. thx",healthy,46,0,
328,,328,237,the sendTransaction returns to me the address of the deployed contract,healthy,70,0,
329,,329,335,the hide you have calling me a liar after i lost over 1btc value to sketchy code,toxic,80,1,
330,,330,168,"Hm, I guess mist has eth built in, this problem is only because you're using a std browser.",healthy,91,0,
331,,331,93,"This might sound like a stupid question, but what am i doing wrong here....",healthy,75,0,
332,,332,537,I hate debugging with blocks like this,toxic,38,1,
333,,333,184,"Managing IoT Devices using Blockchain Platform

Seyoung Huh, Sangrae Cho, Soohyung Kim
",healthy,86,0,
334,,334,430,"@tinybike damn just remembered, there is a JS implementation of Ethereum, did you see that one?",toxic,95,1,
335,,335,32,"@kenji-isuntv yeah not sure. admin.nodeInfo genesis field is exactly matching in all three nodes however ""head"" value is different.",healthy,131,0,
336,,336,519,@obscuren mining pools you fool ,toxic,31,1,
337,,337,406,wtf. my extraData is messed up.,toxic,31,1,
338,,338,96,just built my first Dapp :D http://etheroll.com testnet only!! DO NOT CONNECT FROM LIVE NODE,healthy,92,0,
339,,339,277,seems your chaindata got corrupt.,healthy,33,0,
340,,340,320,ok ill get off my anti-religion rant ,toxic,36,1,
341,,341,481,The string representation is just ugly ,toxic,38,1,
342,,342,291,"```
 ""0xe0b10f3f5a7b7c9b53102ef460c99361ec598d6906651ab02095115e15f7cd0a"".length
 => 66
 ```",healthy,92,0,
343,,343,48,"ive mined 3 blocks so far, feels so good lol",healthy,44,0,
344,,344,316,"what the ""fuck"" is going on",toxic,27,1,
345,,345,409,If you think this is totally ridiculous feel free to let me know as well :p,toxic,75,1,
346,,346,29,iâ€™ve killed everything on those boxen that might consume resources ,healthy,68,0,
347,,347,228,for about 3mins there was getting 1 sec block times lol,healthy,55,0,
348,,348,280,Here is a snaphot of nodeInfo on my emulator:,healthy,45,0,
349,,349,355,fuck i guess it's everyman for himself in the wild frontier.,toxic,60,1,
350,,350,411,wtf are you talking about?,toxic,26,1,
351,,351,482,just so inexplicably slow and I keep getting sync errors (probably due to shitty internet),toxic,90,1,
352,,352,258,"ah, silly me...  
Geth
Version: 0.9.26
Protocol Version: 60
Network Id: 0
Go Version: go1.4.2
OS: linux
GOPATH=
GOROOT=/usr/lib/go",healthy,130,0,
353,,353,567,can someone help this poor sod out: https://forum.ethereum.org/discussion/comment/10520#Comment_10520,toxic,101,1,
354,,354,272,@silly-n try the abi unquoted ;-),healthy,33,0,
355,,355,325,"god dammit sam, itâ€™s way too late for this shit!",toxic,50,1,
356,,356,376,when i've used eth i run it w/ `-v 1` -- the default setting is just silly,toxic,74,1,
357,,357,407,"Oh, damn. I should be using ""NewSigArgs""",toxic,40,1,
358,,358,399,"Well damn, that hash doesn't match. :/",toxic,38,1,
359,,359,536,Iâ€™m pretty sure no one is gonna give a shit ,toxic,45,1,
360,,360,64,Is there a specific amount or ram that is needed in order to run geth? My linux server keeps killing the process because OOM.,healthy,125,0,
361,,361,247,"I dont think so. I am using geth v1.6.5 , and I am getting both the port 30303 and the RPCport 8545",healthy,99,0,
362,,362,54,job well done by the whole crew!  I wish i was in Amsterdam to hit the pub with you guys.,healthy,89,0,
363,,363,289,@manjunathc you need the solc compiler. @zelig probaly knows where to get it from,healthy,81,0,
364,,364,111,secondly you have to pass --nat=extip:<host ip> to geth inside the container,healthy,76,0,
365,,365,253,Because non-whites make windows,healthy,31,0,
366,,366,424,@rfikki yep. it's kinda crappy in that regard too. I doubt that really even works.,toxic,82,1,
367,,367,433,"gitter is too clever, fetches avatar for shit",toxic,45,1,
368,,368,523,Github used to scare the shit out of mw,toxic,39,1,
369,,369,102,"Nevermind my question, finally managed to answer it my own dumb self.",healthy,69,0,
370,,370,86,"I have to `geth attach` into it, and use `miner.start();`",healthy,57,0,
371,,371,210,@rfikki nice. a GlobalRegistrar?,healthy,32,0,
372,,372,79,`Quiark` you should have 2**4 children,healthy,38,0,
373,,373,408,Just catching up but holy shit this looks awesome: http://www.dropmocks.com/mIaQAc That your work @alexvandesande ? ,toxic,115,1,
374,,374,27,And we also want to add some resilienc to connectovity issues after that,healthy,72,0,
375,,375,49,"Sanity check pls: when I download mist for OSX and try to open the app, nothing happens. Anyway to debug?",healthy,105,0,
376,,376,586,"If I have a shitty connection, then by the time I get to sending out the blocks, my peers will all start requesting it from me",toxic,126,1,
377,,377,425,"Main sync stalled with Geth 1.4.19, opened wallet and switched to Test, it is on friggin Morden!!!  EEEK!  How do I fix that?  Or am I stuck on Morden using the Geth 1.4 series?",toxic,177,1,
378,,378,334,Docker.  Damn auto correct,toxic,26,1,
379,,379,205,My ears are burning...  Did someone say ARM PPA? @bobsummerwill @caktux are these armv7 aimed builds now? or still armv5?,healthy,121,0,
380,,380,382,yeah saw it with Alex and Sven. Damn. :(,toxic,40,1,
381,,381,2,"`miner.setEtherbase`, `miner.setExtra`",healthy,38,0,
382,,382,109,the net connection is so poor that even gitter needs 3 mins to load,healthy,67,0,
383,,383,511,it mostly pops up during development on the test network (small and easy enough to get yourself cutt off with something stupid :D),toxic,130,1,
384,,384,421,Cool... let me give you a more perverted command to include the fix :D,toxic,70,1,
385,,385,541,shit's been going down i see.  even gitter has a new look.,toxic,58,1,
386,,386,575,"maybe the PRs, reverts, etc screwed it up?",toxic,42,1,
387,,387,8,blockchains are bad at storing things,healthy,37,0,
388,,388,284,You can dump and load the full chain for any network,healthy,52,0,
389,,389,574,i see that my plan to get a shitty PR pre-approved has failed,toxic,61,1,
390,,390,397,"yeah, the one that doesnâ€™t go apeshit",toxic,39,1,
391,,391,119,and youâ€™d have to hack up the source ,healthy,38,0,
392,,392,173,@tymat I did as per the web site > bash <(curl https://install-eth.ethereum.org -L),healthy,83,0,
393,,393,350,Shortcuts from hell but it's ever so usefull over ssh.,toxic,54,1,
394,,394,416,i got it.. damn I'm so noob,toxic,27,1,
395,,395,145,"```
0 00  EURUSD..........
0032: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00  ................
0144: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00  ................Killed
```",healthy,180,0,
396,,396,213,@tymat that usually indicates there wasnâ€™t enough gas,healthy,55,0,
397,,397,90,It seems that from your command you are just running a naked â€œgethâ€ command right?,healthy,86,0,
398,,398,35,"geth --datadir=/my/mainnet
geth --datadir=/my/testnet --testnet

",healthy,63,0,
399,,399,157,"looking at my node, block 472150 has state root `13fb5918d455bb8d8889fe7`. your node thinks otherwise, so something went wrong while processing that block.",healthy,155,0,
400,,400,498,omg these oracle cloud services are completely retarded.,toxic,56,1,
401,,401,83,or Geth 1.0.1 already included in autoinstallation packet?,healthy,58,0,
402,,402,396,what the hell? gatecoin requires passport/blah.,toxic,47,1,
403,,403,419,"question, wtf is an uncle lol",toxic,29,1,
404,,404,211,[![ethcoinbase.PNG](https://files.gitter.im/ethereum/go-ethereum/jwkm/thumb/ethcoinbase.png)](https://files.gitter.im/ethereum/go-ethereum/jwkm/ethcoinbase.PNG),healthy,160,0,
405,,405,230,@shyguy1188_twitter can you paste your contract code here? Is `setName` expecting a string input? What is your contract ABI that you're passing to web3.eth.contract?,healthy,165,0,
406,,406,126,"```
Gas estimation:
construction:
   421391 + 42600 = 463991
external:
   kill():	295
internal:
```",healthy,99,0,
407,,407,516,"you'd have to index every mapping addition to an array, and then iterate through the array...which is a bitch to do....",toxic,119,1,
408,,408,342,"oh, that makes sense -- actually that's a darn good idea, i may start doing that",toxic,80,1,
409,,409,469,moron come and claim to connect to pool with such ICAP. This is annoying. Please force cpp-team to provide hex addresses,toxic,120,1,
410,,410,428,Stupid Godeps is ignoring github.com/ethereum/go-ethereum/crypto/secp256k1/libsecp256k1 to put in vendor :-/,toxic,108,1,
411,,411,169,@obscuren I want to be very clear Iâ€™m not attacking you personally. You are also being very gracious to stay here and continue answering our questions.,healthy,153,0,
412,,412,559,want to send it a nasty message :D,toxic,34,1,
413,,413,206,OR he hat bitcoin rigs lying around,healthy,35,0,
414,,414,197,"Please add that youâ€™ve imported your ether sale wallet and that mining failed after that (this is correct, right?)",healthy,116,0,
415,,415,135,With you here @rfikki. Wouldnâ€™t be chatting right now if I didnâ€™t care.,healthy,75,0,
416,,416,113,`caktux` that was redundant..,healthy,29,0,
417,,417,596,I'm half tempted to dust them all off in my closet,toxic,50,1,
418,,418,599,"So running a validator on an RPi 3 would definitely be a dumb idea, but running a regular node would still be fine.",toxic,115,1,
419,,419,187,@zhouzhou84 `0x5d662156c457Ee5B0169dD9475E537E7e73546D5`,healthy,56,0,
420,,420,91,"Ropsten is a bit of a black sheep now, but lets hope Rinkeby will help address it :-)",healthy,85,0,
421,,421,241,`enode://086a6208c9ec601c5ebd53e5e51956b86cc26d7720253b18c52048559dbcd859d574f9946aaf3b95176ccb7d5805fcbe7d9a395365be1755f8d47fc11217094a@62.163.114.115:30303`,healthy,159,0,
422,,422,50,which contains a huge amount of junk,healthy,36,0,
423,,423,82,may steal yer idea when i get my Lubuntu laptop up =P,healthy,53,0,
424,,424,166,"@tymat you may not be able to do that (20+ nodes). of course, I'm assuming I know what you're talking about and purposely trying to keep this all ambiguous as possible. muhahah. :)",healthy,180,0,
425,,425,366,these 2 are the bollock talkers ,toxic,31,1,
426,,426,292,"@mcdee thank you for the tip. One is supposed to do it throught `ethclient.Client`, right?",healthy,90,0,
427,,427,365,Remember that scrolling penis @tgerring did during our whisper demo lol,toxic,71,1,
428,,428,473,sucks that Vitalik is leaving to join the fed.. We have lost a good one today boys.,toxic,83,1,
429,,429,59,you can then pull it and just dump it instead of your existing one,healthy,66,0,
430,,430,207,"Oh wait, I see your gas price is high too, but you are still bumping against block gas limits for tx to be mineable.",healthy,116,0,
431,,431,283,@tgerring hey terminator you ready! :),healthy,38,0,
432,,432,71,"Hello. Can I ask noob questions here, or is this just for geth devs?",healthy,68,0,
433,,433,67,put this into a smart contract. ;) if (media.attacks > 5) { slander = new Lawsuit(); slander.lawsuit.start(); },healthy,111,0,
434,,434,525,Average person is really stupid,toxic,31,1,
435,,435,296,anyhow lets find a good scheme for when exactly we should pass block with td t_b to peer p with known head t_p,healthy,110,0,
436,,436,255,"@obscuren see, others are also saying you're slacking off... ;)",healthy,63,0,
437,,437,62,I was building the same git commit. ,healthy,35,0,
438,,438,418,I'd like to mine but I don't have a rig....and I fear I will fuck my laptop,toxic,75,1,
439,,439,374,wtf? it took 35 minutes? :(,toxic,27,1,
440,,440,480,"Lol wtf @thehighfiveghost @Arachnid @karalabe can I not have a day off every now and then? You alone, @karalabe, are a handful ",toxic,126,1,
441,,441,413,Bitcoins for used panties dot com,toxic,33,1,
442,,442,331,please barter or otherwise banter if this offer sucks i can't seem to hold onto any moneyu i make lol @BrutalBirdie thanks for the idea,toxic,135,1,
443,,443,349,If you ever want to create a 500 MB file filled with the string penis just do `yes penis > output.txt` and Ctrl-C after 2 seconds.,toxic,130,1,
444,,444,72,Chances are - it's web3.py's fault.,healthy,35,0,
445,,445,580,Gitter is really crap on mobile phones,toxic,38,1,
446,,446,190,If you are on develop could you run with https://github.com/ethereum/go-ethereum/pull/2327 and when the filter appears to be broken could you kill geth with quit,healthy,161,0,
447,,447,1,and our support would be killed,healthy,31,0,
448,,448,327,"crap, we missed 8,765 blocks. next will be 7,654 blocks. :smile: ",toxic,64,1,
449,,449,387,Damnit travis taking a long time again :-|,toxic,42,1,
450,,450,589,there's another reason why ethereum is shit,toxic,43,1,
451,,451,572,@tymat how do you learn BS skills like he did in the video?,toxic,59,1,
452,,452,221,this approach doesnt work. i connect to socket from localhost\,healthy,62,0,
453,,453,179,"guys, any idea how to debug filters stopping notifying me? it happens to me with etherlisten once in a while, and I think there's also correlation with having to panic kill geth",healthy,177,0,
