,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,statement,label,len_text,is_toxic
65,,65,23,3269,nit: get rid of battery_percentage and just return the values directly below,healthy,76,0
66,,66,468,2461,I'm hoping that you won't tell me that this is a horrible hack :),toxic,65,1
67,,67,288,2519,"In that case, my personal take would be the alternative outlined in your first bullet. What I leave this up to you.",healthy,115,0
68,,68,575,421,"ah crap...

For reasons unknown, this is always final line in the file. I think I'll need to deep-copy stack trace when capturing it.",toxic,133,1
69,,69,129,3121,myButton.setIcon(hasMultipleItems() ? PlatformIcons.COMBOBOX_ARROW_ICON : null);,healthy,80,0
70,,70,213,3099,mpAudioTrack should be initialized.,healthy,35,0
71,,71,395,5185,This is ugly. Maybe subclass output manager for each interface type?,toxic,68,1
72,,72,445,3488,"no, but i can change it to Lollipop. i just hate these stupid-ass names, and don't have an API level yet.",toxic,105,1
73,,73,81,3496,"No, I think this is preferable to have an informational output cause a failure.",healthy,79,0
74,,74,162,3404,"nit: unique_ptr<>& is a little ugly IMO, when not necessary.  Maybe
ExtensionThrottleEntry* entry = url_entries_[url_id].get();
?",healthy,129,0
75,,75,270,608,"As with UiccCard this implementation has race conditions, use mLock style synchronization on all public methods?",healthy,112,0
76,,76,36,775,Can we extract this to a function? All the exit points are die() statements so should be fine.,healthy,94,0
77,,77,144,2960,"lsusb isn't built any more. should i add lsusb.c back into the makefile and restore libusbhost, or should i git rm lsusb.c?",healthy,123,0
78,,78,521,3397,nit: this line is totally worthless,toxic,35,1
79,,79,128,1715,"how about a SucideStage that does os.kill(os.getpid(), 9) ?",healthy,59,0
80,,80,266,4003,"qwidget should be before any stl headers (as stl is a built-in library and Qt is just a 3rd party), and, IMO, ui_*.h should also go before system headers",healthy,153,0
81,,81,542,1458,"FATAL:media_transfer_protocol_manager.cc(52)] Check failed: bus_.

It sort of sucks to have a bunch of ifs just to make the test pass. I'll check if we can put in some fake bus and get back to you.",toxic,197,1
82,,82,489,2748,"I've generalized this to include all context managers as Alex prescribed.  I've also left a general warning not to be an idiot about locking.  Unfortunately, it won't reach its intended audience.",toxic,195,1
83,,83,171,2165,i think you can leave these two out. (they have to be included by their mocks.),healthy,79,0
84,,84,56,2920,Let's use DISABLE_HW_DECODE_ACCELERATION_BROWSER_ARGS or DISABLE_ACCELERATED_VIDEO_DECODE_BROWSER_ARGS.,healthy,103,0
85,,85,390,5195,This isn't Chrome tracing.  This is dumb armsoc tracing into Xorg.0.log.,toxic,72,1
86,,86,238,6448,You should put a kOnstant in here.,healthy,34,0
87,,87,169,5774,we should remove all accounts of TYPE_0 too,healthy,43,0
88,,88,119,2631,"Isn't system_api's dbus/service_constants.h violating this, then?",healthy,65,0
89,,89,328,583,"arse!

good job one of us can read…",toxic,35,1
90,,90,178,4803,"The umpire structure is based on twisted, and we probably want to use twisted primitives (such as deferLater) instead of threading.Timer.",healthy,137,0
91,,91,476,3623,"Oh this is so lame... re.match() anchors the beginning, but not the end :P :P :P :P  What were they thinking?",toxic,109,1
92,,92,353,5120,"This is kinda crappy. I just realized you can't query LayoutLibrary for the API level.
We should have a Capability for IMPROVED_VIEW_INFO or something.",toxic,151,1
93,,93,383,1429,"Eww.  Yes I suggested the ternary there, but that's fugly. :)

if deps_filter_fn is None:
  deps_filter_fn = lambda x:x
self.deps_filter_fn = deps_filter_fn",toxic,156,1
94,,94,232,2380,If you are trying to set this to false and you succeed at changing the setting but not at killing the daemon; should you fail? The update_engine will not share new files nor try to consume them; but the daemon will still be running until next reboot.,healthy,250,0
95,,95,495,2936,"list is internal identifier, and xlist is a stupid name",toxic,55,1
96,,96,136,473,"Ak, that was dumb of me not to see that, _that's_ why you did it that way.",healthy,74,0
97,,97,552,6115,"Yeah reading the doc, getCanonincalPath will return a unique file per file (not per path).

However I don't want to use canonicalpath.

Java7 has a new class to handle this crap....",toxic,181,1
98,,98,494,3863,please fix this silly trailing space issue,toxic,42,1
99,,99,273,668,better just remove this completely than introduce a rotting DEBUG_CPPU_UNO,healthy,74,0
100,,100,507,1584,"good thing you wrote it this way :) - you would've gotten screwed if you wrote ""org.conscrypt"".equals() because jar-jar would've helpfully changed the string for you.",toxic,166,1
101,,101,301,707,brace indentation is screwed up here,toxic,36,1
102,,102,553,1968,"I know this is simpler, but I don't know why an enterprise would care about disabling audio activity unless it delayed the lock screen. For the user in the enterprise case, losing this ability just becasue video is bad would suck.",toxic,230,1
103,,103,303,711,"btw, `ECMASCRIPT6` significantly increases bundle size by adding dozens `$jscomp` variables like `const $jscomp$async$this=this;return $jscomp.asyncExecutePromiseGeneratorFunction ...` and ES6 polyfills. It's awful :(",toxic,217,1
104,,104,231,2533,"indent with tabs, not spaces
 
 you could one-line it by doing:
 
  rm ""${D}""/boot/{config,System.map}-${version}
 
 you should add `|| die` after each `rm` since it isn't automatic",healthy,181,0
105,,105,504,5780,"we still have sramfunc in plat_pmu_macros.S, so we need sram_test and sram_data. Oh, it so stupid use wrong sram size
before :(",toxic,127,1
106,,106,377,1887,"I explored std::atomic<T>, but it's uglier to initialize and use (it's non assignable and initialized to junk).",toxic,111,1
107,,107,388,1926,"I hate Qt's metatyping.

Moved to using a private data member instead of a slot argument.",toxic,89,1
108,,108,31,4078,"Remove this warning because we must provide 15,30 and 30,30. We don't want people to ask if this message is a bug every time. Just keep the documentation.",healthy,154,0
109,,109,283,6445,You should probably either handle view == null or add a DCHECK,healthy,62,0
110,,110,431,3750,"Oops, brain fart :-) Sorry, I had misread that page (I overlooked the fact that most overloads only applied to unique_ptr<T[]>). Shutdown() got removed altogether in the end, so we won't be needing either version.",toxic,213,1
111,,111,499,1575,"Good catch.

It sucks that we have multiple name spaces for the same stuff.",toxic,75,1
112,,112,272,3366,"nit: should have a higher oom_score_adj to be killed earlier.
Don't forget the period.",healthy,86,0
113,,113,459,2690,"It was also not immediately obvious to me why you were adding a bool to an int, but I get it now.

Is there any way to make this more 'idiot-proof' for the next reader of the code?",toxic,180,1
114,,114,112,6042,With this option I don't get any respone after setenv stdin=usbkbd,healthy,66,0
115,,115,306,910,correct -- this is how `gerrit` has always operated thus far.  i agree it's crappy behavior.,toxic,92,1
116,,116,203,4094,"Remove.

""Let the shell script and MIMO updater check the PID.""",healthy,63,0
117,,117,474,5885,When I change the API I will delete it. Having this kind of thing being a public millstone for the GC is ridiculous.,toxic,116,1
118,,118,415,2443,I'm a sucker for early returns instead of adding an indentation to the whole function body. :),toxic,94,1
119,,119,571,3676,"Oh, yeah, what a crap.  Maybe use this cleanup commit to finally get rid of that odd --language handling for good.",toxic,114,1
120,,120,338,5096,"This is existing code -- PostAsyncCallbackForUser -- I can actually use that as the holder for now.  Then we can kill it all after.

I agree - this is messy/ugly.",toxic,162,1
121,,121,168,715,"Btw, the IDs starting with I... are Change-IDs you see in commit messages, identifiers of changes within gerrit. The ""real"" git commit IDs are the ones you get when browsing git log, prefixed with ""commit ..."".",healthy,210,0
122,,122,99,2020,"I see. That's the error because you are trying to overwrite existing dir with symlink; while ""rsync -a"" was to fix symlink overwriting broken symlink.

Probably better to write a python script to do the copy, so you can select whatever to copy.",healthy,244,0
123,,123,469,854,"chromite.cros.commands.* contradicts that. :)

Find stays, although an os.walkdirs or similar perhaps (the find was used since it's far simpler than the walkdirs crap, imo).",toxic,173,1
124,,124,595,640,"Bash is a strange beast. Here's my problem:


$ echo 'somevar=""blah""' > test.sh
$ (. ./test.sh) || echo fail
$ echo ${somevar}

$ . ./test.sh || echo fail
$ echo ${somevar}
blah",toxic,177,1
125,,125,255,5989,why not place this in the dirty bits iteration? (with a comment on why we need it for D3D11),healthy,92,0
126,,126,473,2778,"just --ipv6 and default to true? i'm pretty sure that DEFINE_bool(ipv6, ...) should already give --noipv6, and --nono_ipv6 is pretty disgusting.",toxic,144,1
127,,127,89,3590,"null should never happen, so I would use Preconditions.checkNotNull instead; otherwise an misconfiguration in TOUCH_NAME_TO_ENUM may be masked",healthy,142,0
128,,128,265,3543,"not forever:)

The command will be killed at
https://chromium-review.googlesource.com/c/chromiumos/platform/tast-tests/+/1557300/1/src/chromiumos/tast/local/bundles/cros/video/encode/accel_video.go#330",healthy,201,0
129,,129,20,4102,"replace the misleading javadoc with ""Equivalent to {@link Math.nextUp}.""?",healthy,73,0
130,,130,227,4978,"This definitely seems useless. const pointer to a write-only buffer, which points past the end of valid data.",healthy,109,0
131,,131,200,3762,"Oops, this IFNA should not be here, probably due to your rebase.",healthy,64,0
132,,132,222,5246,"This needs *your* SOB.
As I mentioned before, please use:

git cherry-pick -x -s

To add the cherry-pick message *and your SOB*.",healthy,128,0
133,,133,527,1151,"Dislike this here.  Is there a better place for this constant?

Alternatively, leave it here, then we move the git crap out of this lib into it's own module...",toxic,159,1
134,,134,150,3511,"No, this os is temporary (allocated on stack), and will be destroyed at the end of this function",healthy,96,0
135,,135,460,1008,"Damn it, how'd that slip through...",toxic,35,1
136,,136,239,1788,"I am fine to create a new AssistantNotificationSubscriber.
 Do you mean to rename AssistantEventSubscriber interface to AssistantInteractionSubscriber?",healthy,151,0
137,,137,234,1214,D'oh... stupid copy-and-paste errors. Someday I'll figure out how to type zh-CN directly into emacs...,healthy,102,0
138,,138,180,2073,"I think so. For example, debuggerd uses this feature to dump parts of the stack of the crashing process.",healthy,104,0
139,,139,175,4418,"Since these APIs can't be used by anything other than the smart card process they should be hidden so they won't show up in the SDK. To do that please add a javadoc comment that includes the @hide tag, like this:

/**
 * @hide
 */",healthy,230,0
140,,140,192,4181,"Same here, useless error in a console log.",healthy,42,0
141,,141,259,4024,recommend pcre_options = PCRE_ANCHORED,healthy,38,0
142,,142,496,1521,future language designers take note: this is the kind of silliness that results when you don't allow trailing commas,toxic,116,1
143,,143,256,3583,"Now this is the ""made up"" delay. ...it's much smaller, I don't think it needs to be very much.",healthy,94,0
144,,144,138,5350,this subject line is a bit uninformative,healthy,40,0
145,,145,174,2716,"It's an unfortunate side-effect of the module() member of ModuleEnv being const. I think that member is worth const-ing, to communicate clearly that consumers of ModuleEnvs that the WasmModule is not mutable by them.",healthy,216,0
146,,146,125,5608,Use GEM mmap. Whether or not the buffer is tiled is an implementation detail.,healthy,77,0
147,,147,197,5553,"Urgh, annoying... How much work is it to test the ""users""? How many are there in the first place? Can you not just inspect them manually and make the change? Otherwise I suggest switching to Python...",healthy,200,0
148,,148,318,1942,I heard about that - apparently it may create a black hole that consumes your children.,toxic,87,1
149,,149,4,5259,This only needs Is* methods. Remove from friends and make Is methods public.,healthy,76,0
150,,150,481,6116,Yeah this one is a bit weird. I believe it's possible to remove it by using the InputMethodKeyboardController interface instead. I can give it a try.,toxic,149,1
151,,151,274,2525,In the kernel where they dislike* typedefs.,healthy,43,0
152,,152,393,3308,Nit: let's nuke the |numPopups| param for sake of simplicity.,toxic,61,1
153,,153,296,4685,"that's just silly. if we really worried about that, we would also include the date and the log tag and the fact that this is of class error!",healthy,140,0
154,,154,362,572,"Argh, brain fart from a previous version of the patch :(",toxic,56,1
155,,155,106,756,Can this be incognito profile? We currently persist download directory in original profile.,healthy,91,0
156,,156,340,5496,"ugh.  I hate nested #ifdefs.  No choice, I guess...  ;)",toxic,55,1
157,,157,204,2811,kiking is simple - killing of reaper_thread and closing usb device endpoints.,healthy,77,0
158,,158,574,1210,"D'OH! Shit, sorry... you should've told me that something broke for you. I'll fix it right away.",toxic,96,1
159,,159,411,6066,"Wow, did we miss an obvious bug right here!  What idiot LGTM'd this?  :)

I'm fixing this as part of another CL now.",toxic,116,1
160,,160,202,1373,"edit: Okay, pylint just told me that I'm an idiot and that you meant the error() function in argparse instead.",healthy,110,0
161,,161,152,1889,I feel it is better if you use bitwise OR instead of arithmetics.,healthy,65,0
162,,162,336,5866,"what the heck! I changed this, but somehow it was lost.",toxic,55,1
163,,163,121,3209,nit: add a simple constructor so it isn't possible to create one of these with garbage in the 'type' member,healthy,107,0
164,,164,385,5486,"ugh, damn autoserv, bringing it back.",toxic,37,1
165,,165,573,1042,"Damn, you're right. My bad, the alias table was even malformed, but this was hidden by the full resource table, which masked it completely. This is now fixed. Thanks for spotting this.",toxic,184,1
166,,166,514,1564,"Global context kinda sucks for following code flow, but I know we rely heavily on this param global.",toxic,100,1
167,,167,384,2465,i'm just going to kill WaitForService() because it is dumb,toxic,58,1
168,,168,589,5355,"This test is a horror show, but it is temporary state until all v1 crap is deleted.",toxic,83,1
169,,169,237,456,"Ah, this is why your hack only runs for USID = 0",healthy,48,0
170,,170,470,4487,"something is going wrong with the indentation here - or perhaps before, make sure it's 4 spaces (and configure your editor to ensure that, if it is too dumb to do it out of the box)",toxic,181,1
171,,171,549,6147,"Yeah, it's like this code has entered a squishing competition. Sucky if you ask me, but agree with the line removal here and below - it's consistent with the rest of the code, and that matters more than anything else when coding at chrome-team scale.",toxic,250,1
172,,172,66,3237,"nit: const pointer.
 i.e.
 
  AppListViewDelegate* const view_delegate_;
  SearchResultPageView* const search_result_page_view_;",healthy,128,0
173,,173,10,6064,Wow yeah.. how did that git in there (goes to git blame)...,healthy,59,0
174,,174,572,2644,"it can be ignored, although the consequences of that CONFIG_PROTECT wise may bite us in the ass to say the least.",toxic,113,1
175,,175,588,3485,No worries! the part of the code is pretty ugly and it is sooooo hacky! :-),toxic,75,1
176,,176,402,5349,This stupid reviewer error (leaving the scrolllock test mode on when committing) was fixed with commit d38459355e3e845ad8db3c515536267923afe3ec,toxic,143,1
177,,177,467,4789,The repeated setter looks ugly. Consider one masking step.,toxic,58,1
178,,178,425,1686,"Hmm, you are right. These should not be included by CQ until they're submitted.

Note that the CLs will not show up as chumps because they're submitted by chrome-bot.",toxic,166,1
179,,179,433,995,dammit! thanks for keeping me honest :),toxic,39,1
180,,180,173,4368,Should we just get rid of the brackets or are they actually useful?,healthy,67,0
181,,181,240,5693,"vpx_dsp/ should be enough, then you'd move this after vpx_integer.h for the sort order",healthy,86,0
182,,182,562,1030,"Damn, good catch, I added that if() without thinking and my test just coincidentally happened to work.

Fixed and added another test to cover that case.",toxic,152,1
183,,183,261,5925,"why bother ?  if mount_gpt_image gets a bad flag, just let it die ?  then this func turns into one call:

 ""${SCRIPTS_DIR}/mount_gpt_image.sh"" --remount ""${MOUNT_GPT_OPTIONS[@]}"" ""$@""",healthy,183,0
184,,184,442,2587,"Is it really safe to handle these IRQs now, at syscore resume time?  Cocks and GPIOs may not have even been initialized yet.",toxic,124,1
185,,185,19,2759,"JavaTime is an int64, but base::Value only supports int.",healthy,56,0
186,,186,83,5759,we should just delete this entirely and use sys_tgkill from linux_syscall_support,healthy,81,0
187,,187,33,2245,"I wonder if the indirection is worth it...

Perhaps a comment would be more helpful here:

  # Create a Datagram socket
  s = socket.socket(socket.AF_INET6, socket.SOCK_DGRAM)",healthy,175,0
188,,188,102,3309,nit: Let's write BindRepeating. ditto for other callbacks.,healthy,58,0
189,,189,79,5587,Use can use die() here... this should never happen and indicates a bug.,healthy,71,0
190,,190,537,3469,"no magic.. just this coder dumbness
tried another way...",toxic,56,1
191,,191,210,2737,"Its requried for linkage, should I add a dex_instruction_utils.cc to get rid of it?",healthy,83,0
192,,192,244,1414,error -> die.  then you can drop the exit below.,healthy,48,0
193,,193,485,3569,note the new __LP64__ check. we don't want to fuck 64-bit bit up like 32-bit was fucked.,toxic,88,1
194,,194,281,790,Can we remove WidgetCreationType and kWidgetCreationTypeKey?,healthy,60,0
195,,195,118,1751,"How long does this take? The run queue idle needs to be really fast, since it will block EVERYTHING in Goofy. If it takes a long time, maybe it should be a separate thread after all.",healthy,182,0
196,,196,122,3219,"nit: both interfaces take a pid.  Make the ordering the same (first on both?)? (yeah, my fault that they're different.)",healthy,119,0
197,,197,247,881,CONFIG_FTRACE is expensive and not necessary for systrace.  All you need is CONFIG_SCHED_TRACER.,healthy,96,0
198,,198,54,3125,"Nah, because I want to make it REALLY HARD to do something stupid that causes us to lose track of locked hosts.  This way, you can't remove hosts from self._hosts short of flat out blowing it away and replacing it with something else.",healthy,234,0
199,,199,302,3773,"Oops...""Click here info"" reads pretty awful :-D

Fixed!",toxic,55,1
200,,200,372,1010,"Damn it, I swear I know how to speel this word.  Fixed.",toxic,55,1
201,,201,148,2607,"is this actually what we want, or do we just want raw /proc/pid/maps output? bdc? cferris?",healthy,90,0
202,,202,583,1672,"Hmm whitespace looks dumb there.  Perhaps just drop the trailing comma?
I wrote that, thanks for linting.",toxic,105,1
203,,203,519,3632,"Oh, crap. Sorry, yes, it does.

Despite the escape, I still parsed it as '0'. I'm brain dead today.",toxic,99,1
204,,204,43,4202,SCROW instead of sal_uInt16. If not SCROW then at least a 32bit type.,healthy,69,0
205,,205,233,4002,"quote the $D and drop the ""|| die""",healthy,34,0
206,,206,41,2492,I'm somewhat of a fan of still having the (useless) &= ~(7 << 4) just to make it obvious that we're setting a field.  ...but I guess that's a matter of opinion.,healthy,160,0
207,,207,461,5228,this means that any calling code that uses this needs to be built with _FILE_OFFSET_BITS=64 too. i guess the fact that it's all C++ means we're safe because the mangled names won't match if you screw up?,toxic,203,1
208,,208,62,2780,Just let this declare that it throws InterruptedException? Otherwise you have a bug if Daemon.stop() is called while waiting. It might claim finalization took 10 seconds when it really didn't.,healthy,192,0
209,,209,484,4186,same rant about using the standard shit. Done.,toxic,46,1
210,,210,110,4787,the --product option doesn't seem to be used by this script. probably a left-over of experimentation,healthy,100,0
211,,211,392,1961,"I know that I mentioned this already, I'll just do it one more time, just in case. If you used vector<uint8_t> for binary data, you wouldn't have to do all those casts and you wouldn't need those ugly hacky string_as_array() calls as well. :)",toxic,242,1
212,,212,258,4906,Thing is I usually find it silly to have case A: case B: if (A),healthy,63,0
213,,213,590,4972,"This could also be improved as above.  Also, I simply hate
the unnecessary \ continuation.  Finally, the quotes here are
silly.",toxic,127,1
214,,214,437,2002,"i realize FatalError shouldn't return, but if we're being this anal, it seems odd that there's no free(3).",toxic,106,1
215,,215,322,2127,I think this sucks but can't find a better way to do inline styling.,toxic,68,1
216,,216,228,888,Consider an enum class for cleanliness.,healthy,39,0
217,,217,46,5143,"This is quite an abuse of C enum.
I don't know how much of proper code review is expected to this third-party code.",healthy,115,0
218,,218,315,1537,"Gentoo's python framework likes to use crap wrappers.  it might be possible to make it work, but i don't know.  i'd have to ask.",toxic,128,1
219,,219,108,6421,You should be able to get rid of this and create a fake sysroot.,healthy,64,0
220,,220,42,6416,"you seem to always cd into this dir in the src_* funcs.  perhaps you'd be better off changing the value of S to like:
S=""${WORKDIR}/asan/clang_src""",healthy,147,0
221,,221,401,2047,"I think at this point the IOMMU is in a broken state anyway and the whole system is screwed. ;)

Generally this shouldn't happen, though...",toxic,139,1
222,,222,225,1833,I destroy dev_priv->wq on failure.,healthy,34,0
223,,223,341,5520,"uint8_t src_data[] = ""thirtytwo-bytes-of-nonsense-data"";

sizeof(src_data);",toxic,75,1
224,,224,396,673,Better to use tr -d here. But I think it is very braindead.,toxic,59,1
225,,225,141,945,"couldn't you can simplify all of this to:
 bool call_service_manager_started_callback = !service_manager_context_;",healthy,114,0
226,,226,299,4918,this afternoon's job is removing this and the PR_SET_VMA hack too...,healthy,68,0
227,,227,558,6149,"yeah, it's used by to share SHA1-related constants. yuck.",toxic,57,1
228,,228,223,2540,"Indention should be:

blah = Blah(stuff,
                  stuff2,
                  stuff3);",healthy,93,0
229,,229,2,3509,"No, the line is correct, it is SAL_INFO( area, expression)",healthy,58,0
230,,230,93,1227,"Done

But if kill() or getpid() starts to fail, I'm pretty sure we have way worst problem that failing the test :)",healthy,114,0
231,,231,184,3522,Nobody uses CreatePerUserTopicInvalidationClient. Who is going to own InvalidationClient*? Does it make sense to return std::unique_ptr<InvalidationClient>,healthy,155,0
232,,232,282,2128,"I think this will expand to: ""disable-/path/to/init/main.d/goofy""

maybe: ""$(dirname ""${rule_file}"")/disable-$(basename ${rule_file%.sh})""

which will be /path/to/init/main.d/disable-goofy",healthy,188,0
233,,233,27,6329,"You could record the PID of the bot in a file after you kick it off, then kill the bots by using os.kill.

Even if you continue using ""ps a"", I think it's better to use python's re and os modules than shelling out to grep awk and kill.",healthy,235,0
234,,234,160,5231,"This method does a lot more than this description. It would help to have some comments either here on inline regarding garbage collection, worst offenders, region lock, ...",healthy,172,0
235,,235,133,1685,"Hmm, what should we do when these early returns are hit while there is pending Receive request? Currently it will enter deadlock.",healthy,129,0
236,,236,95,588,"as far as I can tell, it's useless, and should be removed.  The whole 'passing arguments to a test' construct should be removed, from all the tests you're working on.",healthy,166,0
237,,237,1,659,Because you std::move() the context_provider into context_provider_ it's always null the second loop.,healthy,101,0
238,,238,13,2052,I think I actually shouldn't have removed this because there's now a bunch of crap in my working directory...,healthy,109,0
239,,239,28,1644,"Here and below, please use assertEqual instead of assertTrue with ==.",healthy,69,0
240,,240,559,1290,"Done.
Of course, excuse the brain fart :)",toxic,41,1
241,,241,229,2104,I think the rockchip_configure_pd_cnt () should put in probe().,healthy,63,0
242,,242,458,5403,"This won't break if that's not true, but it'll keep us from being a bunch of idiots if we do break it, so yeah. And it does protect against duplicates.

Done.",toxic,158,1
243,,243,116,3969,probably worth pointing out that sample_type is a *bitmask*.,healthy,60,0
244,,244,540,6101,ya. darn. i thought i snagged all these.,toxic,40,1
245,,245,557,933,could you add this too ?  emacs sucks :p,toxic,40,1
246,,246,366,2113,"i think this changes the behavior of ""reboot-bootloader"". didn't ""reboot-bootloader any old crap can follow"" work?

i feel like we're making this already unreadable mess even worse.",toxic,181,1
247,,247,55,3427,Nit: you could use your StringBuilder above to do this concatenation.,healthy,69,0
248,,248,440,1418,"even reading the bug, this seems very bogus to me. can we just lose all this crap?",toxic,82,1
249,,249,436,864,Code was moved. I agree that magic constants suck.,toxic,50,1
250,,250,132,5125,This is monochrome_public_common_apk_or_module_tmpl.,healthy,52,0
251,,251,455,431,"Ah, crap.

This is non-trivial to implement efficiently given the current entity structure. I'll implement it half-assedly and warn in the doc about that.",toxic,154,1
252,,252,354,1036,"damn, this conflicts with my change in progress :-(",toxic,51,1
253,,253,5,3843,please add `|| die' in the end of the line,healthy,42,0
254,,254,551,4606,"Sure, but it doesn't hurt either. (hmm, Windows is stupid because it is not POSIX?)",toxic,83,1
255,,255,37,5829,What about vb2_get_keyblock? It's not restricted to vblock.,healthy,59,0
256,,256,358,3996,Putting parens around ::android::Singleton... should fix it (and confuse the hell out of cpplint).,toxic,98,1
257,,257,497,1991,"i notice that these *_length functions don't pay attention to overflow either, and the *_to_utf8 functions don't take a destination length, only a source length.

i really wish we could move people off String8 (and all the other crap in libutils).",toxic,247,1
258,,258,330,5493,"ugh, this style convolutes changes in patches...  on-per-line is much nicer :-)   although I know this is the autotest style...  damn you mbligh, heh ; and I guess gerrit is also pretty good at partial line changes...",toxic,217,1
259,,259,333,5554,"Urgh, this is pretty ugly. Are you doing this just to retain the constant lookup in the ssa builder? SafeMap has lookup in O(log n) which really isn't that much of a difference...",toxic,179,1
260,,260,577,4235,Seems your condition is a bit screwed up here...,toxic,48,1
261,,261,513,5105,"This is how properties in the facet are specified per IDEA's conventions. It is ugly, but at least we are consistently ugly.",toxic,124,1
262,,262,147,3503,"no, let's just remove this nonsense command in another patch.",healthy,61,0
263,,263,163,4144,"rules for init go in init.te

you don't need the domain trans for dhcp.",healthy,71,0
264,,264,254,5523,"Ultimately, when this system is used, functions in this unit will be able to be called. Specifically, utimately it will be possible to change the 'active' bit(s) on devices. So, the locking is necessary in the long term.",healthy,220,0
265,,265,8,4309,"Should probably put ""adb shell"" in front of this, since it will likely be cut-n-paste'd.",healthy,88,0
266,,266,389,1558,"Gimme a sec, Mark. I'm stuck in some crazy rebase hell.",toxic,55,1
267,,267,438,3494,"no, i fucked this one up. it's in the right place, but it should be video/...",toxic,77,1
268,,268,285,5313,this should be moved into RepositoryExternal.mk and gb_Library_use_externals should be used here,healthy,96,0
269,,269,332,5352,This sucks. We should not need to do this. Could we templatized The users (like CodeGenerator) of Label instead?,toxic,112,1
270,,270,592,4222,seems like a pretty crappy test to me. =P,toxic,41,1
271,,271,126,3937,"Preparation for a day when we don't abort, but die gracefully. If you want me to remove it...",healthy,93,0
272,,272,345,1962,"i know the code above sucks and is wrong, but move this to src_configure

ideally, this wouldn't even exist as it'd be in the configure script ...",toxic,146,1
273,,273,334,6170,"Yeah, this sucks. I plan to update ddmlib to support notifications for when device properties & client properties have been updated from the device",toxic,147,1
274,,274,271,4625,tegra_grhost_aperture = tegra_fb_start = mem_start;,healthy,51,0
275,,275,321,2619,Is this really a Google thing? :( No lazy initialization on singletons?! booooo,toxic,79,1
276,,276,48,1355,"Dumb question: In this little drawing, what are the bounds of the physical display?",healthy,83,0
277,,277,245,1556,"GetStatus is in class.h, were you missing object-inl.h that this include gets for you (amongst a lot of other stuff)",healthy,116,0
278,,278,456,1510,Forgot about this. I'm having a hell of a time getting libcros to find <glib-object.h>. Working on that now.,toxic,108,1
279,,279,146,3946,private with a getter and setter that sets the dirty bit.,healthy,57,0
280,,280,44,4075,"Remove this left over from experimentation with std::current_exception(), that havn't worked.",healthy,93,0
281,,281,587,1031,"Damn, I knew I should have found an example without Java... Done.",toxic,65,1
282,,282,17,733,"but we would be copying with the same register as source and destination in that case, wouldn't we?",healthy,99,0
283,,283,92,1639,"Hehe, why are you always right? :-) I should do some pair programming with you to avoid doing stupid stuff earlier ;-) Thank you!",healthy,129,0
284,,284,505,6142,"yeah, it sucks.  i want to extend our gerrit libs more at some point so this will go away.",toxic,90,1
285,,285,376,5377,"this was nasty! logging.log added extra calls to time.time, which made this test depend on the psutil version installed :-/",toxic,123,1
286,,286,22,4451,"So InfoLog violates our style guide in that it's a non-const reference, but it's handled that way *everywhere*, so... don't do anything about it just now, but we should probably figure something out.",healthy,199,0
287,,287,264,569,"Are you sure you want white here, and not transparent?",healthy,54,0
288,,288,182,5998,"Why not use the setTimeZone method and do something like:

String tz = SystemProperties.get(TIMEZONE_PROPERTY);
if (tz != null) {
    setTimeZone(tz);
}",healthy,152,0
289,,289,215,3501,"No, it isn't. The destruction of dedupe sets below still requires the swap space and allocator to be alive.",healthy,107,0
290,,290,140,4337,should this be destroyed somewhere?,healthy,35,0
291,,291,0,5172,this is the wrong way around---instead of temporarily releasing the solar mutex you now temporarily (redundantly) acquire it one more time,healthy,138,0
292,,292,457,2655,"It hints to the compiler to generate less shitty code, which somehow appears necessary. Perhaps we should upgrade the compiler.",toxic,127,1
293,,293,394,5201,This kind of looks silly.... !a_loc.Equals(b_loc) is a lot more readable.,toxic,73,1
294,,294,38,1849,"I don't got it:  if I remove  virtio_dumb_resolve_format, this will change dumb path, you mean this won't introduce regression for dumb? 
This abosolutely won't change virgl path.

Or you mean use the dumb verion to replace the current virgl version?",healthy,250,0
295,,295,98,5834,"what are these libs? Are they large? (gerrit isn't showing me.) License?

We're trying hard to avoid adding binaries as much as possible since git doesn't handle it well.",healthy,170,0
296,,296,257,5068,This is a stupid mistake. Thanks for catching that.,healthy,51,0
297,,297,201,1422,"Even worse, *Theaded*FileWriter never existed. Fixed.",healthy,53,0
298,,298,218,4839,"There's only one waitqueue, no need to init it multiple times",healthy,61,0
299,,299,94,407,"Again, this seems wrong. Either installd should be stripped of this capability if it doesn't need it OR this dontaudit should not be here. You would want something like this audited.",healthy,182,0
300,,300,16,5332,"This should probably print to StdErr. If someone is parsing stdout to get the assignments, this error message will break their script.",healthy,134,0
301,,301,515,3456,Nix the period to match the other list items (this is just me being anal),toxic,73,1
302,,302,26,4038,Remove all SUPPORT_CHECKSUM since your i2c has implemented it.,healthy,62,0
303,,303,518,3029,meh-- didn't realize I was being a moron. Moved flags to after target in iosbuild; works fine now. Abandoning this... although I guess the presence of -g in the base flags does bug me a bit. Whatever.,toxic,200,1
304,,304,63,4615,"syscall to futex if busy. If one writer in process, never hits a syscall.",healthy,73,0
